"Status","Year","Ethnicity","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","White","Counter Fraud","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Debt","Department for Work and Pensions","200","[c]","21790","21690"
"New entrant CS","2023","White","Debt","HM Revenue and Customs","445","[c]","22820","22520"
"New entrant CS","2023","White","Digital, Data & Technology","Attorney General's Departments","30","[c]","42600","34810"
"New entrant CS","2023","White","Digital, Data & Technology","Cabinet Office","85","[c]","41360","38050"
"New entrant CS","2023","White","Digital, Data & Technology","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Digital, Data & Technology","Charity Commission","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Digital, Data & Technology","Competition and Markets Authority","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","160","[c]","30740","26650"
"New entrant CS","2023","White","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Digital, Data & Technology","Department for Education","55","[c]","36820","30330"
"New entrant CS","2023","White","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","110","[c]","42500","37300"
"New entrant CS","2023","White","Digital, Data & Technology","Department for International Trade","30","[c]","[c]","[c]"
"New entrant CS","2023","White","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Digital, Data & Technology","Department for Transport","35","[c]","38300","31660"
"New entrant CS","2023","White","Digital, Data & Technology","Department for Work and Pensions","265","[c]","41670","38470"
"New entrant CS","2023","White","Digital, Data & Technology","Department of Health and Social Care","35","[c]","48230","47180"
"New entrant CS","2023","White","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Digital, Data & Technology","HM Land Registry","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Digital, Data & Technology","HM Revenue and Customs","290","[c]","41190","39280"
"New entrant CS","2023","White","Digital, Data & Technology","HM Treasury","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Digital, Data & Technology","Home Office","30","[c]","42930","39190"
"New entrant CS","2023","White","Digital, Data & Technology","Ministry of Defence","175","[c]","33480","30520"
"New entrant CS","2023","White","Digital, Data & Technology","Ministry of Justice","70","[c]","42300","37680"
"New entrant CS","2023","White","Digital, Data & Technology","National Crime Agency","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Digital, Data & Technology","Office of Gas and Electricity Markets","25","[c]","[c]","[c]"
"New entrant CS","2023","White","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Digital, Data & Technology","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Digital, Data & Technology","Scottish Government","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Digital, Data & Technology","The National Archives","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Digital, Data & Technology","UK Export Finance","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Digital, Data & Technology","UK Statistics Authority","120","[c]","36130","35650"
"New entrant CS","2023","White","Digital, Data & Technology","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Digital, Data & Technology","Water Services Regulation Authority","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","Attorney General's Departments","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","Cabinet Office","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","Department for Business, Energy and Industrial Strategy","25","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","Department for Education","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","Department for Environment, Food and Rural Affairs","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","Department for Levelling Up, Housing and Communities","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","Department for Transport","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","Department for Work and Pensions","60","[c]","35530","34170"
"New entrant CS","2023","White","Finance","Department of Health and Social Care","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","HM Revenue and Customs","80","[c]","28890","22520"
"New entrant CS","2023","White","Finance","HM Treasury","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","Ministry of Defence","100","[c]","30930","27080"
"New entrant CS","2023","White","Finance","Ministry of Justice","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","National Crime Agency","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","Office of Gas and Electricity Markets","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","Scottish Government","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","UK Export Finance","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","UK Statistics Authority","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Grants Management","Department for Environment, Food and Rural Affairs","250","[c]","23000","22150"
"New entrant CS","2023","White","Grants Management","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Grants Management","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Grants Management","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","Attorney General's Departments","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","Cabinet Office","25","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","Charity Commission","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","Competition and Markets Authority","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","Department for Business, Energy and Industrial Strategy","25","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","Department for Education","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","Department for Environment, Food and Rural Affairs","30","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","Department for International Trade","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","Department for Levelling Up, Housing and Communities","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","Department for Transport","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","Department for Work and Pensions","40","[c]","38900","34170"
"New entrant CS","2023","White","Human Resources","Department of Health and Social Care","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","HM Revenue and Customs","65","[c]","33340","27890"
"New entrant CS","2023","White","Human Resources","HM Treasury","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","Home Office","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","Ministry of Defence","225","[c]","30480","27140"
"New entrant CS","2023","White","Human Resources","Ministry of Justice","50","[c]","32070","31270"
"New entrant CS","2023","White","Human Resources","National Crime Agency","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","Office for Standards in Education, Children's Services and Skills","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","Office of Gas and Electricity Markets","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","Scottish Government","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","UK Statistics Authority","30","[c]","31950","31060"
"New entrant CS","2023","White","Human Resources","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Internal Audit","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Internal Audit","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Internal Audit","HM Treasury","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Internal Audit","Ministry of Defence","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Internal Audit","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Internal Audit","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","Attorney General's Departments","720","[c]","32610","27760"
"New entrant CS","2023","White","Legal","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","Competition and Markets Authority","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","Department for Education","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","Department of Health and Social Care","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","HM Land Registry","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","HM Revenue and Customs","45","[c]","40770","39110"
"New entrant CS","2023","White","Legal","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","Ministry of Justice","40","[c]","30890","28990"
"New entrant CS","2023","White","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","Office of Gas and Electricity Markets","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
