"Status","Year","Organisation","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Intellectual Property Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","SEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","AO","Heterosexual / straight","35","[c]","22220","22500"
"Leaver CS","2023","Maritime and Coastguard Agency","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","SEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","SEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","G6","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","G6","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","SCS level","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","SEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","SEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","AA","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","HEO","Heterosexual / straight","35","[c]","33260","33430"
"Leaver CS","2023","Met Office","HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","SEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","SEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","AA","Heterosexual / straight","365","[c]","21610","21380"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","AA","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","AA","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","AA","Unknown","115","[c]","22810","21380"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","AO","Heterosexual / straight","690","[c]","25560","22220"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","AO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","AO","Undeclared","80","[c]","27970","22330"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","AO","Unknown","175","[c]","26970","23880"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","EO","Heterosexual / straight","460","[c]","29910","27740"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","EO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","EO","Undeclared","55","[c]","31260","29200"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","EO","Unknown","70","[c]","29690","27730"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","G6","Heterosexual / straight","60","[c]","74300","68500"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","G6","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","G6","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","G7","Heterosexual / straight","105","[c]","59640","57460"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","G7","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","G7","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","G7","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","HEO","Heterosexual / straight","450","[c]","36680","34610"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","HEO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","HEO","Undeclared","70","[c]","36900","34640"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","HEO","Unknown","100","[c]","41000","38690"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","SCS level","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","SCS level","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","SEO","Heterosexual / straight","300","[c]","44100","42550"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","SEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","SEO","Undeclared","50","[c]","43810","42750"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","SEO","Unknown","40","[c]","43330","41200"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","EO","Heterosexual / straight","50","[c]","28530","29660"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","EO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","EO","Unknown","35","[c]","28590","29660"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","G6","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","G7","Heterosexual / straight","85","[c]","58680","57430"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","G7","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","G7","Unknown","35","[c]","60070","59590"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","HEO","Heterosexual / straight","70","[c]","33770","34260"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","HEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","SEO","Heterosexual / straight","85","[c]","43150","43650"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","SEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","SEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","AO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","EO","Heterosexual / straight","110","[c]","35710","36040"
"Leaver CS","2023","National Crime Agency","EO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","EO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","G7","Unknown","[c]","[c]","[c]","[c]"
