"Status","Year","Age","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","40-49","Human Resources","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Internal Audit","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","Heterosexual / straight","45","[c]","49850","50460"
"Leaver Dept.","2023","40-49","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Heterosexual / straight","1190","[c]","38930","31660"
"Leaver Dept.","2023","40-49","No function","LGBO","80","[c]","39650","32160"
"Leaver Dept.","2023","40-49","No function","Undeclared","115","[c]","37050","29160"
"Leaver Dept.","2023","40-49","No function","Unknown","395","[c]","41180","32410"
"Leaver Dept.","2023","40-49","Project Delivery","Heterosexual / straight","70","[c]","46590","41320"
"Leaver Dept.","2023","40-49","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Property","Heterosexual / straight","35","[c]","37980","33800"
"Leaver Dept.","2023","40-49","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Property","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Property","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Security","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Security","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Heterosexual / straight","120","[c]","47490","41500"
"Leaver Dept.","2023","40-49","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Unknown","55","[c]","42740","38470"
"Leaver Dept.","2023","50-59","Analysis","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Analysis","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Commercial","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Commercial","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Communications","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Communications","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Counter Fraud","Heterosexual / straight","35","[c]","32870","28120"
"Leaver Dept.","2023","50-59","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Counter Fraud","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Debt","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Debt","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Digital, Data & Technology","Heterosexual / straight","65","[c]","45730","38470"
"Leaver Dept.","2023","50-59","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Digital, Data & Technology","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Digital, Data & Technology","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Finance","Heterosexual / straight","55","[c]","53220","42460"
"Leaver Dept.","2023","50-59","Finance","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Finance","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Finance","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Grants Management","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Human Resources","Heterosexual / straight","90","[c]","39720","37680"
"Leaver Dept.","2023","50-59","Human Resources","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Human Resources","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Human Resources","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Legal","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Legal","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","Heterosexual / straight","765","[c]","36820","28120"
"Leaver Dept.","2023","50-59","No function","LGBO","50","[c]","38630","32520"
"Leaver Dept.","2023","50-59","No function","Undeclared","100","[c]","36010","28120"
"Leaver Dept.","2023","50-59","No function","Unknown","275","[c]","37730","28310"
"Leaver Dept.","2023","50-59","Project Delivery","Heterosexual / straight","40","[c]","44980","41800"
"Leaver Dept.","2023","50-59","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Property","Heterosexual / straight","40","[c]","42510","40160"
"Leaver Dept.","2023","50-59","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Property","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Security","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Heterosexual / straight","65","[c]","49670","47470"
"Leaver Dept.","2023","50-59","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Digital, Data & Technology","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Digital, Data & Technology","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Finance","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Human Resources","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","No function","Heterosexual / straight","100","[c]","30610","27570"
"Leaver Dept.","2023","60-64","No function","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","No function","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","No function","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Property","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Security","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","No function","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Analysis","Heterosexual / straight","35","[c]","25360","24840"
"New entrant CS","2023","16-19","Analysis","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Analysis","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Debt","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Debt","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Debt","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Finance","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Finance","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Grants Management","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Human Resources","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Human Resources","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","Heterosexual / straight","40","[c]","20820","20980"
"New entrant CS","2023","16-19","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Heterosexual / straight","335","[c]","24100","23230"
"New entrant CS","2023","16-19","No function","LGBO","40","[c]","24330","22520"
"New entrant CS","2023","16-19","No function","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Unknown","380","[c]","23340","22400"
"New entrant CS","2023","16-19","Project Delivery","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Project Delivery","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Property","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Property","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Security","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Unknown","55","[c]","20060","22180"
"New entrant CS","2023","20-29","Analysis","Heterosexual / straight","540","[c]","31610","31560"
"New entrant CS","2023","20-29","Analysis","LGBO","100","[c]","31100","31560"
"New entrant CS","2023","20-29","Analysis","Undeclared","60","[c]","30020","31060"
"New entrant CS","2023","20-29","Analysis","Unknown","300","[c]","29890","29830"
"New entrant CS","2023","20-29","Commercial","Heterosexual / straight","140","[c]","30320","30490"
"New entrant CS","2023","20-29","Commercial","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Commercial","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Commercial","Unknown","110","[c]","29180","28840"
"New entrant CS","2023","20-29","Communications","Heterosexual / straight","135","[c]","31870","31440"
"New entrant CS","2023","20-29","Communications","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Communications","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Communications","Unknown","75","[c]","33400","35010"
"New entrant CS","2023","20-29","Counter Fraud","Heterosexual / straight","155","[c]","27200","27290"
"New entrant CS","2023","20-29","Counter Fraud","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Counter Fraud","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Counter Fraud","Unknown","45","[c]","29170","28120"
"New entrant CS","2023","20-29","Debt","Heterosexual / straight","395","[c]","22860","22520"
"New entrant CS","2023","20-29","Debt","LGBO","45","[c]","22460","22520"
"New entrant CS","2023","20-29","Debt","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Debt","Unknown","320","[c]","23040","22520"
"New entrant CS","2023","20-29","Digital, Data & Technology","Heterosexual / straight","570","[c]","32170","30930"
"New entrant CS","2023","20-29","Digital, Data & Technology","LGBO","95","[c]","31030","30900"
"New entrant CS","2023","20-29","Digital, Data & Technology","Undeclared","85","[c]","30520","28120"
"New entrant CS","2023","20-29","Digital, Data & Technology","Unknown","385","[c]","33030","32000"
"New entrant CS","2023","20-29","Finance","Heterosexual / straight","165","[c]","29510","27080"
"New entrant CS","2023","20-29","Finance","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Finance","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Finance","Unknown","125","[c]","28090","27140"
"New entrant CS","2023","20-29","Grants Management","Heterosexual / straight","70","[c]","22930","22150"
"New entrant CS","2023","20-29","Grants Management","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Grants Management","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Grants Management","Unknown","30","[c]","22500","22150"
"New entrant CS","2023","20-29","Human Resources","Heterosexual / straight","215","[c]","28720","27650"
"New entrant CS","2023","20-29","Human Resources","LGBO","30","[c]","28280","28000"
"New entrant CS","2023","20-29","Human Resources","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","Unknown","110","[c]","27290","27080"
"New entrant CS","2023","20-29","Internal Audit","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Legal","Heterosexual / straight","515","[c]","28060","25600"
"New entrant CS","2023","20-29","Legal","LGBO","70","[c]","29500","26900"
"New entrant CS","2023","20-29","Legal","Undeclared","35","[c]","30250","27760"
"New entrant CS","2023","20-29","Legal","Unknown","60","[c]","29290","27650"
"New entrant CS","2023","20-29","No function","Heterosexual / straight","6590","[c]","26450","24330"
"New entrant CS","2023","20-29","No function","LGBO","1170","[c]","26740","24780"
"New entrant CS","2023","20-29","No function","Undeclared","570","[c]","28010","27230"
"New entrant CS","2023","20-29","No function","Unknown","6400","[c]","25830","24710"
"New entrant CS","2023","20-29","Project Delivery","Heterosexual / straight","355","[c]","29770","28840"
"New entrant CS","2023","20-29","Project Delivery","LGBO","60","[c]","29030","27840"
"New entrant CS","2023","20-29","Project Delivery","Undeclared","35","[c]","28210","26650"
"New entrant CS","2023","20-29","Project Delivery","Unknown","280","[c]","28960","28840"
"New entrant CS","2023","20-29","Property","Heterosexual / straight","115","[c]","27920","26020"
"New entrant CS","2023","20-29","Property","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Property","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Property","Unknown","140","[c]","25620","22810"
"New entrant CS","2023","20-29","Security","Heterosexual / straight","120","[c]","26990","26350"
"New entrant CS","2023","20-29","Security","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Security","Unknown","195","[c]","26970","26350"
"New entrant CS","2023","20-29","Unknown","Heterosexual / straight","475","[c]","27900","27330"
"New entrant CS","2023","20-29","Unknown","LGBO","120","[c]","29800","28480"
"New entrant CS","2023","20-29","Unknown","Undeclared","60","[c]","27690","26900"
"New entrant CS","2023","20-29","Unknown","Unknown","1065","[c]","27550","28840"
"New entrant CS","2023","30-39","Analysis","Heterosexual / straight","175","[c]","38700","35600"
"New entrant CS","2023","30-39","Analysis","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Analysis","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Analysis","Unknown","50","[c]","37010","34630"
"New entrant CS","2023","30-39","Commercial","Heterosexual / straight","105","[c]","37170","33830"
"New entrant CS","2023","30-39","Commercial","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Commercial","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Commercial","Unknown","80","[c]","44960","36000"
"New entrant CS","2023","30-39","Communications","Heterosexual / straight","95","[c]","40920","38940"
"New entrant CS","2023","30-39","Communications","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Communications","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Communications","Unknown","50","[c]","38920","37890"
"New entrant CS","2023","30-39","Counter Fraud","Heterosexual / straight","110","[c]","29530","27650"
"New entrant CS","2023","30-39","Counter Fraud","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Counter Fraud","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Counter Fraud","Unknown","35","[c]","28760","27650"
"New entrant CS","2023","30-39","Debt","Heterosexual / straight","190","[c]","22630","22520"
"New entrant CS","2023","30-39","Debt","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Debt","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Debt","Unknown","150","[c]","22870","22520"
"New entrant CS","2023","30-39","Digital, Data & Technology","Heterosexual / straight","550","[c]","40560","38330"
"New entrant CS","2023","30-39","Digital, Data & Technology","LGBO","70","[c]","42530","38470"
"New entrant CS","2023","30-39","Digital, Data & Technology","Undeclared","45","[c]","40950","38000"
"New entrant CS","2023","30-39","Digital, Data & Technology","Unknown","280","[c]","40290","36990"
"New entrant CS","2023","30-39","Finance","Heterosexual / straight","130","[c]","36200","34170"
"New entrant CS","2023","30-39","Finance","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Finance","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Finance","Unknown","45","[c]","32290","27140"
"New entrant CS","2023","30-39","Grants Management","Heterosexual / straight","45","[c]","22710","22150"
"New entrant CS","2023","30-39","Grants Management","LGBO","15","[c]","[c]","[c]"
