"Status","Year","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Criminal Injuries Compensation Authority","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","AA/AO","AO","Heterosexual / straight","60","55","21780","21780"
"In post","2023","Criminal Injuries Compensation Authority","AA/AO","AO","LGBO","10","10","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","AA/AO","AO","Undeclared","10","10","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","AA/AO","AO","Unknown","45","40","21780","21780"
"In post","2023","Criminal Injuries Compensation Authority","EO","EO","Heterosexual / straight","60","55","25970","25830"
"In post","2023","Criminal Injuries Compensation Authority","EO","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","EO","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","EO","EO","Unknown","15","15","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","G6/G7","G7","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","SEO/HEO","HEO","Heterosexual / straight","55","50","31730","31270"
"In post","2023","Criminal Injuries Compensation Authority","SEO/HEO","HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","SEO/HEO","HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","SEO/HEO","HEO","Unknown","15","15","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","SEO/HEO","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","AA/AO","AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Crown Commercial Service","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","EO","EO","Heterosexual / straight","75","70","26490","26410"
"In post","2023","Crown Commercial Service","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","EO","EO","Unknown","10","10","[c]","[c]"
"In post","2023","Crown Commercial Service","G6/G7","G6","Heterosexual / straight","45","45","65190","65880"
"In post","2023","Crown Commercial Service","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","G6/G7","G7","Heterosexual / straight","105","100","53000","52990"
"In post","2023","Crown Commercial Service","G6/G7","G7","LGBO","5","5","[c]","[c]"
"In post","2023","Crown Commercial Service","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","G6/G7","G7","Unknown","25","25","[c]","[c]"
"In post","2023","Crown Commercial Service","SCS level","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Crown Commercial Service","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","SEO/HEO","HEO","Heterosexual / straight","135","130","32230","32110"
"In post","2023","Crown Commercial Service","SEO/HEO","HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Crown Commercial Service","SEO/HEO","HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Crown Commercial Service","SEO/HEO","HEO","Unknown","35","30","32130","32110"
"In post","2023","Crown Commercial Service","SEO/HEO","SEO","Heterosexual / straight","185","180","40120","40620"
"In post","2023","Crown Commercial Service","SEO/HEO","SEO","LGBO","15","15","[c]","[c]"
"In post","2023","Crown Commercial Service","SEO/HEO","SEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Crown Commercial Service","SEO/HEO","SEO","Unknown","40","40","39550","40450"
"In post","2023","Crown Office and Procurator Fiscal Service","AA/AO","AO","Heterosexual / straight","665","605","24000","24490"
"In post","2023","Crown Office and Procurator Fiscal Service","AA/AO","AO","LGBO","45","45","23830","23700"
"In post","2023","Crown Office and Procurator Fiscal Service","AA/AO","AO","Undeclared","40","35","24010","24490"
"In post","2023","Crown Office and Procurator Fiscal Service","AA/AO","AO","Unknown","25","20","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","EO","EO","Heterosexual / straight","355","345","30260","29450"
"In post","2023","Crown Office and Procurator Fiscal Service","EO","EO","LGBO","25","25","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","EO","EO","Undeclared","15","15","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","EO","EO","Unknown","15","15","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","G6/G7","G6","Heterosexual / straight","175","165","74170","74000"
"In post","2023","Crown Office and Procurator Fiscal Service","G6/G7","G6","LGBO","10","10","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","G6/G7","G6","Undeclared","15","15","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","G6/G7","G6","Unknown","20","15","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","G6/G7","G7","Heterosexual / straight","430","410","56520","52360"
"In post","2023","Crown Office and Procurator Fiscal Service","G6/G7","G7","LGBO","25","25","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","G6/G7","G7","Undeclared","35","35","57590","55990"
"In post","2023","Crown Office and Procurator Fiscal Service","G6/G7","G7","Unknown","30","30","61280","65280"
"In post","2023","Crown Office and Procurator Fiscal Service","SCS level","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","SEO/HEO","HEO","Heterosexual / straight","375","355","36160","36330"
"In post","2023","Crown Office and Procurator Fiscal Service","SEO/HEO","HEO","LGBO","15","15","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","SEO/HEO","HEO","Undeclared","20","20","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","SEO/HEO","HEO","Unknown","15","15","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","SEO/HEO","SEO","Heterosexual / straight","70","70","45520","43440"
"In post","2023","Crown Office and Procurator Fiscal Service","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","AA/AO","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Crown Prosecution Service","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","AA/AO","AO","Heterosexual / straight","1200","1115","23140","22870"
"In post","2023","Crown Prosecution Service","AA/AO","AO","LGBO","85","85","22840","22870"
"In post","2023","Crown Prosecution Service","AA/AO","AO","Undeclared","60","55","23280","22870"
"In post","2023","Crown Prosecution Service","AA/AO","AO","Unknown","235","200","23470","22870"
"In post","2023","Crown Prosecution Service","EO","EO","Heterosexual / straight","1155","1085","28320","28200"
"In post","2023","Crown Prosecution Service","EO","EO","LGBO","95","90","28000","28150"
"In post","2023","Crown Prosecution Service","EO","EO","Undeclared","50","50","28550","28200"
"In post","2023","Crown Prosecution Service","EO","EO","Unknown","260","235","29000","28850"
"In post","2023","Crown Prosecution Service","G6/G7","G6","Heterosexual / straight","175","170","74550","73000"
"In post","2023","Crown Prosecution Service","G6/G7","G6","LGBO","15","15","[c]","[c]"
"In post","2023","Crown Prosecution Service","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","G6/G7","G6","Unknown","55","55","77860","75650"
"In post","2023","Crown Prosecution Service","G6/G7","G7","Heterosexual / straight","2105","1970","56600","55170"
"In post","2023","Crown Prosecution Service","G6/G7","G7","LGBO","95","90","57100","56450"
"In post","2023","Crown Prosecution Service","G6/G7","G7","Undeclared","90","90","57310","55170"
"In post","2023","Crown Prosecution Service","G6/G7","G7","Unknown","590","520","58810","56450"
"In post","2023","Crown Prosecution Service","SCS level","SCS level","Heterosexual / straight","75","75","97220","88440"
"In post","2023","Crown Prosecution Service","SCS level","SCS level","LGBO","5","5","[c]","[c]"
"In post","2023","Crown Prosecution Service","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","SCS level","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","Crown Prosecution Service","SEO/HEO","HEO","Heterosexual / straight","475","455","33230","32900"
"In post","2023","Crown Prosecution Service","SEO/HEO","HEO","LGBO","30","30","[c]","[c]"
"In post","2023","Crown Prosecution Service","SEO/HEO","HEO","Undeclared","25","25","[c]","[c]"
"In post","2023","Crown Prosecution Service","SEO/HEO","HEO","Unknown","95","90","34270","35000"
"In post","2023","Crown Prosecution Service","SEO/HEO","SEO","Heterosexual / straight","440","430","40180","39710"
"In post","2023","Crown Prosecution Service","SEO/HEO","SEO","LGBO","25","25","[c]","[c]"
"In post","2023","Crown Prosecution Service","SEO/HEO","SEO","Undeclared","25","25","[c]","[c]"
"In post","2023","Crown Prosecution Service","SEO/HEO","SEO","Unknown","40","35","40520","40690"
"In post","2023","Defence Electronics and Components Agency","AA/AO","AA","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","AA/AO","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","AA/AO","AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","AA/AO","AO","Undeclared","45","40","22780","22210"
"In post","2023","Defence Electronics and Components Agency","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","EO","EO","Heterosexual / straight","80","80","28190","27250"
"In post","2023","Defence Electronics and Components Agency","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","EO","EO","Undeclared","150","140","29480","30060"
"In post","2023","Defence Electronics and Components Agency","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","G6/G7","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","SEO/HEO","HEO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","SEO/HEO","HEO","Undeclared","50","50","34790","34680"
"In post","2023","Defence Electronics and Components Agency","SEO/HEO","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","SEO/HEO","SEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Defence Equipment and Support","AA/AO","AO","Heterosexual / straight","1175","1120","22680","21770"
"In post","2023","Defence Equipment and Support","AA/AO","AO","LGBO","60","55","22850","20860"
"In post","2023","Defence Equipment and Support","AA/AO","AO","Undeclared","125","120","23100","22470"
"In post","2023","Defence Equipment and Support","AA/AO","AO","Unknown","310","305","22000","20750"
"In post","2023","Defence Equipment and Support","EO","EO","Heterosexual / straight","610","590","27420","26980"
"In post","2023","Defence Equipment and Support","EO","EO","LGBO","15","15","[c]","[c]"
"In post","2023","Defence Equipment and Support","EO","EO","Undeclared","50","45","27570","27250"
"In post","2023","Defence Equipment and Support","EO","EO","Unknown","65","65","27140","26520"
"In post","2023","Defence Equipment and Support","G6/G7","G6","Heterosexual / straight","395","380","70080","70710"
"In post","2023","Defence Equipment and Support","G6/G7","G6","LGBO","5","5","[c]","[c]"
"In post","2023","Defence Equipment and Support","G6/G7","G6","Undeclared","50","50","70650","70710"
"In post","2023","Defence Equipment and Support","G6/G7","G6","Unknown","25","25","[c]","[c]"
"In post","2023","Defence Equipment and Support","G6/G7","G7","Heterosexual / straight","1200","1165","54500","54510"
"In post","2023","Defence Equipment and Support","G6/G7","G7","LGBO","35","35","53280","52500"
"In post","2023","Defence Equipment and Support","G6/G7","G7","Undeclared","165","160","55110","55500"
