"Status","Year","Function_of_post","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Security","FCDO Services","Unknown","60","60","38370","37400"
"In post","2023","Security","Food Standards Agency","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Security","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","350","345","51620","48380"
"In post","2023","Security","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","25","25","[c]","[c]"
"In post","2023","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","165","160","48000","43000"
"In post","2023","Security","Government Actuary's Department","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Government Actuary's Department","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Government Legal Department","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Security","Government Legal Department","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Government Legal Department","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","HM Prison and Probation Service","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Security","HM Prison and Probation Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","115","110","46000","42510"
"In post","2023","Security","HM Revenue and Customs (excl. agencies)","LGBO","10","10","[c]","[c]"
"In post","2023","Security","HM Revenue and Customs (excl. agencies)","Undeclared","30","25","[c]","[c]"
"In post","2023","Security","HM Revenue and Customs (excl. agencies)","Unknown","60","60","44190","42140"
"In post","2023","Security","Health and Safety Executive","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Health and Safety Executive","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Health and Safety Executive","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Home Office","Heterosexual / straight","260","250","32500","29890"
"In post","2023","Security","Home Office","LGBO","10","10","[c]","[c]"
"In post","2023","Security","Home Office","Undeclared","40","35","33680","30200"
"In post","2023","Security","Home Office","Unknown","35","35","41250","38280"
"In post","2023","Security","Intellectual Property Office","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Security","Intellectual Property Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Intellectual Property Office","Unknown","5","5","[c]","[c]"
"In post","2023","Security","Legal Aid Agency","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Security","Legal Aid Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Legal Aid Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Medicines and Healthcare Products Regulatory Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Met Office","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Security","Met Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Met Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Ministry of Defence (excl. agencies)","Heterosexual / straight","4445","4340","31480","27480"
"In post","2023","Security","Ministry of Defence (excl. agencies)","LGBO","140","135","32360","30200"
"In post","2023","Security","Ministry of Defence (excl. agencies)","Undeclared","600","585","35990","40880"
"In post","2023","Security","Ministry of Defence (excl. agencies)","Unknown","1160","1145","31670","27500"
"In post","2023","Security","Ministry of Justice (excl. agencies)","Heterosexual / straight","50","50","48390","43650"
"In post","2023","Security","Ministry of Justice (excl. agencies)","LGBO","5","5","[c]","[c]"
"In post","2023","Security","Ministry of Justice (excl. agencies)","Undeclared","5","5","[c]","[c]"
"In post","2023","Security","Ministry of Justice (excl. agencies)","Unknown","20","20","[c]","[c]"
"In post","2023","Security","National Crime Agency","Heterosexual / straight","80","75","43290","40440"
"In post","2023","Security","National Crime Agency","LGBO","5","5","[c]","[c]"
"In post","2023","Security","National Crime Agency","Undeclared","5","5","[c]","[c]"
"In post","2023","Security","National Crime Agency","Unknown","10","10","[c]","[c]"
"In post","2023","Security","National Savings and Investments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","National Savings and Investments","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Office of Gas and Electricity Markets","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Security","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Office of the Public Guardian","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Security","Office of the Public Guardian","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Office of the Public Guardian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Planning Inspectorate","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Planning Inspectorate","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Registers of Scotland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Security","Registers of Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Registers of Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Registers of Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Serious Fraud Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Serious Fraud Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Serious Fraud Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Submarine Delivery Agency","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Security","Submarine Delivery Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Submarine Delivery Agency","Undeclared","5","5","[c]","[c]"
"In post","2023","Security","Submarine Delivery Agency","Unknown","5","5","[c]","[c]"
"In post","2023","Security","The Insolvency Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","The Insolvency Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","The Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","UK Export Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Security","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","UK Hydrographic Office","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Security","UK Hydrographic Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","UK Hydrographic Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","UK Hydrographic Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","UK Space Agency","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Security","UK Space Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","UK Statistics Authority","Heterosexual / straight","40","35","39730","32790"
"In post","2023","Security","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","UK Statistics Authority","Unknown","15","15","[c]","[c]"
"In post","2023","Security","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Accountant in Bankruptcy","Heterosexual / straight","75","65","36430","33520"
"In post","2023","Unknown","Accountant in Bankruptcy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Accountant in Bankruptcy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Accountant in Bankruptcy","Unknown","45","45","29280","24890"
"In post","2023","Unknown","Building Digital UK","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Building Digital UK","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Building Digital UK","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Central Civil Service Fast Stream","Heterosexual / straight","210","210","32340","32960"
"In post","2023","Unknown","Central Civil Service Fast Stream","LGBO","35","35","32080","32960"
"In post","2023","Unknown","Central Civil Service Fast Stream","Undeclared","30","30","[c]","[c]"
"In post","2023","Unknown","Central Civil Service Fast Stream","Unknown","625","625","29880","30130"
"In post","2023","Unknown","Crown Prosecution Service","Heterosexual / straight","45","45","51460","55850"
"In post","2023","Unknown","Crown Prosecution Service","LGBO","5","5","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","Undeclared","5","5","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Defence Science and Technology Laboratory","Heterosexual / straight","1530","1480","43230","39890"
"In post","2023","Unknown","Defence Science and Technology Laboratory","LGBO","105","100","36240","30650"
"In post","2023","Unknown","Defence Science and Technology Laboratory","Undeclared","40","40","39280","34260"
"In post","2023","Unknown","Defence Science and Technology Laboratory","Unknown","620","595","42650","39890"
"In post","2023","Unknown","Department for International Trade","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","Unknown","10","10","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","885","840","42190","39150"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","LGBO","110","110","41060","39150"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Undeclared","90","85","37910","38470"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","210","195","42660","39150"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","Undeclared","25","25","[c]","[c]"
"In post","2023","Unknown","Disclosure Scotland","Heterosexual / straight","210","200","33620","27740"
"In post","2023","Unknown","Disclosure Scotland","LGBO","20","20","[c]","[c]"
"In post","2023","Unknown","Disclosure Scotland","Undeclared","15","10","[c]","[c]"
"In post","2023","Unknown","Disclosure Scotland","Unknown","120","115","27310","24890"
"In post","2023","Unknown","Education Scotland","Heterosexual / straight","205","200","62870","69410"
"In post","2023","Unknown","Education Scotland","LGBO","10","10","[c]","[c]"
"In post","2023","Unknown","Education Scotland","Undeclared","10","5","[c]","[c]"
"In post","2023","Unknown","Education Scotland","Unknown","140","135","55490","54870"
"In post","2023","Unknown","FCDO Services","Heterosexual / straight","45","45","37430","29530"
"In post","2023","Unknown","FCDO Services","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","FCDO Services","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","FCDO Services","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Food Standards Scotland","Heterosexual / straight","160","155","39120","34730"
"In post","2023","Unknown","Food Standards Scotland","LGBO","10","10","[c]","[c]"
