"Status","Year","Age","Function_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","40-49","Commercial","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","G6/G7","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","G6/G7","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","SEO/HEO","Female","45","[c]","36340","35100"
"New entrant CS","2023","40-49","Commercial","SEO/HEO","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","G6/G7","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","G6/G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","SEO/HEO","Female","35","[c]","39510","40220"
"New entrant CS","2023","40-49","Communications","SEO/HEO","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Counter Fraud","AA/AO","Female","35","[c]","23630","23390"
"New entrant CS","2023","40-49","Counter Fraud","AA/AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Counter Fraud","EO","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Counter Fraud","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Counter Fraud","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Counter Fraud","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Counter Fraud","SEO/HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Counter Fraud","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Debt","AA/AO","Female","160","[c]","22650","22520"
"New entrant CS","2023","40-49","Debt","AA/AO","Male","70","[c]","22280","22520"
"New entrant CS","2023","40-49","Debt","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Debt","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Digital, Data & Technology","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Digital, Data & Technology","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Digital, Data & Technology","EO","Female","35","[c]","27790","27650"
"New entrant CS","2023","40-49","Digital, Data & Technology","EO","Male","40","[c]","28330","27650"
"New entrant CS","2023","40-49","Digital, Data & Technology","G6/G7","Female","65","[c]","56920","55540"
"New entrant CS","2023","40-49","Digital, Data & Technology","G6/G7","Male","165","[c]","59340","57000"
"New entrant CS","2023","40-49","Digital, Data & Technology","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Digital, Data & Technology","SCS level","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Digital, Data & Technology","SEO/HEO","Female","115","[c]","37470","37680"
"New entrant CS","2023","40-49","Digital, Data & Technology","SEO/HEO","Male","210","[c]","39140","39000"
"New entrant CS","2023","40-49","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","AA/AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","EO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","G6/G7","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","G6/G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","SEO/HEO","Female","45","[c]","38090","37590"
"New entrant CS","2023","40-49","Finance","SEO/HEO","Male","30","[c]","38680","38470"
"New entrant CS","2023","40-49","Grants Management","AA/AO","Female","40","[c]","21860","22150"
"New entrant CS","2023","40-49","Grants Management","AA/AO","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Grants Management","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Grants Management","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Grants Management","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Grants Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Grants Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Grants Management","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","AA/AO","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","EO","Female","40","[c]","28010","27140"
"New entrant CS","2023","40-49","Human Resources","EO","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","G6/G7","Female","35","[c]","58210","55690"
"New entrant CS","2023","40-49","Human Resources","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","SEO/HEO","Female","65","[c]","38200","37690"
"New entrant CS","2023","40-49","Human Resources","SEO/HEO","Male","35","[c]","37500","35670"
"New entrant CS","2023","40-49","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","AA/AO","Female","40","[c]","21040","20980"
"New entrant CS","2023","40-49","Legal","AA/AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","G6/G7","Female","65","[c]","55720","54090"
"New entrant CS","2023","40-49","Legal","G6/G7","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","SEO/HEO","Female","35","[c]","38930","38760"
"New entrant CS","2023","40-49","Legal","SEO/HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","AA/AO","Female","1615","[c]","23610","22500"
"New entrant CS","2023","40-49","No function","AA/AO","Male","1150","[c]","25380","23230"
"New entrant CS","2023","40-49","No function","EO","Female","525","[c]","27350","26750"
"New entrant CS","2023","40-49","No function","EO","Male","510","[c]","27400","26780"
"New entrant CS","2023","40-49","No function","G6/G7","Female","205","[c]","61430","59350"
"New entrant CS","2023","40-49","No function","G6/G7","Male","160","[c]","62060","59450"
"New entrant CS","2023","40-49","No function","SCS level","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","SCS level","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","SEO/HEO","Female","440","[c]","39040","38060"
"New entrant CS","2023","40-49","No function","SEO/HEO","Male","360","[c]","38060","37130"
"New entrant CS","2023","40-49","No function","Unknown","Female","395","[c]","23770","23640"
"New entrant CS","2023","40-49","No function","Unknown","Male","195","[c]","24070","23640"
"New entrant CS","2023","40-49","Project Delivery","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","EO","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","G6/G7","Female","45","[c]","54950","52600"
"New entrant CS","2023","40-49","Project Delivery","G6/G7","Male","55","[c]","56870","54440"
"New entrant CS","2023","40-49","Project Delivery","SCS level","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","SEO/HEO","Female","90","[c]","37540","37680"
"New entrant CS","2023","40-49","Project Delivery","SEO/HEO","Male","70","[c]","37230","38660"
"New entrant CS","2023","40-49","Project Delivery","Unknown","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Unknown","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","AA/AO","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","AA/AO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","G6/G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","G6/G7","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","SEO/HEO","Female","30","[c]","37170","34640"
"New entrant CS","2023","40-49","Property","SEO/HEO","Male","55","[c]","38000","38440"
"New entrant CS","2023","40-49","Security","AA/AO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","AA/AO","Male","90","[c]","29030","27500"
"New entrant CS","2023","40-49","Security","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","G6/G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","SEO/HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","AA/AO","Female","145","[c]","22670","22180"
"New entrant CS","2023","40-49","Unknown","AA/AO","Male","65","[c]","22810","22180"
"New entrant CS","2023","40-49","Unknown","EO","Female","150","[c]","29130","29100"
"New entrant CS","2023","40-49","Unknown","EO","Male","70","[c]","29330","29100"
"New entrant CS","2023","40-49","Unknown","G6/G7","Female","60","[c]","58800","53440"
"New entrant CS","2023","40-49","Unknown","G6/G7","Male","65","[c]","59170","57360"
"New entrant CS","2023","40-49","Unknown","SCS level","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","SEO/HEO","Female","170","[c]","39120","37830"
"New entrant CS","2023","40-49","Unknown","SEO/HEO","Male","100","[c]","39170","38520"
"New entrant CS","2023","40-49","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Unknown","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","G6/G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","G6/G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","G6/G7","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","SEO/HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Counter Fraud","AA/AO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Counter Fraud","AA/AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Counter Fraud","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Counter Fraud","EO","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Counter Fraud","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Counter Fraud","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Counter Fraud","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Counter Fraud","SEO/HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Debt","AA/AO","Female","110","[c]","22490","22520"
"New entrant CS","2023","50-59","Debt","AA/AO","Male","70","[c]","22450","22520"
"New entrant CS","2023","50-59","Debt","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Debt","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Digital, Data & Technology","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Digital, Data & Technology","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Digital, Data & Technology","EO","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Digital, Data & Technology","EO","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Digital, Data & Technology","G6/G7","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Digital, Data & Technology","G6/G7","Male","95","[c]","60850","59630"
"New entrant CS","2023","50-59","Digital, Data & Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Digital, Data & Technology","SCS level","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Digital, Data & Technology","SEO/HEO","Female","45","[c]","37660","37360"
"New entrant CS","2023","50-59","Digital, Data & Technology","SEO/HEO","Male","100","[c]","38980","38470"
"New entrant CS","2023","50-59","Finance","AA/AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Finance","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Finance","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Finance","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Finance","G6/G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Finance","G6/G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Finance","SEO/HEO","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Finance","SEO/HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Grants Management","AA/AO","Female","35","[c]","22100","22150"
"New entrant CS","2023","50-59","Grants Management","AA/AO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Grants Management","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Grants Management","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Grants Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Grants Management","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Human Resources","AA/AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Human Resources","AA/AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Human Resources","EO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Human Resources","EO","Male","35","[c]","28370","27140"
"New entrant CS","2023","50-59","Human Resources","G6/G7","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Human Resources","G6/G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Human Resources","SEO/HEO","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Human Resources","SEO/HEO","Male","35","[c]","40020","40260"
"New entrant CS","2023","50-59","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Internal Audit","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Internal Audit","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Internal Audit","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Internal Audit","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Internal Audit","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Internal Audit","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Legal","AA/AO","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Legal","AA/AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Legal","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Legal","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Legal","G6/G7","Female","30","[c]","56110","54230"
"New entrant CS","2023","50-59","Legal","G6/G7","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Legal","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Legal","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","No function","AA/AO","Female","1370","[c]","22820","22400"
"New entrant CS","2023","50-59","No function","AA/AO","Male","1055","[c]","23910","22500"
"New entrant CS","2023","50-59","No function","EO","Female","420","[c]","28030","26960"
"New entrant CS","2023","50-59","No function","EO","Male","580","[c]","28740","26910"
"New entrant CS","2023","50-59","No function","G6/G7","Female","120","[c]","63070","60050"
"New entrant CS","2023","50-59","No function","G6/G7","Male","140","[c]","62420","60070"
"New entrant CS","2023","50-59","No function","SCS level","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","No function","SCS level","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","50-59","No function","SEO/HEO","Female","275","[c]","39000","38100"
"New entrant CS","2023","50-59","No function","SEO/HEO","Male","320","[c]","39470","39200"
"New entrant CS","2023","50-59","No function","Unknown","Female","290","[c]","23490","23640"
"New entrant CS","2023","50-59","No function","Unknown","Male","185","[c]","24080","23640"
"New entrant CS","2023","50-59","Project Delivery","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Project Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Project Delivery","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Project Delivery","G6/G7","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Project Delivery","G6/G7","Male","40","[c]","56060","52600"
"New entrant CS","2023","50-59","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Project Delivery","SCS level","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Project Delivery","SEO/HEO","Female","40","[c]","36910","37420"
"New entrant CS","2023","50-59","Project Delivery","SEO/HEO","Male","50","[c]","38870","39500"
"New entrant CS","2023","50-59","Project Delivery","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Project Delivery","Unknown","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Property","AA/AO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Property","AA/AO","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Property","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Property","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Property","G6/G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Property","G6/G7","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Property","SEO/HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Property","SEO/HEO","Male","45","[c]","37990","39040"
"New entrant CS","2023","50-59","Security","AA/AO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Security","AA/AO","Male","110","[c]","28900","27500"
"New entrant CS","2023","50-59","Security","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Security","EO","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Security","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Security","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Security","SEO/HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","AA/AO","Female","125","[c]","22820","22180"
"New entrant CS","2023","50-59","Unknown","AA/AO","Male","75","[c]","23050","22180"
"New entrant CS","2023","50-59","Unknown","EO","Female","125","[c]","29260","29100"
"New entrant CS","2023","50-59","Unknown","EO","Male","55","[c]","29370","29100"
"New entrant CS","2023","50-59","Unknown","G6/G7","Female","35","[c]","63400","64590"
"New entrant CS","2023","50-59","Unknown","G6/G7","Male","45","[c]","60430","55910"
"New entrant CS","2023","50-59","Unknown","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","SEO/HEO","Female","105","[c]","38530","37830"
"New entrant CS","2023","50-59","Unknown","SEO/HEO","Male","65","[c]","38060","37140"
"New entrant CS","2023","50-59","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Analysis","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Analysis","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Analysis","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Analysis","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Analysis","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Analysis","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Commercial","SEO/HEO","Female","[c]","[c]","[c]","[c]"
