"Status","Year","Parent_department","Region_london","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Attorney General's Departments","London","G6/G7","G7","50","[c]","54000","52670"
"Leaver Dept.","2023","Attorney General's Departments","London","SCS level","SCS level","10","[c]","86000","79940"
"Leaver Dept.","2023","Attorney General's Departments","London","SEO/HEO","HEO","25","[c]","33980","32630"
"Leaver Dept.","2023","Attorney General's Departments","London","SEO/HEO","SEO","10","[c]","41040","41340"
"Leaver Dept.","2023","Attorney General's Departments","Outside London","AA/AO","AO","15","[c]","23590","22870"
"Leaver Dept.","2023","Attorney General's Departments","Outside London","EO","EO","30","[c]","27400","26900"
"Leaver Dept.","2023","Attorney General's Departments","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Departments","Outside London","G6/G7","G7","25","[c]","53450","52380"
"Leaver Dept.","2023","Attorney General's Departments","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Departments","Outside London","SEO/HEO","HEO","15","[c]","31630","31180"
"Leaver Dept.","2023","Attorney General's Departments","Outside London","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","London","AA/AO","AO","20","[c]","23530","24490"
"Leaver Dept.","2023","Cabinet Office","London","EO","EO","115","[c]","27830","28280"
"Leaver Dept.","2023","Cabinet Office","London","G6/G7","G6","100","[c]","67050","66530"
"Leaver Dept.","2023","Cabinet Office","London","G6/G7","G7","225","[c]","56180","56430"
"Leaver Dept.","2023","Cabinet Office","London","SCS level","SCS level","75","[c]","83850","77410"
"Leaver Dept.","2023","Cabinet Office","London","SEO/HEO","HEO","585","[c]","33020","32830"
"Leaver Dept.","2023","Cabinet Office","London","SEO/HEO","SEO","130","[c]","41580","41870"
"Leaver Dept.","2023","Cabinet Office","Outside London","AA/AO","AO","35","[c]","21540","21720"
"Leaver Dept.","2023","Cabinet Office","Outside London","EO","EO","55","[c]","25100","24610"
"Leaver Dept.","2023","Cabinet Office","Outside London","G6/G7","G6","20","[c]","64270","62390"
"Leaver Dept.","2023","Cabinet Office","Outside London","G6/G7","G7","60","[c]","51620","51290"
"Leaver Dept.","2023","Cabinet Office","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","Outside London","SEO/HEO","HEO","175","[c]","32290","32000"
"Leaver Dept.","2023","Cabinet Office","Outside London","SEO/HEO","SEO","50","[c]","39120","38980"
"Leaver Dept.","2023","Cabinet Office","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","Unknown","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","Unknown","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","Unknown","SEO/HEO","HEO","45","[c]","31480","32000"
"Leaver Dept.","2023","Cabinet Office","Unknown","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","Outside London","SEO/HEO","HEO","10","[c]","29200","29260"
"Leaver Dept.","2023","Charity Commission","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","London","SEO/HEO","HEO","10","[c]","35280","34590"
"Leaver Dept.","2023","Competition and Markets Authority","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","London","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","London","EO","EO","40","[c]","27800","27680"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","London","G6/G7","G6","35","[c]","67910","64700"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","London","G6/G7","G7","140","[c]","54340","53600"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","London","SCS level","SCS level","20","[c]","86680","75810"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","HEO","130","[c]","33540","33570"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","SEO","125","[c]","40660","40050"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Outside London","AA/AO","AO","45","[c]","21820","21810"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Outside London","EO","EO","50","[c]","25190","24620"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Outside London","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Outside London","G6/G7","G7","25","[c]","51740","49980"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Outside London","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Outside London","SEO/HEO","HEO","45","[c]","31170","31000"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Outside London","SEO/HEO","SEO","40","[c]","41630","41880"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","London","EO","EO","20","[c]","27330","27780"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","London","G6/G7","G6","20","[c]","63400","62260"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","London","G6/G7","G7","70","[c]","53730","53030"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","London","SCS level","SCS level","15","[c]","87200","79260"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","London","SEO/HEO","HEO","125","[c]","35970","35620"
"Leaver Dept.","2023","Department for Education","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","London","EO","EO","20","[c]","30130","29530"
"Leaver Dept.","2023","Department for Education","London","G6/G7","G6","15","[c]","68940","65990"
"Leaver Dept.","2023","Department for Education","London","G6/G7","G7","45","[c]","56510","55380"
"Leaver Dept.","2023","Department for Education","London","SCS level","SCS level","15","[c]","89590","84500"
"Leaver Dept.","2023","Department for Education","London","SEO/HEO","HEO","45","[c]","35230","34030"
"Leaver Dept.","2023","Department for Education","London","SEO/HEO","SEO","50","[c]","43260","41440"
"Leaver Dept.","2023","Department for Education","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Outside London","EO","EO","40","[c]","26400","25900"
"Leaver Dept.","2023","Department for Education","Outside London","G6/G7","G6","15","[c]","63790","63220"
"Leaver Dept.","2023","Department for Education","Outside London","G6/G7","G7","70","[c]","52830","51640"
"Leaver Dept.","2023","Department for Education","Outside London","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Outside London","SEO/HEO","HEO","85","[c]","31320","30330"
"Leaver Dept.","2023","Department for Education","Outside London","SEO/HEO","SEO","130","[c]","39510","37880"
"Leaver Dept.","2023","Department for Education","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","London","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","London","EO","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","London","G6/G7","G6","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","London","G6/G7","G7","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","London","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","London","SEO/HEO","HEO","100","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","London","SEO/HEO","SEO","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Outside London","AA/AO","AO","65","[c]","21930","22150"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Outside London","EO","EO","55","[c]","25880","25920"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Outside London","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Outside London","G6/G7","G7","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","HEO","80","[c]","30980","30440"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","SEO","80","[c]","37960","37300"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","London","EO","EO","25","[c]","26460","26250"
"Leaver Dept.","2023","Department for International Trade","London","G6/G7","G6","15","[c]","64830","64700"
"Leaver Dept.","2023","Department for International Trade","London","G6/G7","G7","35","[c]","53840","52780"
"Leaver Dept.","2023","Department for International Trade","London","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","London","SEO/HEO","HEO","60","[c]","32850","32120"
"Leaver Dept.","2023","Department for International Trade","London","SEO/HEO","SEO","50","[c]","39770","38940"
"Leaver Dept.","2023","Department for International Trade","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Outside London","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Overseas","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Overseas","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","London","EO","EO","45","[c]","28490","27850"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","London","G6/G7","G6","25","[c]","64660","64480"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","London","G6/G7","G7","70","[c]","55350","54630"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","London","SCS level","SCS level","15","[c]","88300","76060"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","London","SEO/HEO","HEO","105","[c]","33830","33990"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","London","SEO/HEO","SEO","45","[c]","41210","40800"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Outside London","EO","EO","20","[c]","26380","26050"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Outside London","G6/G7","G7","30","[c]","51670","49700"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Outside London","SEO/HEO","HEO","55","[c]","31860","31290"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Outside London","SEO/HEO","SEO","40","[c]","39390","38710"
"Leaver Dept.","2023","Department for Transport","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","London","EO","EO","25","[c]","31590","30920"
"Leaver Dept.","2023","Department for Transport","London","G6/G7","G6","15","[c]","68770","67710"
"Leaver Dept.","2023","Department for Transport","London","G6/G7","G7","40","[c]","55420","55040"
"Leaver Dept.","2023","Department for Transport","London","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","London","SEO/HEO","HEO","65","[c]","35470","35760"
"Leaver Dept.","2023","Department for Transport","London","SEO/HEO","SEO","45","[c]","43040","43360"
"Leaver Dept.","2023","Department for Transport","Outside London","AA/AO","AA","10","[c]","18870","19000"
"Leaver Dept.","2023","Department for Transport","Outside London","AA/AO","AO","105","[c]","22440","22500"
"Leaver Dept.","2023","Department for Transport","Outside London","EO","EO","95","[c]","27050","26960"
"Leaver Dept.","2023","Department for Transport","Outside London","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","Outside London","G6/G7","G7","20","[c]","52510","50540"
"Leaver Dept.","2023","Department for Transport","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","Outside London","SEO/HEO","HEO","105","[c]","32020","31660"
"Leaver Dept.","2023","Department for Transport","Outside London","SEO/HEO","SEO","60","[c]","40800","39820"
"Leaver Dept.","2023","Department for Work and Pensions","London","AA/AO","AO","20","[c]","25220","25610"
"Leaver Dept.","2023","Department for Work and Pensions","London","EO","EO","260","[c]","32050","32520"
"Leaver Dept.","2023","Department for Work and Pensions","London","G6/G7","G6","15","[c]","71800","72550"
"Leaver Dept.","2023","Department for Work and Pensions","London","G6/G7","G7","30","[c]","56840","55150"
"Leaver Dept.","2023","Department for Work and Pensions","London","SCS level","SCS level","10","[c]","99510","85670"
"Leaver Dept.","2023","Department for Work and Pensions","London","SEO/HEO","HEO","80","[c]","37300","39150"
"Leaver Dept.","2023","Department for Work and Pensions","London","SEO/HEO","SEO","25","[c]","43030","43760"
"Leaver Dept.","2023","Department for Work and Pensions","Outside London","AA/AO","AO","555","[c]","21600","21690"
"Leaver Dept.","2023","Department for Work and Pensions","Outside London","EO","EO","1280","[c]","28070","28120"
"Leaver Dept.","2023","Department for Work and Pensions","Outside London","G6/G7","G6","20","[c]","68630","66860"
"Leaver Dept.","2023","Department for Work and Pensions","Outside London","G6/G7","G7","65","[c]","52700","50160"
"Leaver Dept.","2023","Department for Work and Pensions","Outside London","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions","Outside London","SEO/HEO","HEO","225","[c]","33750","34170"
"Leaver Dept.","2023","Department for Work and Pensions","Outside London","SEO/HEO","SEO","120","[c]","38700","38470"
"Leaver Dept.","2023","Department for Work and Pensions","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions","Unknown","EO","EO","25","[c]","28920","28120"
"Leaver Dept.","2023","Department for Work and Pensions","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions","Unknown","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions","Unknown","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","London","EO","EO","50","[c]","27480","27960"
"Leaver Dept.","2023","Department of Health and Social Care","London","G6/G7","G6","40","[c]","67340","66940"
"Leaver Dept.","2023","Department of Health and Social Care","London","G6/G7","G7","90","[c]","54270","53920"
"Leaver Dept.","2023","Department of Health and Social Care","London","SCS level","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","London","SEO/HEO","HEO","110","[c]","33310","33420"
"Leaver Dept.","2023","Department of Health and Social Care","London","SEO/HEO","SEO","85","[c]","40260","40650"
"Leaver Dept.","2023","Department of Health and Social Care","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Outside London","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Outside London","EO","EO","30","[c]","25110","24390"
"Leaver Dept.","2023","Department of Health and Social Care","Outside London","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Outside London","G6/G7","G7","40","[c]","52260","50080"
"Leaver Dept.","2023","Department of Health and Social Care","Outside London","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Outside London","SEO/HEO","HEO","50","[c]","30670","29970"
"Leaver Dept.","2023","Department of Health and Social Care","Outside London","SEO/HEO","SEO","45","[c]","38240","37070"
"Leaver Dept.","2023","Department of Health and Social Care","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Unknown","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Unknown","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Unknown","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Estyn","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Estyn","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","London","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","London","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Outside London","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Outside London","SEO/HEO","HEO","10","[c]","31940","31110"
"Leaver Dept.","2023","Food Standards Agency","Outside London","SEO/HEO","SEO","10","[c]","39200","38670"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","London","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","London","EO","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","London","G6/G7","G6","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","London","G6/G7","G7","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","London","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","London","SEO/HEO","HEO","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","London","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Outside London","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Outside London","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Outside London","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Outside London","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Outside London","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Overseas","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Overseas","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Overseas","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","London","AA/AO","AO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","London","EO","EO","50","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","London","G6/G7","G6","20","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","London","G6/G7","G7","40","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","London","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","London","SEO/HEO","HEO","70","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","London","SEO/HEO","SEO","50","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Outside London","AA/AO","AO","580","[c]","22400","22520"
"Leaver Dept.","2023","HM Revenue and Customs","Outside London","EO","EO","235","[c]","26350","26020"
"Leaver Dept.","2023","HM Revenue and Customs","Outside London","G6/G7","G6","20","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Outside London","G6/G7","G7","55","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Outside London","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Outside London","SEO/HEO","HEO","155","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Outside London","SEO/HEO","SEO","105","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","London","EO","EO","20","[c]","27730","27820"
"Leaver Dept.","2023","HM Treasury","London","G6/G7","G6","30","[c]","65460","65430"
"Leaver Dept.","2023","HM Treasury","London","G6/G7","G7","70","[c]","55020","54090"
"Leaver Dept.","2023","HM Treasury","London","SCS level","SCS level","20","[c]","94660","77660"
"Leaver Dept.","2023","HM Treasury","London","SEO/HEO","HEO","80","[c]","33970","33630"
"Leaver Dept.","2023","HM Treasury","London","SEO/HEO","SEO","35","[c]","38860","38850"
"Leaver Dept.","2023","HM Treasury","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Outside London","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Outside London","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Outside London","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Outside London","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","London","AA/AO","AO","25","[c]","26300","26400"
"Leaver Dept.","2023","Home Office","London","EO","EO","110","[c]","29690","29890"
"Leaver Dept.","2023","Home Office","London","G6/G7","G6","45","[c]","71640","70840"
"Leaver Dept.","2023","Home Office","London","G6/G7","G7","110","[c]","59540","59290"
"Leaver Dept.","2023","Home Office","London","SCS level","SCS level","25","[c]","90540","84160"
"Leaver Dept.","2023","Home Office","London","SEO/HEO","HEO","195","[c]","36060","36180"
"Leaver Dept.","2023","Home Office","London","SEO/HEO","SEO","140","[c]","43340","43210"
"Leaver Dept.","2023","Home Office","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Outside London","AA/AO","AO","130","[c]","22410","22400"
"Leaver Dept.","2023","Home Office","Outside London","EO","EO","230","[c]","26400","26140"
"Leaver Dept.","2023","Home Office","Outside London","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Outside London","G6/G7","G7","25","[c]","55020","54260"
