"Status","Year","Organisation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Department for International Trade","Department for International Trade","Policy","230","230","48730","41870"
"In post","2023","Department for International Trade","Department for International Trade","Project Delivery","110","110","48680","52000"
"In post","2023","Department for International Trade","Department for International Trade","Property","5","5","[c]","[c]"
"In post","2023","Department for International Trade","Department for International Trade","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Department for International Trade","Security","25","25","48280","44450"
"In post","2023","Department for International Trade","Department for International Trade","Social Research","30","30","46780","41730"
"In post","2023","Department for International Trade","Department for International Trade","Statistics","60","60","47920","43870"
"In post","2023","Department for International Trade","Department for International Trade","Unknown","25","25","45650","35010"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Commercial","30","30","43400","40390"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Communications","90","90","48610","43610"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","130","125","54830","54630"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Economics","60","55","49680","54630"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Finance","120","120","51730","52070"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Human Resources","75","75","44290","40030"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","45","45","43060","37270"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Operational Delivery","490","470","40830","37540"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Planning","105","100","47260","44180"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Policy","1740","1700","49640","49700"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Project Delivery","165","160","48930","49700"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Security","5","5","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Social Research","35","35","51790","54630"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Statistics","160","155","46590","44180"
"In post","2023","Department for Transport (excl. agencies)","Department for Transport","Commercial","150","145","50230","43750"
"In post","2023","Department for Transport (excl. agencies)","Department for Transport","Communications","95","95","47800","44110"
"In post","2023","Department for Transport (excl. agencies)","Department for Transport","Corporate Finance","15","15","69820","76420"
"In post","2023","Department for Transport (excl. agencies)","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Department for Transport","Digital, Data and Technology","110","110","47590","44470"
"In post","2023","Department for Transport (excl. agencies)","Department for Transport","Economics","170","165","50880","55740"
"In post","2023","Department for Transport (excl. agencies)","Department for Transport","Finance","165","160","52310","52420"
"In post","2023","Department for Transport (excl. agencies)","Department for Transport","Human Resources","90","85","50230","50340"
"In post","2023","Department for Transport (excl. agencies)","Department for Transport","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Department for Transport","International Trade","50","50","60020","56340"
"In post","2023","Department for Transport (excl. agencies)","Department for Transport","Knowledge and Information Management","20","20","39710","36890"
"In post","2023","Department for Transport (excl. agencies)","Department for Transport","Operational Delivery","195","185","39440","34390"
"In post","2023","Department for Transport (excl. agencies)","Department for Transport","Operational Research","20","20","50190","51540"
"In post","2023","Department for Transport (excl. agencies)","Department for Transport","Other","35","35","53330","55740"
"In post","2023","Department for Transport (excl. agencies)","Department for Transport","Planning","35","30","39040","35760"
"In post","2023","Department for Transport (excl. agencies)","Department for Transport","Policy","1130","1105","51850","55190"
"In post","2023","Department for Transport (excl. agencies)","Department for Transport","Project Delivery","445","440","55180","55740"
"In post","2023","Department for Transport (excl. agencies)","Department for Transport","Property","25","25","52780","52760"
"In post","2023","Department for Transport (excl. agencies)","Department for Transport","Science and Engineering","75","70","53570","55190"
"In post","2023","Department for Transport (excl. agencies)","Department for Transport","Security","120","120","48230","44820"
"In post","2023","Department for Transport (excl. agencies)","Department for Transport","Social Research","50","50","52400","55190"
"In post","2023","Department for Transport (excl. agencies)","Department for Transport","Statistics","75","75","45210","43750"
"In post","2023","Department for Transport (excl. agencies)","Department for Transport","Unknown","730","700","50860","39820"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Commercial","735","685","38590","38470"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Communications","95","85","46890","44360"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Counter Fraud","6235","5625","29240","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Digital, Data and Technology","4150","3990","43580","38470"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Economics","35","35","48430","43760"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Finance","1085","1010","39680","38470"
"In post","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Human Resources","660","615","41280","38470"
