"Status","Year","Ethnicity","Organisation","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","South East (England)","Kent","35","35","30290","31280"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","South East (England)","Surrey, East and West Sussex","110","100","28060","28120"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","South West (England)","Cornwall and Isles of Scilly","50","45","24620","21690"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","South West (England)","Devon","115","95","25580","27360"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","South West (England)","Dorset and Somerset","25","25","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","70","65","26260","28120"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","30","30","32000","28120"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Wales","East Wales","65","60","25190","21690"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Wales","West Wales and The Valleys","200","190","26350","28120"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","25","20","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","West Midlands (England)","Shropshire and Staffordshire","40","35","28150","28120"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","West Midlands (England)","West Midlands","300","275","27600","28120"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","40","35","26840","28120"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","North Yorkshire","10","10","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","South Yorkshire","135","125","33370","28120"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","West Yorkshire","290","270","33100","28120"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","East of England","East Anglia","10","10","[c]","[c]"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","London","Inner London - West","685","670","48230","46000"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","North West (England)","Greater Manchester","10","10","[c]","[c]"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","North West (England)","Merseyside","15","15","[c]","[c]"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","South West (England)","Devon","5","5","[c]","[c]"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","20","20","[c]","[c]"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","West Midlands (England)","West Midlands","10","10","[c]","[c]"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","North Yorkshire","10","10","[c]","[c]"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","West Yorkshire","165","160","40570","38120"
"In post","2023","Unknown","Disclosure Scotland","Scotland","West Central Scotland","115","105","26980","24890"
"In post","2023","Unknown","Driver and Vehicle Licensing Agency","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Driver and Vehicle Licensing Agency","Wales","West Wales and The Valleys","655","590","26760","22500"
"In post","2023","Unknown","Driver and Vehicle Licensing Agency","West Midlands (England)","West Midlands","15","15","[c]","[c]"
"In post","2023","Unknown","Driver and Vehicle Standards Agency","East Midlands (England)","Derbyshire and Nottinghamshire","70","70","32510","27780"
"In post","2023","Unknown","Driver and Vehicle Standards Agency","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","20","20","[c]","[c]"
"In post","2023","Unknown","Driver and Vehicle Standards Agency","East Midlands (England)","Lincolnshire","10","10","[c]","[c]"
"In post","2023","Unknown","Driver and Vehicle Standards Agency","East of England","Bedfordshire and Hertfordshire","20","20","[c]","[c]"
"In post","2023","Unknown","Driver and Vehicle Standards Agency","East of England","East Anglia","30","30","27410","27400"
"In post","2023","Unknown","Driver and Vehicle Standards Agency","East of England","Essex","10","10","[c]","[c]"
"In post","2023","Unknown","Driver and Vehicle Standards Agency","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Driver and Vehicle Standards Agency","London","Outer London - East and North East","25","25","[c]","[c]"
"In post","2023","Unknown","Driver and Vehicle Standards Agency","London","Outer London - South","15","15","[c]","[c]"
"In post","2023","Unknown","Driver and Vehicle Standards Agency","London","Outer London - West and North West","10","10","[c]","[c]"
"In post","2023","Unknown","Driver and Vehicle Standards Agency","North East (England)","Northumberland, and Tyne and Wear","80","80","25500","22500"
"In post","2023","Unknown","Driver and Vehicle Standards Agency","North East (England)","Tees Valley and Durham","15","15","[c]","[c]"
"In post","2023","Unknown","Driver and Vehicle Standards Agency","North West (England)","Cheshire","5","5","[c]","[c]"
"In post","2023","Unknown","Driver and Vehicle Standards Agency","North West (England)","Cumbria","5","5","[c]","[c]"
"In post","2023","Unknown","Driver and Vehicle Standards Agency","North West (England)","Greater Manchester","45","40","26430","26960"
"In post","2023","Unknown","Driver and Vehicle Standards Agency","North West (England)","Lancashire","20","20","[c]","[c]"
"In post","2023","Unknown","Driver and Vehicle Standards Agency","North West (England)","Merseyside","20","20","[c]","[c]"
"In post","2023","Unknown","Driver and Vehicle Standards Agency","Scotland","Eastern Scotland","20","20","[c]","[c]"
"In post","2023","Unknown","Driver and Vehicle Standards Agency","Scotland","Highlands and Islands","5","5","[c]","[c]"
"In post","2023","Unknown","Driver and Vehicle Standards Agency","Scotland","North Eastern Scotland","10","5","[c]","[c]"
"In post","2023","Unknown","Driver and Vehicle Standards Agency","Scotland","Southern Scotland","5","5","[c]","[c]"
"In post","2023","Unknown","Driver and Vehicle Standards Agency","Scotland","West Central Scotland","20","20","[c]","[c]"
"In post","2023","Unknown","Driver and Vehicle Standards Agency","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","30","25","[c]","[c]"
"In post","2023","Unknown","Driver and Vehicle Standards Agency","South East (England)","Hampshire and Isle of Wight","20","20","[c]","[c]"
"In post","2023","Unknown","Driver and Vehicle Standards Agency","South East (England)","Kent","25","25","[c]","[c]"
"In post","2023","Unknown","Driver and Vehicle Standards Agency","South East (England)","Surrey, East and West Sussex","30","30","29250","27420"
"In post","2023","Unknown","Driver and Vehicle Standards Agency","South West (England)","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2023","Unknown","Driver and Vehicle Standards Agency","South West (England)","Devon","10","10","[c]","[c]"
"In post","2023","Unknown","Driver and Vehicle Standards Agency","South West (England)","Dorset and Somerset","15","10","[c]","[c]"
"In post","2023","Unknown","Driver and Vehicle Standards Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","55","50","29190","27400"
"In post","2023","Unknown","Driver and Vehicle Standards Agency","Wales","East Wales","15","15","[c]","[c]"
"In post","2023","Unknown","Driver and Vehicle Standards Agency","Wales","West Wales and The Valleys","120","120","27310","26780"
"In post","2023","Unknown","Driver and Vehicle Standards Agency","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","10","10","[c]","[c]"
"In post","2023","Unknown","Driver and Vehicle Standards Agency","West Midlands (England)","Shropshire and Staffordshire","25","25","[c]","[c]"
"In post","2023","Unknown","Driver and Vehicle Standards Agency","West Midlands (England)","West Midlands","40","40","26970","27260"
"In post","2023","Unknown","Driver and Vehicle Standards Agency","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","15","15","[c]","[c]"
