"Status","Year","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Operational Delivery","30","[c]","39200","33660"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Operational Research","10","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Economics","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Operational Delivery","15","[c]","40430","30920"
"New entrant CS","2023","Office of Rail and Road","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","Policy","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","Unknown","15","[c]","44820","52360"
"New entrant CS","2023","Office of the Secretary of State for Wales","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","Policy","5","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Government","Commercial","10","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Government","Communications","10","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Government","Digital, Data and Technology","20","[c]","39160","34000"
"New entrant CS","2023","Scottish Government","Finance","25","[c]","32850","27730"
"New entrant CS","2023","Scottish Government","Human Resources","35","[c]","34950","28700"
"New entrant CS","2023","Scottish Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Government","Legal","40","[c]","50560","52360"
"New entrant CS","2023","Scottish Government","Operational Delivery","680","[c]","25490","24710"
"New entrant CS","2023","Scottish Government","Other","70","[c]","27430","22920"
"New entrant CS","2023","Scottish Government","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Government","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Government","Property","5","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Government","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Government","Unknown","3140","[c]","32010","29100"
"New entrant CS","2023","The National Archives","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2023","The National Archives","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The National Archives","Digital, Data and Technology","25","[c]","41100","36370"
"New entrant CS","2023","The National Archives","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The National Archives","Knowledge and Information Management","20","[c]","27410","25500"
"New entrant CS","2023","The National Archives","Operational Delivery","35","[c]","27140","23460"
"New entrant CS","2023","The National Archives","Other","10","[c]","33550","31500"
"New entrant CS","2023","The National Archives","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","Digital, Data and Technology","15","[c]","57530","52230"
"New entrant CS","2023","UK Export Finance","Finance","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","Knowledge and Information Management","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","Legal","10","[c]","54820","46730"
"New entrant CS","2023","UK Export Finance","Operational Delivery","50","[c]","47810","42000"
"New entrant CS","2023","UK Export Finance","Policy","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","Communications","15","[c]","38310","31060"
"New entrant CS","2023","UK Statistics Authority","Digital, Data and Technology","195","[c]","35970","34060"
"New entrant CS","2023","UK Statistics Authority","Economics","70","[c]","26280","24840"
"New entrant CS","2023","UK Statistics Authority","Finance","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","Human Resources","45","[c]","32520","31060"
"New entrant CS","2023","UK Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","Operational Delivery","555","[c]","24710","21200"
"New entrant CS","2023","UK Statistics Authority","Operational Research","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","Policy","20","[c]","30970","27950"
"New entrant CS","2023","UK Statistics Authority","Project Delivery","40","[c]","40160","37690"
"New entrant CS","2023","UK Statistics Authority","Security","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","Social Research","70","[c]","33300","31560"
"New entrant CS","2023","UK Statistics Authority","Statistics","60","[c]","36440","31560"
"New entrant CS","2023","UK Supreme Court","Communications","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Supreme Court","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Supreme Court","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Supreme Court","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Supreme Court","Legal","10","[c]","37230","37230"
"New entrant CS","2023","UK Supreme Court","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","Economics","10","[c]","48350","29000"
"New entrant CS","2023","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","Policy","15","[c]","49920","45000"
"New entrant CS","2023","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","Science and Engineering","5","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government","Communications","10","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government","Economics","5","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government","Finance","5","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government","Human Resources","60","[c]","22360","22150"
"New entrant CS","2023","Welsh Government","Inspector of Education and Training","30","[c]","36970","36590"
"New entrant CS","2023","Welsh Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government","Legal","20","[c]","52840","53440"
"New entrant CS","2023","Welsh Government","Medicine","10","[c]","48440","37080"
"New entrant CS","2023","Welsh Government","Operational Delivery","55","[c]","28350","22150"
"New entrant CS","2023","Welsh Government","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government","Policy","45","[c]","38560","32460"
"New entrant CS","2023","Welsh Government","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government","Social Research","20","[c]","31980","32460"
"New entrant CS","2023","Welsh Government","Statistics","10","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government","Unknown","20","[c]","39150","41700"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-07-26, with GIT d545f65.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
