"Status","Year","Disability","Ethnicity","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Declared non-disabled","Undeclared","Social Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","Social Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","Statistics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","Tax","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","Tax","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","Unknown","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","Veterinarian","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Corporate Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Digital, Data and Technology","Outside London","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Economics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Economics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Finance","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Finance","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Geography","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Inspector of Education and Training","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","International Trade","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","International Trade","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Legal","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Legal","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Legal","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Medicine","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Medicine","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Medicine","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Operational Delivery","London","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Operational Delivery","Outside London","210","[c]","23980","22490"
"New entrant CS","2023","Declared non-disabled","Unknown","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Operational Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Other","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Planning","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Planning","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Policy","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Policy","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Project Delivery","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Property","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Psychology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Psychology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Science and Engineering","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Science and Engineering","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Security","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Social Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Social Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Statistics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Tax","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Tax","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Unknown","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Veterinarian","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Commercial","London","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Commercial","Outside London","185","[c]","43880","34790"
"New entrant CS","2023","Declared non-disabled","White","Communications","London","60","[c]","40010","37340"
"New entrant CS","2023","Declared non-disabled","White","Communications","Outside London","130","[c]","37250","34000"
"New entrant CS","2023","Declared non-disabled","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Corporate Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Counter Fraud","London","35","[c]","32630","32260"
"New entrant CS","2023","Declared non-disabled","White","Counter Fraud","Outside London","240","[c]","26810","25610"
"New entrant CS","2023","Declared non-disabled","White","Digital, Data and Technology","London","140","[c]","48470","43650"
"New entrant CS","2023","Declared non-disabled","White","Digital, Data and Technology","Outside London","795","[c]","40560","37690"
"New entrant CS","2023","Declared non-disabled","White","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Economics","London","80","[c]","36670","34480"
"New entrant CS","2023","Declared non-disabled","White","Economics","Outside London","65","[c]","31510","29280"
"New entrant CS","2023","Declared non-disabled","White","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Finance","London","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Finance","Outside London","210","[c]","34350","30930"
"New entrant CS","2023","Declared non-disabled","White","Finance","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Geography","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Human Resources","London","35","[c]","43620","35410"
"New entrant CS","2023","Declared non-disabled","White","Human Resources","Outside London","345","[c]","33660","30610"
"New entrant CS","2023","Declared non-disabled","White","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Inspector of Education and Training","London","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Inspector of Education and Training","Outside London","215","[c]","60850","52750"
"New entrant CS","2023","Declared non-disabled","White","Intelligence Analysis","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Intelligence Analysis","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Internal Audit","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","International Trade","London","50","[c]","41980","39860"
"New entrant CS","2023","Declared non-disabled","White","International Trade","Outside London","145","[c]","41760","41780"
"New entrant CS","2023","Declared non-disabled","White","Knowledge and Information Management","London","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Knowledge and Information Management","Outside London","50","[c]","31720","28120"
"New entrant CS","2023","Declared non-disabled","White","Legal","London","155","[c]","47720","52020"
"New entrant CS","2023","Declared non-disabled","White","Legal","Outside London","225","[c]","44410","49050"
"New entrant CS","2023","Declared non-disabled","White","Legal","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Medicine","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Medicine","Outside London","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Medicine","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Operational Delivery","London","490","[c]","32550","29660"
"New entrant CS","2023","Declared non-disabled","White","Operational Delivery","Outside London","9740","[c]","25370","23640"
"New entrant CS","2023","Declared non-disabled","White","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Operational Delivery","Unknown","35","[c]","28930","28880"
"New entrant CS","2023","Declared non-disabled","White","Operational Research","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Operational Research","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Other","London","60","[c]","41390","34980"
"New entrant CS","2023","Declared non-disabled","White","Other","Outside London","370","[c]","27530","21690"
"New entrant CS","2023","Declared non-disabled","White","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Planning","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Planning","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Planning Inspectors","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Planning Inspectors","Outside London","60","[c]","46520","43740"
"New entrant CS","2023","Declared non-disabled","White","Policy","London","430","[c]","39390","35400"
"New entrant CS","2023","Declared non-disabled","White","Policy","Outside London","380","[c]","37580","33200"
"New entrant CS","2023","Declared non-disabled","White","Policy","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Project Delivery","London","80","[c]","47260","37260"
"New entrant CS","2023","Declared non-disabled","White","Project Delivery","Outside London","290","[c]","39850","37420"
"New entrant CS","2023","Declared non-disabled","White","Property","London","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Property","Outside London","200","[c]","34050","29080"
"New entrant CS","2023","Declared non-disabled","White","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Psychology","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Psychology","Outside London","80","[c]","29430","28480"
"New entrant CS","2023","Declared non-disabled","White","Science and Engineering","London","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Science and Engineering","Outside London","350","[c]","35750","32800"
"New entrant CS","2023","Declared non-disabled","White","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Security","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Security","Outside London","95","[c]","32280","30200"
"New entrant CS","2023","Declared non-disabled","White","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Social Research","London","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Social Research","Outside London","70","[c]","35340","31560"
"New entrant CS","2023","Declared non-disabled","White","Statistics","London","45","[c]","33060","32760"
"New entrant CS","2023","Declared non-disabled","White","Statistics","Outside London","85","[c]","32840","31560"
"New entrant CS","2023","Declared non-disabled","White","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Tax","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Tax","Outside London","100","[c]","33730","34400"
"New entrant CS","2023","Declared non-disabled","White","Unknown","London","125","[c]","39900","35240"
"New entrant CS","2023","Declared non-disabled","White","Unknown","Outside London","1130","[c]","33180","29100"
"New entrant CS","2023","Declared non-disabled","White","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Veterinarian","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Veterinarian","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Corporate Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Economics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Economics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Finance","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Geography","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","International Trade","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","International Trade","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Legal","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Legal","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Legal","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Medicine","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Medicine","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Medicine","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Operational Delivery","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Operational Delivery","Outside London","40","[c]","23670","22520"
"New entrant CS","2023","Undeclared","Asian","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Operational Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Planning","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Planning","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Policy","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Policy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Policy","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Property","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Psychology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Psychology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Science and Engineering","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Security","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Social Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Social Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Statistics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Tax","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Tax","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Unknown","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Veterinarian","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Black","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Black","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Black","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Black","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
