"Status","Year","Ethnicity","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Mixed","Department for Digital, Culture, Media and Sport (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Digital, Culture, Media and Sport (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Digital, Culture, Media and Sport (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Digital, Culture, Media and Sport (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Digital, Culture, Media and Sport (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Digital, Culture, Media and Sport (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Digital, Culture, Media and Sport (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Digital, Culture, Media and Sport (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Digital, Culture, Media and Sport (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Digital, Culture, Media and Sport (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Digital, Culture, Media and Sport (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Digital, Culture, Media and Sport (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Digital, Culture, Media and Sport (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Education (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Education (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Education (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Education (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Education (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Education (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Education (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Education (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Education (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Education (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Education (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Education (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Education (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Education (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","25","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for International Trade","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for International Trade","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for International Trade","International Trade","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for International Trade","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for International Trade","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for International Trade","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for International Trade","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Transport (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Transport (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Transport (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Transport (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Transport (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Transport (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Transport (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Transport (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Transport (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Transport (excl. agencies)","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Transport (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Transport (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Transport (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Transport (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Transport (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Transport (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Transport (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Work and Pensions (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Work and Pensions (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Work and Pensions (excl. agencies)","Counter Fraud","15","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Work and Pensions (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Work and Pensions (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Work and Pensions (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Work and Pensions (excl. agencies)","Operational Delivery","40","[c]","24300","21690"
"New entrant CS","2023","Mixed","Department for Work and Pensions (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Work and Pensions (excl. agencies)","Other","15","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Work and Pensions (excl. agencies)","Policy","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Work and Pensions (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Work and Pensions (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Work and Pensions (excl. agencies)","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Work and Pensions (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Work and Pensions (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Work and Pensions (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department of Health and Social Care (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department of Health and Social Care (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department of Health and Social Care (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department of Health and Social Care (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department of Health and Social Care (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department of Health and Social Care (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department of Health and Social Care (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department of Health and Social Care (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department of Health and Social Care (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department of Health and Social Care (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department of Health and Social Care (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department of Health and Social Care (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department of Health and Social Care (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department of Health and Social Care (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department of Health and Social Care (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Driver and Vehicle Licensing Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Driver and Vehicle Licensing Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Driver and Vehicle Licensing Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Driver and Vehicle Licensing Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Driver and Vehicle Licensing Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Driver and Vehicle Licensing Agency","Operational Delivery","15","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Driver and Vehicle Licensing Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Driver and Vehicle Licensing Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Driver and Vehicle Licensing Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Driver and Vehicle Licensing Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Driver and Vehicle Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Driver and Vehicle Standards Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Driver and Vehicle Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Driver and Vehicle Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Driver and Vehicle Standards Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Driver and Vehicle Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Driver and Vehicle Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Driver and Vehicle Standards Agency","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Driver and Vehicle Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Driver and Vehicle Standards Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Driver and Vehicle Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Driver and Vehicle Standards Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Education and Skills Funding Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Education and Skills Funding Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Education and Skills Funding Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Education and Skills Funding Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Education and Skills Funding Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Estyn","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Estyn","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Estyn","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Estyn","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Estyn","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Estyn","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Food Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Food Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Food Standards Agency","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Food Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Food Standards Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Food Standards Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Food Standards Agency","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Food Standards Agency","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Government Actuary's Department","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Government Actuary's Department","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Government Actuary's Department","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Government Commercial Organisation","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Government Commercial Organisation","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Government Internal Audit Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Government Internal Audit Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Government Internal Audit Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Government Internal Audit Agency","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Government Internal Audit Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Government Internal Audit Agency","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Government Legal Department","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Government Legal Department","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Government Legal Department","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Government Legal Department","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Government Legal Department","Legal","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Government Legal Department","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Government Legal Department","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Government Legal Department","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Government Legal Department","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Government Legal Department","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Government Property Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Government Property Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Government Property Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Government Property Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Government Property Agency","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Government Property Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Courts and Tribunals Service","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Courts and Tribunals Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Courts and Tribunals Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Courts and Tribunals Service","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Courts and Tribunals Service","Operational Delivery","30","[c]","23680","21780"
"New entrant CS","2023","Mixed","HM Courts and Tribunals Service","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Courts and Tribunals Service","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Courts and Tribunals Service","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Land Registry","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Land Registry","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Land Registry","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Land Registry","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Prison and Probation Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Prison and Probation Service","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Prison and Probation Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Prison and Probation Service","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Prison and Probation Service","Operational Delivery","295","[c]","26380","24070"
"New entrant CS","2023","Mixed","HM Prison and Probation Service","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Prison and Probation Service","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Prison and Probation Service","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Revenue and Customs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Revenue and Customs (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Revenue and Customs (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Revenue and Customs (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Revenue and Customs (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Revenue and Customs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Revenue and Customs (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Revenue and Customs (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Revenue and Customs (excl. agencies)","Operational Delivery","45","[c]","24180","22520"
"New entrant CS","2023","Mixed","HM Revenue and Customs (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Revenue and Customs (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Revenue and Customs (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Revenue and Customs (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Revenue and Customs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Revenue and Customs (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Revenue and Customs (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Revenue and Customs (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Revenue and Customs (excl. agencies)","Tax","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Revenue and Customs (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Treasury (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Treasury (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Treasury (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Treasury (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Treasury (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Treasury (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
