"Status","Year","Age","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","40-49","Companies House","Department for Business, Energy and Industrial Strategy","315","295","35360","31850"
"In post","2023","40-49","Competition and Markets Authority","Competition and Markets Authority","225","215","76220","76720"
"In post","2023","40-49","Criminal Injuries Compensation Authority","Ministry of Justice","85","75","29970","25830"
"In post","2023","40-49","Crown Commercial Service","Cabinet Office","185","180","44870","40620"
"In post","2023","40-49","Crown Office and Procurator Fiscal Service","Scottish Government","465","440","46260","37940"
"In post","2023","40-49","Crown Prosecution Service","Attorney General's Departments","1940","1795","45100","49050"
"In post","2023","40-49","Defence Electronics and Components Agency","Ministry of Defence","75","75","30620","28710"
"In post","2023","40-49","Defence Equipment and Support","Ministry of Defence","2245","2165","43200","41430"
"In post","2023","40-49","Defence Science and Technology Laboratory","Ministry of Defence","1130","1080","47700","49260"
"In post","2023","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","1150","1105","57570","55480"
"In post","2023","40-49","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","265","255","58960","57920"
"In post","2023","40-49","Department for Education (excl. agencies)","Department for Education","1860","1760","49980","51360"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","1635","1555","47400","49400"
"In post","2023","40-49","Department for International Trade","Department for International Trade","585","575","55520","55370"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","720","685","53630","54630"
"In post","2023","40-49","Department for Transport (excl. agencies)","Department for Transport","835","805","57260","56240"
"In post","2023","40-49","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","19450","17590","30240","28120"
"In post","2023","40-49","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","760","715","55090","54660"
"In post","2023","40-49","Disclosure Scotland","Scottish Government","95","90","35060","31940"
"In post","2023","40-49","Driver and Vehicle Licensing Agency","Department for Transport","1620","1480","29200","22500"
"In post","2023","40-49","Driver and Vehicle Standards Agency","Department for Transport","1125","1085","31200","28270"
"In post","2023","40-49","Education Scotland","Scottish Government","110","110","60540","65280"
"In post","2023","40-49","Education and Skills Funding Agency","Department for Education","235","225","46460","42170"
"In post","2023","40-49","Estyn","Estyn","35","35","58290","63900"
"In post","2023","40-49","FCDO Services","Foreign, Commonwealth and Development Office","240","235","44060","40750"
"In post","2023","40-49","Food Standards Agency","Food Standards Agency","415","405","42920","38670"
"In post","2023","40-49","Food Standards Scotland","Scottish Government","70","70","40620","38330"
"In post","2023","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","1950","1895","56150","57350"
"In post","2023","40-49","Forestry and Land Scotland","Scottish Government","265","260","36220","33260"
"In post","2023","40-49","Government Actuary's Department","Chancellor's other departments","55","45","83490","84840"
"In post","2023","40-49","Government Commercial Organisation","Cabinet Office","510","505","75520","69150"
"In post","2023","40-49","Government Internal Audit Agency","HM Treasury","130","125","51610","49590"
"In post","2023","40-49","Government Legal Department","Attorney General's Departments","775","695","61460","65650"
"In post","2023","40-49","Government Property Agency","Cabinet Office","115","115","53480","53220"
"In post","2023","40-49","HM Courts and Tribunals Service","Ministry of Justice","3505","3130","29060","25480"
"In post","2023","40-49","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","10","5","[c]","[c]"
"In post","2023","40-49","HM Land Registry","HM Land Registry","1280","1195","35220","34120"
"In post","2023","40-49","HM Prison and Probation Service","Ministry of Justice","13750","13075","34500","32920"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","15095","14240","37370","34700"
"In post","2023","40-49","HM Treasury (excl. agencies)","HM Treasury","255","245","59490","60170"
"In post","2023","40-49","Health and Safety Executive","Department for Work and Pensions","665","635","47240","45300"
"In post","2023","40-49","Home Office","Home Office","10585","9980","35370","30140"
"In post","2023","40-49","Institute for Apprenticeships and Technical Education","Department for Education","90","90","52570","51460"
"In post","2023","40-49","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","485","450","45830","43220"
"In post","2023","40-49","Legal Aid Agency","Ministry of Justice","315","300","32120","27170"
"In post","2023","40-49","Maritime and Coastguard Agency","Department for Transport","310","295","38110","32950"
"In post","2023","40-49","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","315","300","54100","54460"
"In post","2023","40-49","Met Office","Department for Business, Energy and Industrial Strategy","605","570","43130","41200"
"In post","2023","40-49","Ministry of Defence (excl. agencies)","Ministry of Defence","7625","7370","37730","34300"
"In post","2023","40-49","Ministry of Justice (excl. agencies)","Ministry of Justice","1805","1755","47250","43650"
"In post","2023","40-49","National Crime Agency","National Crime Agency","1345","1290","44920","42440"
"In post","2023","40-49","National Infrastructure Commission","HM Treasury","10","10","70150","70010"
"In post","2023","40-49","National Records of Scotland","Scottish Government","105","100","42310","38330"
"In post","2023","40-49","National Savings and Investments","Chancellor's other departments","70","70","55750","51600"
"In post","2023","40-49","Northern Ireland Office","Northern Ireland Office","40","35","51770","51770"
"In post","2023","40-49","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","635","615","55360","52750"
"In post","2023","40-49","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","365","355","52540","48170"
"In post","2023","40-49","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","125","120","51620","48060"
"In post","2023","40-49","Office of Rail and Road","Office of Rail and Road","125","120","59820","59230"
"In post","2023","40-49","Office of the Public Guardian","Ministry of Justice","315","285","25100","21780"
"In post","2023","40-49","Office of the Scottish Charity Regulator","Scottish Government","15","15","38310","34120"
"In post","2023","40-49","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","20","20","62490","65280"
"In post","2023","40-49","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","10","10","[c]","[c]"
"In post","2023","40-49","Planning Inspectorate","Department for Levelling Up, Housing and Communities","275","265","46970","48660"
"In post","2023","40-49","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","10","10","[c]","[c]"
"In post","2023","40-49","Registers of Scotland","Scottish Government","310","305","37820","32510"
"In post","2023","40-49","Revenue Scotland","Scottish Government","25","25","43720","38330"
"In post","2023","40-49","Royal Fleet Auxiliary","Ministry of Defence","320","320","45890","41630"
"In post","2023","40-49","Rural Payments Agency","Department for Environment, Food and Rural Affairs","860","780","27490","25920"
"In post","2023","40-49","Scottish Courts and Tribunals Service","Scottish Government","405","375","32890","31970"
"In post","2023","40-49","Scottish Fiscal Commission","Scottish Government","10","5","[c]","[c]"
"In post","2023","40-49","Scottish Forestry","Scottish Government","65","65","38970","38530"
"In post","2023","40-49","Scottish Government (excl. agencies)","Scottish Government","2400","2285","52830","49860"
"In post","2023","40-49","Scottish Housing Regulator","Scottish Government","15","15","58290","65280"
"In post","2023","40-49","Scottish Prison Service","Scottish Government","780","760","36060","37060"
"In post","2023","40-49","Scottish Public Pensions Agency","Scottish Government","80","75","34690","29450"
"In post","2023","40-49","Serious Fraud Office","Attorney General's Departments","105","105","51410","54230"
"In post","2023","40-49","Social Security Scotland","Scottish Government","980","940","33660","29450"
"In post","2023","40-49","Standards and Testing Agency","Department for Education","40","35","43700","38390"
"In post","2023","40-49","Student Awards Agency for Scotland","Scottish Government","60","60","39800","36940"
"In post","2023","40-49","Submarine Delivery Agency","Ministry of Defence","425","415","47550","43400"
