"Status","Year","Age","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","60-64","Ministry of Justice (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Ministry of Justice (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Ministry of Justice (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Northern Ireland Office","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Planning Inspectorate","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Royal Fleet Auxiliary","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Rural Payments Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Teaching Regulation Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","The Insolvency Service","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","The Insolvency Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","UK Health Security Agency","Operational Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","UK Health Security Agency","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","UK Hydrographic Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","UK Statistics Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Valuation Office Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Crown Office and Procurator Fiscal Service","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Crown Prosecution Service","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Department for Education (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Department for Work and Pensions (excl. agencies)","Operational Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Department for Work and Pensions (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Driver and Vehicle Licensing Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Government Commercial Organisation","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","HM Courts and Tribunals Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","HM Prison and Probation Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","HM Revenue and Customs (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Home Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Institute for Apprenticeships and Technical Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Ministry of Defence (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Rural Payments Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","UK Statistics Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Advisory, Conciliation and Arbitration Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Animal and Plant Health Agency","Operational Delivery","15","[c]","23790","22290"
"New entrant CS","2023","16-19","Animal and Plant Health Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Animal and Plant Health Agency","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Attorney General's Office","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Building Digital UK","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Cabinet Office (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Crown Office and Procurator Fiscal Service","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Crown Prosecution Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Crown Prosecution Service","Operational Delivery","45","[c]","20900","20980"
"New entrant CS","2023","16-19","Defence Equipment and Support","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Defence Equipment and Support","Finance","15","[c]","19460","19460"
"New entrant CS","2023","16-19","Defence Equipment and Support","Operational Delivery","15","[c]","19060","18280"
"New entrant CS","2023","16-19","Defence Equipment and Support","Other","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Defence Equipment and Support","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Defence Equipment and Support","Science and Engineering","30","[c]","18520","18280"
"New entrant CS","2023","16-19","Defence Science and Technology Laboratory","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Defence Science and Technology Laboratory","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Defence Science and Technology Laboratory","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Defence Science and Technology Laboratory","Science and Engineering","20","[c]","22160","23340"
"New entrant CS","2023","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Digital, Culture, Media and Sport (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Digital, Culture, Media and Sport (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Education (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Education (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Education (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for International Trade","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for International Trade","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for International Trade","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for International Trade","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Levelling Up, Housing and Communities (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Transport (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Work and Pensions (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Work and Pensions (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Work and Pensions (excl. agencies)","Operational Delivery","30","[c]","22250","21690"
"New entrant CS","2023","16-19","Department for Work and Pensions (excl. agencies)","Other","10","[c]","21650","21690"
"New entrant CS","2023","16-19","Department for Work and Pensions (excl. agencies)","Policy","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Work and Pensions (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Work and Pensions (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Driver and Vehicle Licensing Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Driver and Vehicle Licensing Agency","Operational Delivery","60","[c]","20900","22500"
"New entrant CS","2023","16-19","Driver and Vehicle Standards Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Driver and Vehicle Standards Agency","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Government Legal Department","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","HM Courts and Tribunals Service","Operational Delivery","25","[c]","21890","21780"
"New entrant CS","2023","16-19","HM Land Registry","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","HM Land Registry","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","HM Prison and Probation Service","Operational Delivery","300","[c]","26010","26630"
"New entrant CS","2023","16-19","HM Prison and Probation Service","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","HM Revenue and Customs (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","HM Revenue and Customs (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","HM Revenue and Customs (excl. agencies)","Finance","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","HM Revenue and Customs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","HM Revenue and Customs (excl. agencies)","Operational Delivery","85","[c]","22750","22520"
"New entrant CS","2023","16-19","HM Revenue and Customs (excl. agencies)","Operational Research","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","HM Revenue and Customs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","HM Revenue and Customs (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","HM Revenue and Customs (excl. agencies)","Unknown","20","[c]","23120","22520"
"New entrant CS","2023","16-19","HM Treasury (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","HM Treasury (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","HM Treasury (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","HM Treasury (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Health and Safety Executive","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Home Office","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Home Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Home Office","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Home Office","Operational Delivery","125","[c]","23580","22400"
"New entrant CS","2023","16-19","Home Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Home Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Home Office","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Intellectual Property Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal Aid Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Maritime and Coastguard Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Medicines and Healthcare Products Regulatory Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Medicines and Healthcare Products Regulatory Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Met Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Met Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Met Office","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Defence (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Defence (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Defence (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Defence (excl. agencies)","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Defence (excl. agencies)","Operational Delivery","10","[c]","22080","22220"
"New entrant CS","2023","16-19","Ministry of Defence (excl. agencies)","Other","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Defence (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Defence (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Defence (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Defence (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Defence (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Justice (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Justice (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Office for Standards in Education, Children's Services and Skills","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Office for Standards in Education, Children's Services and Skills","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Office for Standards in Education, Children's Services and Skills","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Office of Gas and Electricity Markets","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Office of Rail and Road","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Office of the Public Guardian","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Planning Inspectorate","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Royal Fleet Auxiliary","Other","25","[c]","17050","16410"
"New entrant CS","2023","16-19","Rural Payments Agency","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Scottish Courts and Tribunals Service","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Scottish Government (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Scottish Prison Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Scottish Prison Service","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Scottish Prison Service","Other","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Scottish Public Pensions Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Serious Fraud Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Social Security Scotland","Unknown","10","[c]","22180","22180"
"New entrant CS","2023","16-19","Student Awards Agency for Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Submarine Delivery Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Submarine Delivery Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Submarine Delivery Agency","Science and Engineering","10","[c]","18280","18280"
"New entrant CS","2023","16-19","The Insolvency Service","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","The National Archives","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Transport Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","UK Health Security Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","UK Health Security Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","UK Statistics Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","UK Statistics Authority","Economics","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","UK Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","UK Statistics Authority","Operational Delivery","10","[c]","22080","21200"
"New entrant CS","2023","16-19","UK Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","UK Statistics Authority","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Valuation Office Agency","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Valuation Office Agency","Property","10","[c]","23560","22520"
"New entrant CS","2023","16-19","Vehicle Certification Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Welsh Government (excl. agencies)","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Welsh Government (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Accountant in Bankruptcy","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Active Travel England","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Active Travel England","Science and Engineering","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Advisory, Conciliation and Arbitration Service","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Advisory, Conciliation and Arbitration Service","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Animal and Plant Health Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Animal and Plant Health Agency","Operational Delivery","150","[c]","24660","22150"
"New entrant CS","2023","20-29","Animal and Plant Health Agency","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Animal and Plant Health Agency","Science and Engineering","40","[c]","27360","25340"
"New entrant CS","2023","20-29","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Animal and Plant Health Agency","Veterinarian","10","[c]","31940","30320"
"New entrant CS","2023","20-29","Attorney General's Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Attorney General's Office","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Attorney General's Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Attorney General's Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Attorney General's Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Building Digital UK","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Building Digital UK","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Building Digital UK","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Building Digital UK","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Building Digital UK","Project Delivery","10","[c]","29210","29560"
"New entrant CS","2023","20-29","Cabinet Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Cabinet Office (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Cabinet Office (excl. agencies)","Digital, Data and Technology","30","[c]","43900","38460"
"New entrant CS","2023","20-29","Cabinet Office (excl. agencies)","Economics","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Cabinet Office (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Cabinet Office (excl. agencies)","Human Resources","15","[c]","30140","28000"
"New entrant CS","2023","20-29","Cabinet Office (excl. agencies)","Knowledge and Information Management","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Cabinet Office (excl. agencies)","Policy","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Cabinet Office (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Cabinet Office (excl. agencies)","Security","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Cabinet Office (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Cabinet Office (excl. agencies)","Unknown","195","[c]","26390","24610"
"New entrant CS","2023","20-29","Central Civil Service Fast Stream","Commercial","30","[c]","28840","28840"
"New entrant CS","2023","20-29","Central Civil Service Fast Stream","Digital, Data and Technology","35","[c]","28840","28840"
"New entrant CS","2023","20-29","Central Civil Service Fast Stream","Finance","25","[c]","28840","28840"
"New entrant CS","2023","20-29","Central Civil Service Fast Stream","Project Delivery","90","[c]","28900","28840"
"New entrant CS","2023","20-29","Central Civil Service Fast Stream","Property","15","[c]","28780","28840"
"New entrant CS","2023","20-29","Central Civil Service Fast Stream","Science and Engineering","30","[c]","28840","28840"
"New entrant CS","2023","20-29","Central Civil Service Fast Stream","Statistics","30","[c]","28810","28840"
"New entrant CS","2023","20-29","Central Civil Service Fast Stream","Unknown","210","[c]","28870","28840"
"New entrant CS","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","20","[c]","25780","25920"
"New entrant CS","2023","20-29","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Charity Commission","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Charity Commission","Operational Delivery","15","[c]","26650","25300"
"New entrant CS","2023","20-29","Charity Commission","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Charity Commission","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Companies House","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Companies House","Counter Fraud","15","[c]","21950","21380"
"New entrant CS","2023","20-29","Companies House","Digital, Data and Technology","20","[c]","34250","35430"
"New entrant CS","2023","20-29","Companies House","Finance","10","[c]","25240","21380"
"New entrant CS","2023","20-29","Companies House","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Companies House","Operational Delivery","40","[c]","21970","21380"
"New entrant CS","2023","20-29","Companies House","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Companies House","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Companies House","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Companies House","Statistics","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Competition and Markets Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Competition and Markets Authority","Digital, Data and Technology","10","[c]","41400","38520"
"New entrant CS","2023","20-29","Competition and Markets Authority","Economics","20","[c]","33650","34110"
"New entrant CS","2023","20-29","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Competition and Markets Authority","Legal","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Competition and Markets Authority","Project Delivery","45","[c]","31790","27550"
