"Status","Year","Age","Function_of_post","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","40-49","Analysis","Cabinet Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Chancellor's other departments","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Department for Digital, Culture, Media and Sport","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Department for Education","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Department for Education","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Department for Education","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Department for Education","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Department for Environment, Food and Rural Affairs","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Department for International Trade","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Department for Levelling Up, Housing and Communities","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Department for Transport","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","HM Revenue and Customs","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","HM Revenue and Customs","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","HM Treasury","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Home Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Ministry of Defence","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Ministry of Defence","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Ministry of Justice","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Ministry of Justice","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Ministry of Justice","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Office for Standards in Education, Children's Services and Skills","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","UK Statistics Authority","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","UK Statistics Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","UK Statistics Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Commercial","Attorney General's Departments","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Commercial","Attorney General's Departments","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Commercial","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Commercial","Cabinet Office","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Commercial","Cabinet Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Commercial","Cabinet Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Commercial","Chancellor's other departments","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Commercial","Department for Education","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Commercial","Department for Education","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Commercial","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Commercial","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Commercial","Department for Environment, Food and Rural Affairs","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Commercial","Department for International Trade","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Commercial","Department for Levelling Up, Housing and Communities","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Commercial","Department for Transport","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Commercial","Department for Transport","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Commercial","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Commercial","Department of Health and Social Care","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Commercial","HM Revenue and Customs","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Commercial","HM Treasury","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Commercial","Home Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Commercial","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Commercial","Ministry of Defence","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Commercial","Ministry of Defence","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Commercial","Ministry of Defence","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Commercial","Ministry of Justice","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Commercial","Ministry of Justice","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Commercial","Ministry of Justice","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Commercial","Office for Standards in Education, Children's Services and Skills","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Commercial","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Communications","Cabinet Office","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Communications","Cabinet Office","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Communications","Cabinet Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Communications","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Communications","Cabinet Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Communications","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Communications","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Communications","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Communications","Department for Education","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Communications","Department for Education","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Communications","Department for Environment, Food and Rural Affairs","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Communications","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Communications","Department for Environment, Food and Rural Affairs","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Communications","Department for Levelling Up, Housing and Communities","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Communications","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Communications","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Communications","Department for Work and Pensions","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Communications","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Communications","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Communications","HM Revenue and Customs","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Communications","HM Revenue and Customs","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Communications","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Communications","Home Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Communications","Home Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Communications","Ministry of Defence","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Communications","Ministry of Defence","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Communications","Ministry of Justice","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Communications","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Communications","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Communications","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Counter Fraud","Attorney General's Departments","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Counter Fraud","Attorney General's Departments","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Counter Fraud","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Counter Fraud","Cabinet Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Counter Fraud","Cabinet Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Counter Fraud","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Counter Fraud","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Counter Fraud","Department for Work and Pensions","AO","10","[c]","22840","21690"
"Leaver Dept.","2023","40-49","Counter Fraud","Department for Work and Pensions","EO","15","[c]","29370","28120"
"Leaver Dept.","2023","40-49","Counter Fraud","Department for Work and Pensions","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Counter Fraud","Department for Work and Pensions","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Counter Fraud","Department for Work and Pensions","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Counter Fraud","HM Revenue and Customs","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Counter Fraud","HM Revenue and Customs","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Counter Fraud","HM Revenue and Customs","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Counter Fraud","HM Revenue and Customs","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Counter Fraud","HM Revenue and Customs","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Counter Fraud","HM Revenue and Customs","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Debt","Department for Work and Pensions","AO","15","[c]","21600","21690"
"Leaver Dept.","2023","40-49","Debt","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Debt","Department for Work and Pensions","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Debt","HM Revenue and Customs","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Debt","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Debt","HM Revenue and Customs","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Attorney General's Departments","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Cabinet Office","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Cabinet Office","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Cabinet Office","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Cabinet Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","SEO","10","[c]","43730","42990"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Department for Education","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Department for Education","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Department for Education","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Department for Education","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Department for International Trade","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Department for Transport","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Department for Work and Pensions","AO","[c]","[c]","[c]","[c]"
