"Status","Year","Organisation","Region_ITL1","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Ministry of Justice (excl. agencies)","East of England","East Anglia","Breckland and South Norfolk","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","East of England","East Anglia","Cambridgeshire CC","15","15","43630","41510"
"In post","2023","Ministry of Justice (excl. agencies)","East of England","East Anglia","North and West Norfolk","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","East of England","East Anglia","Norwich and East Norfolk","15","15","46370","41510"
"In post","2023","Ministry of Justice (excl. agencies)","East of England","East Anglia","Peterborough","15","15","43330","38670"
"In post","2023","Ministry of Justice (excl. agencies)","East of England","East Anglia","Suffolk CC","35","30","38440","37680"
"In post","2023","Ministry of Justice (excl. agencies)","East of England","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","East of England","Essex","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","East of England","Essex","Heart of Essex","10","10","41000","31320"
"In post","2023","Ministry of Justice (excl. agencies)","London","Inner London - East","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","London","Inner London - East","Haringey and Islington","20","20","35710","35410"
"In post","2023","Ministry of Justice (excl. agencies)","London","Inner London - East","Lambeth","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","London","Inner London - East","Lewisham and Southwark","10","10","41600","40270"
"In post","2023","Ministry of Justice (excl. agencies)","London","Inner London - East","Tower Hamlets","1210","1185","47420","43650"
"In post","2023","Ministry of Justice (excl. agencies)","London","Inner London - West","Camden and City of London","70","65","40760","35410"
"In post","2023","Ministry of Justice (excl. agencies)","London","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","London","Inner London - West","Wandsworth","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","London","Inner London - West","Westminster","2645","2580","47610","43650"
"In post","2023","Ministry of Justice (excl. agencies)","London","Outer London - East and North East","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","London","Outer London - East and North East","Bexley and Greenwich","15","15","38770","35410"
"In post","2023","Ministry of Justice (excl. agencies)","London","Outer London - East and North East","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","London","Outer London - South","Croydon","85","80","50010","44470"
"In post","2023","Ministry of Justice (excl. agencies)","London","Outer London - South","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","London","Outer London - West and North West","Harrow and Hillingdon","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","London","Outer London - West and North West","Hounslow and Richmond upon Thames","15","15","39870","43650"
"In post","2023","Ministry of Justice (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","Northumberland","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","Sunderland","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","Tyneside","100","100","40080","37680"
"In post","2023","Ministry of Justice (excl. agencies)","North East (England)","Tees Valley and Durham","Darlington","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","North East (England)","Tees Valley and Durham","Durham","50","45","38320","34450"
"In post","2023","Ministry of Justice (excl. agencies)","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","20","20","38190","36060"
"In post","2023","Ministry of Justice (excl. agencies)","North East (England)","Tees Valley and Durham","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","North West (England)","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","North West (England)","Cheshire","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","North West (England)","Cheshire","Warrington","20","20","39850","34450"
"In post","2023","Ministry of Justice (excl. agencies)","North West (England)","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","North West (England)","Cumbria","West Cumbria","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","North West (England)","Greater Manchester","Greater Manchester North East","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","North West (England)","Greater Manchester","Greater Manchester North West","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","North West (England)","Greater Manchester","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","North West (England)","Greater Manchester","Greater Manchester South West","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","North West (England)","Greater Manchester","Manchester","155","150","38040","34450"
"In post","2023","Ministry of Justice (excl. agencies)","North West (England)","Lancashire","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","North West (England)","Lancashire","Blackpool","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","North West (England)","Lancashire","Chorley and West Lancashire","30","30","37570","37680"
"In post","2023","Ministry of Justice (excl. agencies)","North West (England)","Lancashire","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","North West (England)","Lancashire","Lancaster and Wyre","10","10","38910","41510"
"In post","2023","Ministry of Justice (excl. agencies)","North West (England)","Lancashire","Mid Lancashire","30","30","40690","40160"
"In post","2023","Ministry of Justice (excl. agencies)","North West (England)","Merseyside","East Merseyside","10","10","37440","31270"
"In post","2023","Ministry of Justice (excl. agencies)","North West (England)","Merseyside","Liverpool","100","100","39530","37680"
"In post","2023","Ministry of Justice (excl. agencies)","North West (England)","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","North West (England)","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Scotland","Eastern Scotland","City of Edinburgh","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Scotland","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Scotland","North Eastern Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Scotland","West Central Scotland","Glasgow City","80","75","41340","38160"
"In post","2023","Ministry of Justice (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","15","15","38410","37680"
"In post","2023","Ministry of Justice (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","15","15","37500","31880"
"In post","2023","Ministry of Justice (excl. agencies)","South East (England)","Hampshire and Isle of Wight","Central Hampshire","10","10","46820","41510"
"In post","2023","Ministry of Justice (excl. agencies)","South East (England)","Hampshire and Isle of Wight","Isle of Wight","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","South East (England)","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","South East (England)","Hampshire and Isle of Wight","Portsmouth","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","South East (England)","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","South East (England)","Hampshire and Isle of Wight","Southampton","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","South East (England)","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","South East (England)","Kent","Kent Thames Gateway","35","35","36680","33430"
"In post","2023","Ministry of Justice (excl. agencies)","South East (England)","Kent","Medway","25","25","38760","33430"
"In post","2023","Ministry of Justice (excl. agencies)","South East (England)","Kent","Mid Kent","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","South East (England)","Surrey, East and West Sussex","Brighton and Hove","25","25","44170","37980"
"In post","2023","Ministry of Justice (excl. agencies)","South East (England)","Surrey, East and West Sussex","East Surrey","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","South East (England)","Surrey, East and West Sussex","East Sussex CC","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","South East (England)","Surrey, East and West Sussex","West Surrey","15","15","39830","37310"
"In post","2023","Ministry of Justice (excl. agencies)","South East (England)","Surrey, East and West Sussex","West Sussex (South West)","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","South West (England)","Devon","Devon CC","35","35","41050","41510"
"In post","2023","Ministry of Justice (excl. agencies)","South West (England)","Devon","Plymouth","10","10","44480","46640"
"In post","2023","Ministry of Justice (excl. agencies)","South West (England)","Dorset and Somerset","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","South West (England)","Dorset and Somerset","Dorset","25","25","37670","35300"
"In post","2023","Ministry of Justice (excl. agencies)","South West (England)","Dorset and Somerset","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","25","25","43780","37680"
"In post","2023","Ministry of Justice (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","40","35","41560","37680"
"In post","2023","Ministry of Justice (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","10","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Unknown","Unknown","Unknown","15","15","35810","37680"
"In post","2023","Ministry of Justice (excl. agencies)","Wales","East Wales","Cardiff and Vale of Glamorgan","110","105","41620","37680"
"In post","2023","Ministry of Justice (excl. agencies)","Wales","East Wales","Flintshire and Wrexham","10","10","40160","38290"
