"Status","Year","Disability","Function_of_post","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Declared non-disabled","Commercial","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Department for Business, Energy and Industrial Strategy","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Department for Environment, Food and Rural Affairs","SEO/HEO","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Department for International Trade","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Department for Transport","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Home Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Ministry of Defence","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Ministry of Defence","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Ministry of Defence","SEO/HEO","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Ministry of Defence","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Ministry of Justice","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","UK Export Finance","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","UK Export Finance","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","UK Export Finance","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Attorney General's Departments","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Cabinet Office","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Charity Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Charity Commission","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Department for Business, Energy and Industrial Strategy","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Department for Environment, Food and Rural Affairs","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Department for Work and Pensions","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Estyn","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","HM Revenue and Customs","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","HM Treasury","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
