"Status","Year","Ethnicity","Organisation","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Driver and Vehicle Standards Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Standards Agency","Outside London","AA/AO","35","35","25630","23700"
"In post","2023","Asian","Driver and Vehicle Standards Agency","Outside London","EO","50","50","28240","27330"
"In post","2023","Asian","Driver and Vehicle Standards Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Standards Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Standards Agency","Outside London","SEO/HEO","30","30","35140","33220"
"In post","2023","Asian","Education Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education Scotland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","London","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","Outside London","G6/G7","15","15","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","Outside London","SEO/HEO","55","50","35700","37590"
"In post","2023","Asian","Estyn","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","FCDO Services","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","FCDO Services","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","FCDO Services","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","FCDO Services","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","FCDO Services","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","FCDO Services","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","FCDO Services","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Asian","FCDO Services","Outside London","EO","10","10","[c]","[c]"
"In post","2023","Asian","FCDO Services","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Asian","FCDO Services","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","FCDO Services","Outside London","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Asian","FCDO Services","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","FCDO Services","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","FCDO Services","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","FCDO Services","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","London","G6/G7","10","10","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","London","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Outside London","SEO/HEO","25","20","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Scotland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","London","AA/AO","20","20","[c]","[c]"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","London","EO","60","55","32960","31910"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","London","G6/G7","75","75","61210","58670"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","London","SCS level","20","20","[c]","[c]"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","London","SEO/HEO","140","140","39390","38580"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","EO","5","5","[c]","[c]"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","G6/G7","55","55","60230","59290"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","SCS level","5","5","[c]","[c]"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","SEO/HEO","40","40","34940","34220"
"In post","2023","Asian","Forestry and Land Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Forestry and Land Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Forestry and Land Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Forestry and Land Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Forestry and Land Scotland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Actuary's Department","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Actuary's Department","London","EO","10","10","[c]","[c]"
"In post","2023","Asian","Government Actuary's Department","London","G6/G7","10","10","[c]","[c]"
"In post","2023","Asian","Government Actuary's Department","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Actuary's Department","London","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Asian","Government Actuary's Department","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Actuary's Department","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Actuary's Department","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Commercial Organisation","London","G6/G7","40","40","66670","66270"
"In post","2023","Asian","Government Commercial Organisation","London","SCS level","5","5","[c]","[c]"
"In post","2023","Asian","Government Commercial Organisation","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Commercial Organisation","Outside London","G6/G7","20","20","[c]","[c]"
"In post","2023","Asian","Government Commercial Organisation","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Commercial Organisation","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Commercial Organisation","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Commercial Organisation","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Internal Audit Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Internal Audit Agency","London","EO","5","5","[c]","[c]"
"In post","2023","Asian","Government Internal Audit Agency","London","G6/G7","10","10","[c]","[c]"
"In post","2023","Asian","Government Internal Audit Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Internal Audit Agency","London","SEO/HEO","35","35","41870","42840"
"In post","2023","Asian","Government Internal Audit Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Internal Audit Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Internal Audit Agency","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Asian","Government Internal Audit Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Internal Audit Agency","Outside London","SEO/HEO","20","15","[c]","[c]"
"In post","2023","Asian","Government Internal Audit Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Internal Audit Agency","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Internal Audit Agency","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Internal Audit Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Legal Department","London","AA/AO","10","10","[c]","[c]"
"In post","2023","Asian","Government Legal Department","London","EO","65","65","28110","27760"
"In post","2023","Asian","Government Legal Department","London","G6/G7","200","185","59210","53990"
"In post","2023","Asian","Government Legal Department","London","SCS level","10","5","[c]","[c]"
"In post","2023","Asian","Government Legal Department","London","SEO/HEO","30","30","38410","38860"
"In post","2023","Asian","Government Legal Department","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Legal Department","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Asian","Government Legal Department","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Legal Department","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Asian","Government Property Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Property Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Property Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Property Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Property Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Property Agency","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Asian","Government Property Agency","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Asian","Government Property Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Property Agency","Outside London","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Asian","HM Courts and Tribunals Service","London","AA/AO","360","320","25100","25480"
"In post","2023","Asian","HM Courts and Tribunals Service","London","EO","140","135","29740","29660"
"In post","2023","Asian","HM Courts and Tribunals Service","London","G6/G7","35","35","59240","56020"
"In post","2023","Asian","HM Courts and Tribunals Service","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Courts and Tribunals Service","London","SEO/HEO","165","155","40200","43650"
"In post","2023","Asian","HM Courts and Tribunals Service","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Courts and Tribunals Service","Outside London","AA/AO","670","575","21690","21780"
"In post","2023","Asian","HM Courts and Tribunals Service","Outside London","EO","130","130","25940","25830"
"In post","2023","Asian","HM Courts and Tribunals Service","Outside London","G6/G7","15","15","[c]","[c]"
"In post","2023","Asian","HM Courts and Tribunals Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
