"Status","Year","Age","Disability","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","60-64","Declared disabled","Inspector of Education and Training","East of England","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Inspector of Education and Training","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Inspector of Education and Training","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Inspector of Education and Training","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Inspector of Education and Training","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Inspector of Education and Training","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Inspector of Education and Training","Wales","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Inspector of Education and Training","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Inspector of Education and Training","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Intelligence Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Intelligence Analysis","East of England","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Intelligence Analysis","London","10","5","[c]","[c]"
"In post","2023","60-64","Declared disabled","Intelligence Analysis","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Intelligence Analysis","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Intelligence Analysis","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Intelligence Analysis","South East (England)","5","5","[c]","[c]"
"In post","2023","60-64","Declared disabled","Intelligence Analysis","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Intelligence Analysis","Wales","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Intelligence Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Intelligence Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","International Trade","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","International Trade","East of England","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","International Trade","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","International Trade","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","International Trade","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","International Trade","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","International Trade","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","International Trade","Wales","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","International Trade","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Knowledge and Information Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Knowledge and Information Management","East of England","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Knowledge and Information Management","London","20","15","[c]","[c]"
"In post","2023","60-64","Declared disabled","Knowledge and Information Management","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Knowledge and Information Management","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Knowledge and Information Management","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Knowledge and Information Management","South East (England)","5","5","[c]","[c]"
"In post","2023","60-64","Declared disabled","Knowledge and Information Management","South West (England)","5","5","[c]","[c]"
"In post","2023","60-64","Declared disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Knowledge and Information Management","Wales","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Knowledge and Information Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Knowledge and Information Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Legal","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","60-64","Declared disabled","Legal","East of England","5","5","[c]","[c]"
"In post","2023","60-64","Declared disabled","Legal","London","35","30","63370","64570"
"In post","2023","60-64","Declared disabled","Legal","North East (England)","5","5","[c]","[c]"
"In post","2023","60-64","Declared disabled","Legal","North West (England)","10","5","[c]","[c]"
"In post","2023","60-64","Declared disabled","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Legal","Scotland","5","5","[c]","[c]"
"In post","2023","60-64","Declared disabled","Legal","South East (England)","10","10","[c]","[c]"
"In post","2023","60-64","Declared disabled","Legal","South West (England)","10","10","[c]","[c]"
"In post","2023","60-64","Declared disabled","Legal","Wales","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Legal","West Midlands (England)","10","5","[c]","[c]"
"In post","2023","60-64","Declared disabled","Legal","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","60-64","Declared disabled","Medicine","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Medicine","East of England","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Medicine","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Medicine","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Medicine","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Medicine","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Medicine","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Medicine","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Medicine","Wales","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Medicine","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Medicine","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Operational Delivery","East Midlands (England)","310","260","26750","27190"
"In post","2023","60-64","Declared disabled","Operational Delivery","East of England","290","235","29440","28120"
"In post","2023","60-64","Declared disabled","Operational Delivery","London","580","515","33460","31250"
"In post","2023","60-64","Declared disabled","Operational Delivery","North East (England)","480","360","26220","23830"
"In post","2023","60-64","Declared disabled","Operational Delivery","North West (England)","790","615","26550","24270"
"In post","2023","60-64","Declared disabled","Operational Delivery","Northern Ireland","20","15","[c]","[c]"
"In post","2023","60-64","Declared disabled","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Operational Delivery","Scotland","410","305","26930","26650"
"In post","2023","60-64","Declared disabled","Operational Delivery","South East (England)","450","370","28940","27830"
"In post","2023","60-64","Declared disabled","Operational Delivery","South West (England)","345","280","28280","28120"
"In post","2023","60-64","Declared disabled","Operational Delivery","Unknown","10","10","[c]","[c]"
"In post","2023","60-64","Declared disabled","Operational Delivery","Wales","370","285","26550","23390"
"In post","2023","60-64","Declared disabled","Operational Delivery","West Midlands (England)","455","365","28250","28120"
"In post","2023","60-64","Declared disabled","Operational Delivery","Yorkshire and The Humber","400","310","27990","28120"
"In post","2023","60-64","Declared disabled","Operational Research","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Operational Research","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Operational Research","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Operational Research","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Operational Research","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Operational Research","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Operational Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Operational Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Other","East Midlands (England)","15","10","[c]","[c]"
"In post","2023","60-64","Declared disabled","Other","East of England","20","15","[c]","[c]"
"In post","2023","60-64","Declared disabled","Other","London","20","20","[c]","[c]"
"In post","2023","60-64","Declared disabled","Other","North East (England)","20","15","[c]","[c]"
"In post","2023","60-64","Declared disabled","Other","North West (England)","25","20","[c]","[c]"
"In post","2023","60-64","Declared disabled","Other","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Other","Scotland","15","15","[c]","[c]"
"In post","2023","60-64","Declared disabled","Other","South East (England)","20","15","[c]","[c]"
"In post","2023","60-64","Declared disabled","Other","South West (England)","35","30","34800","28120"
"In post","2023","60-64","Declared disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Other","Wales","10","10","[c]","[c]"
"In post","2023","60-64","Declared disabled","Other","West Midlands (England)","30","25","24490","21690"
"In post","2023","60-64","Declared disabled","Other","Yorkshire and The Humber","25","15","[c]","[c]"
"In post","2023","60-64","Declared disabled","Planning","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Planning","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Planning","Wales","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Planning Inspectors","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Planning Inspectors","East of England","[c]","[c]","[c]","[c]"
