"Status","Year","Age","Profession_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","30-39","Legal","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Legal","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Legal","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Legal","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Legal","G7","Heterosexual / straight","150","[c]","53100","52360"
"New entrant CS","2023","30-39","Legal","G7","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Legal","G7","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Legal","G7","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Legal","HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Legal","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Legal","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Legal","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Legal","SEO","Heterosexual / straight","70","[c]","39100","38760"
"New entrant CS","2023","30-39","Legal","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Legal","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Legal","SEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Medicine","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Medicine","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Medicine","AO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Medicine","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Medicine","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Medicine","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Medicine","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Medicine","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Medicine","G6","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Medicine","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Medicine","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Medicine","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Medicine","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Medicine","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Medicine","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Medicine","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Medicine","HEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Medicine","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Medicine","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Medicine","SCS level","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Medicine","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Medicine","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Medicine","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Operational Delivery","AA","Heterosexual / straight","235","[c]","22770","23230"
"New entrant CS","2023","30-39","Operational Delivery","AA","LGBO","30","[c]","22450","23230"
"New entrant CS","2023","30-39","Operational Delivery","AA","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Operational Delivery","AA","Unknown","215","[c]","22500","23230"
"New entrant CS","2023","30-39","Operational Delivery","AO","Heterosexual / straight","2020","[c]","25270","22520"
"New entrant CS","2023","30-39","Operational Delivery","AO","LGBO","230","[c]","24610","22520"
"New entrant CS","2023","30-39","Operational Delivery","AO","Undeclared","100","[c]","24460","22520"
"New entrant CS","2023","30-39","Operational Delivery","AO","Unknown","1870","[c]","24350","22520"
"New entrant CS","2023","30-39","Operational Delivery","EO","Heterosexual / straight","555","[c]","27870","27650"
"New entrant CS","2023","30-39","Operational Delivery","EO","LGBO","80","[c]","27830","27650"
"New entrant CS","2023","30-39","Operational Delivery","EO","Undeclared","40","[c]","28150","26880"
"New entrant CS","2023","30-39","Operational Delivery","EO","Unknown","815","[c]","27020","25830"
"New entrant CS","2023","30-39","Operational Delivery","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Operational Delivery","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Operational Delivery","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Operational Delivery","G6","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Operational Delivery","G7","Heterosexual / straight","45","[c]","53410","53400"
"New entrant CS","2023","30-39","Operational Delivery","G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Operational Delivery","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Operational Delivery","G7","Unknown","30","[c]","53190","53190"
"New entrant CS","2023","30-39","Operational Delivery","HEO","Heterosexual / straight","190","[c]","33550","32980"
"New entrant CS","2023","30-39","Operational Delivery","HEO","LGBO","35","[c]","33270","33200"
"New entrant CS","2023","30-39","Operational Delivery","HEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Operational Delivery","HEO","Unknown","105","[c]","33410","32980"
"New entrant CS","2023","30-39","Operational Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Operational Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Operational Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Operational Delivery","SEO","Heterosexual / straight","100","[c]","41900","40000"
"New entrant CS","2023","30-39","Operational Delivery","SEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Operational Delivery","SEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Operational Delivery","SEO","Unknown","60","[c]","40430","39500"
"New entrant CS","2023","30-39","Operational Delivery","Unknown","Heterosexual / straight","555","[c]","23420","23640"
"New entrant CS","2023","30-39","Operational Delivery","Unknown","LGBO","75","[c]","23630","23640"
"New entrant CS","2023","30-39","Operational Delivery","Unknown","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Operational Delivery","Unknown","Unknown","225","[c]","22850","23640"
"New entrant CS","2023","30-39","Operational Research","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Operational Research","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Operational Research","AO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Operational Research","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Operational Research","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Operational Research","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Operational Research","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Operational Research","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Operational Research","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Operational Research","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Operational Research","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Operational Research","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Operational Research","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Operational Research","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Operational Research","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Operational Research","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Operational Research","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Other","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Other","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Other","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Other","AA","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Other","AO","Heterosexual / straight","95","[c]","21650","21690"
"New entrant CS","2023","30-39","Other","AO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Other","AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Other","AO","Unknown","50","[c]","22520","21690"
"New entrant CS","2023","30-39","Other","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Other","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Other","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Other","EO","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Other","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Other","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Other","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Other","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Other","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Other","G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Other","HEO","Heterosexual / straight","30","[c]","32240","31570"
"New entrant CS","2023","30-39","Other","HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Other","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Other","HEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Other","SEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Other","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Other","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Other","SEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Other","Unknown","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Planning","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Planning","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Planning","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Planning","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Planning","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Planning","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Planning","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Planning","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Planning","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Planning","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Planning Inspectors","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Planning Inspectors","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Planning Inspectors","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Planning Inspectors","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Planning Inspectors","G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Policy","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Policy","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Policy","AA","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Policy","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Policy","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Policy","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Policy","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Policy","EO","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Policy","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Policy","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Policy","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Policy","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Policy","G6","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Policy","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Policy","G6","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Policy","G7","Heterosexual / straight","65","[c]","54250","54330"
"New entrant CS","2023","30-39","Policy","G7","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Policy","G7","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Policy","G7","Unknown","30","[c]","54260","54580"
"New entrant CS","2023","30-39","Policy","HEO","Heterosexual / straight","100","[c]","33280","32800"
"New entrant CS","2023","30-39","Policy","HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Policy","HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Policy","HEO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Policy","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Policy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Policy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Policy","SEO","Heterosexual / straight","90","[c]","40590","40260"
"New entrant CS","2023","30-39","Policy","SEO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Policy","SEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Policy","SEO","Unknown","40","[c]","41250","41040"
"New entrant CS","2023","30-39","Project Delivery","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Project Delivery","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Project Delivery","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Project Delivery","EO","Heterosexual / straight","35","[c]","26690","26750"
"New entrant CS","2023","30-39","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Project Delivery","EO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Project Delivery","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Project Delivery","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Project Delivery","G6","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Project Delivery","G7","Heterosexual / straight","45","[c]","52670","52600"
"New entrant CS","2023","30-39","Project Delivery","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Project Delivery","G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Project Delivery","G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Project Delivery","HEO","Heterosexual / straight","60","[c]","33330","33910"
"New entrant CS","2023","30-39","Project Delivery","HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Project Delivery","HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Project Delivery","HEO","Unknown","35","[c]","33790","33990"
"New entrant CS","2023","30-39","Project Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Project Delivery","SEO","Heterosexual / straight","50","[c]","40610","40640"
"New entrant CS","2023","30-39","Project Delivery","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Project Delivery","SEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Project Delivery","SEO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Project Delivery","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Project Delivery","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Property","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Property","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Property","AA","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Property","AO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Property","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Property","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Property","AO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Property","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Property","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Property","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Property","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Property","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Property","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Property","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Property","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Property","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Property","HEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Property","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Property","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Property","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Property","SEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Psychology","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Psychology","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Psychology","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Psychology","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Psychology","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Psychology","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Psychology","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Psychology","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Psychology","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Psychology","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Psychology","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Psychology","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Psychology","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Psychology","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Psychology","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Psychology","SEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Science and Engineering","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Science and Engineering","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Science and Engineering","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Science and Engineering","AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Science and Engineering","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Science and Engineering","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Science and Engineering","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Science and Engineering","EO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Science and Engineering","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Science and Engineering","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Science and Engineering","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Science and Engineering","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Science and Engineering","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Science and Engineering","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Science and Engineering","G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Science and Engineering","HEO","Heterosexual / straight","65","[c]","32530","33000"
"New entrant CS","2023","30-39","Science and Engineering","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Science and Engineering","HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Science and Engineering","HEO","Unknown","35","[c]","32410","32500"
"New entrant CS","2023","30-39","Science and Engineering","SEO","Heterosexual / straight","50","[c]","42500","41190"
"New entrant CS","2023","30-39","Science and Engineering","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Science and Engineering","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Science and Engineering","SEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Science and Engineering","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Science and Engineering","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Security","AA","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Security","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Security","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Security","AA","Unknown","40","[c]","25720","27500"
"New entrant CS","2023","30-39","Security","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Security","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Security","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Security","AO","Unknown","55","[c]","30930","28560"
"New entrant CS","2023","30-39","Security","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Security","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Security","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Security","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Security","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Security","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Security","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Security","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Security","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Security","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Security","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Security","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Social Research","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Social Research","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Social Research","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Social Research","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Social Research","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Social Research","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Social Research","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Social Research","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Social Research","SEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Statistics","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Statistics","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Statistics","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Statistics","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Statistics","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Statistics","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Statistics","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Statistics","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Statistics","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Statistics","HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Statistics","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Statistics","HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Statistics","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
