"Status","Year","Organisation","Parent_department","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","National Savings and Investments","Chancellor's other departments","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Chancellor's other departments","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Chancellor's other departments","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Chancellor's other departments","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Chancellor's other departments","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Chancellor's other departments","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Chancellor's other departments","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Chancellor's other departments","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Chancellor's other departments","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Chancellor's other departments","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Northern Ireland Office","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Northern Ireland Office","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Northern Ireland Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Northern Ireland Office","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Northern Ireland Office","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Northern Ireland Office","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Northern Ireland Office","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Northern Ireland Office","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Northern Ireland Office","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Northern Ireland Office","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Northern Ireland Office","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Northern Ireland Office","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Northern Ireland Office","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Northern Ireland Office","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Budget Responsibility","HM Treasury","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Budget Responsibility","HM Treasury","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Budget Responsibility","HM Treasury","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Budget Responsibility","HM Treasury","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Budget Responsibility","HM Treasury","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Budget Responsibility","HM Treasury","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Budget Responsibility","HM Treasury","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","AO","Heterosexual / straight","45","[c]","22410","22260"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","AO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","EO","Heterosexual / straight","35","[c]","27890","27140"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G7","Heterosexual / straight","125","[c]","75170","77470"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G7","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","HEO","Heterosexual / straight","35","[c]","33880","33130"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SEO","Heterosexual / straight","145","[c]","48830","47750"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","Heterosexual / straight","130","[c]","26310","25750"
"New entrant CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6","Heterosexual / straight","35","[c]","72880","71470"
"New entrant CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G7","Heterosexual / straight","70","[c]","54020","53000"
"New entrant CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G7","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G7","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","HEO","Heterosexual / straight","60","[c]","35890","34890"
"New entrant CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO","Heterosexual / straight","55","[c]","40750","40000"
"New entrant CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G7","Undeclared","[c]","[c]","[c]","[c]"
