"Status","Year","Age","Ethnicity","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Unknown","Project Delivery","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Property","Unknown","30","30","[c]","[c]"
"In post","2023","16-19","Unknown","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Security","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Unknown","60","60","21080","22180"
"In post","2023","16-19","White","Analysis","Heterosexual / straight","30","30","25540","24840"
"In post","2023","16-19","White","Analysis","LGBO","5","5","[c]","[c]"
"In post","2023","16-19","White","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Counter Fraud","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","White","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Debt","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","16-19","White","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Digital, Data & Technology","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","16-19","White","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Finance","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","16-19","White","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Grants Management","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","White","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Human Resources","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","White","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Legal","Heterosexual / straight","35","35","21470","20980"
"In post","2023","16-19","White","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","No function","Heterosexual / straight","370","360","23750","23230"
"In post","2023","16-19","White","No function","LGBO","45","45","24770","23230"
"In post","2023","16-19","White","No function","Undeclared","25","25","[c]","[c]"
"In post","2023","16-19","White","No function","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","White","Project Delivery","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","16-19","White","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Property","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","16-19","White","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Unknown","Heterosexual / straight","35","35","22670","22460"
"In post","2023","16-19","White","Unknown","LGBO","10","10","[c]","[c]"
"In post","2023","16-19","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Analysis","Heterosexual / straight","280","280","37110","35010"
"In post","2023","20-29","Asian","Analysis","LGBO","15","15","[c]","[c]"
"In post","2023","20-29","Asian","Analysis","Undeclared","15","15","[c]","[c]"
"In post","2023","20-29","Asian","Analysis","Unknown","25","25","[c]","[c]"
"In post","2023","20-29","Asian","Commercial","Heterosexual / straight","60","60","35470","34400"
"In post","2023","20-29","Asian","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Commercial","Undeclared","5","5","[c]","[c]"
"In post","2023","20-29","Asian","Commercial","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","Asian","Communications","Heterosexual / straight","45","45","32100","29600"
"In post","2023","20-29","Asian","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Counter Fraud","Heterosexual / straight","240","240","30240","28130"
"In post","2023","20-29","Asian","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Counter Fraud","Unknown","25","25","[c]","[c]"
"In post","2023","20-29","Asian","Debt","Heterosexual / straight","315","305","23090","22520"
"In post","2023","20-29","Asian","Debt","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Asian","Debt","Undeclared","5","5","[c]","[c]"
"In post","2023","20-29","Asian","Debt","Unknown","30","30","24410","22520"
"In post","2023","20-29","Asian","Digital, Data & Technology","Heterosexual / straight","290","290","34990","33400"
"In post","2023","20-29","Asian","Digital, Data & Technology","LGBO","15","15","[c]","[c]"
"In post","2023","20-29","Asian","Digital, Data & Technology","Undeclared","15","15","[c]","[c]"
"In post","2023","20-29","Asian","Digital, Data & Technology","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","Asian","Finance","Heterosexual / straight","185","185","34290","32120"
"In post","2023","20-29","Asian","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Finance","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Asian","Finance","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Asian","Grants Management","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","20-29","Asian","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Human Resources","Heterosexual / straight","135","130","31860","29280"
"In post","2023","20-29","Asian","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Human Resources","Undeclared","5","5","[c]","[c]"
"In post","2023","20-29","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Internal Audit","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","20-29","Asian","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Legal","Heterosexual / straight","245","245","30170","27760"
"In post","2023","20-29","Asian","Legal","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Asian","Legal","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Asian","Legal","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Asian","No function","Heterosexual / straight","3970","3875","29950","28120"
"In post","2023","20-29","Asian","No function","LGBO","130","125","34250","32060"
"In post","2023","20-29","Asian","No function","Undeclared","125","120","31410","28770"
"In post","2023","20-29","Asian","No function","Unknown","155","150","30540","28120"
"In post","2023","20-29","Asian","Project Delivery","Heterosexual / straight","210","210","36200","34400"
"In post","2023","20-29","Asian","Project Delivery","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Asian","Project Delivery","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Asian","Project Delivery","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","Asian","Property","Heterosexual / straight","60","60","30110","29660"
"In post","2023","20-29","Asian","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Property","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Asian","Security","Heterosexual / straight","35","35","31950","30700"
"In post","2023","20-29","Asian","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Unknown","Heterosexual / straight","155","155","31990","32490"
"In post","2023","20-29","Asian","Unknown","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Asian","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2023","20-29","Asian","Unknown","Unknown","80","80","29800","30130"
"In post","2023","20-29","Black","Analysis","Heterosexual / straight","65","65","34330","34610"
"In post","2023","20-29","Black","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Analysis","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Black","Commercial","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","20-29","Black","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Communications","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","20-29","Black","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Counter Fraud","Heterosexual / straight","75","75","31730","32520"
"In post","2023","20-29","Black","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Debt","Heterosexual / straight","35","30","23950","22520"
"In post","2023","20-29","Black","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Digital, Data & Technology","Heterosexual / straight","100","100","35970","34290"
"In post","2023","20-29","Black","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Digital, Data & Technology","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Black","Finance","Heterosexual / straight","35","35","33710","32440"
"In post","2023","20-29","Black","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Human Resources","Heterosexual / straight","45","45","32960","32520"
"In post","2023","20-29","Black","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Human Resources","Undeclared","5","5","[c]","[c]"
"In post","2023","20-29","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Legal","Heterosexual / straight","110","110","30670","27760"
"In post","2023","20-29","Black","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","No function","Heterosexual / straight","1315","1295","31170","30720"
"In post","2023","20-29","Black","No function","LGBO","65","65","32330","30440"
"In post","2023","20-29","Black","No function","Undeclared","55","55","30910","32390"
"In post","2023","20-29","Black","No function","Unknown","30","30","[c]","[c]"
"In post","2023","20-29","Black","Project Delivery","Heterosexual / straight","75","70","36820","34400"
"In post","2023","20-29","Black","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Project Delivery","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Black","Property","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","20-29","Black","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Security","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","20-29","Black","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Unknown","Heterosexual / straight","40","40","32770","32520"
"In post","2023","20-29","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Unknown","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","Mixed","Analysis","Heterosexual / straight","100","100","38660","37680"
"In post","2023","20-29","Mixed","Analysis","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Mixed","Analysis","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Mixed","Analysis","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Mixed","Commercial","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","20-29","Mixed","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Commercial","Unknown","10","10","[c]","[c]"
