"Status","Year","Organisation","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Queen Elizabeth II Centre","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Communications","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Digital, Data and Technology","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Digital, Data and Technology","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Digital, Data and Technology","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Digital, Data and Technology","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Human Resources","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Human Resources","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Human Resources","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Human Resources","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Human Resources","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Operational Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Operational Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Operational Delivery","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Operational Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Operational Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Operational Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Operational Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Operational Delivery","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Operational Delivery","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Commercial","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Commercial","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Commercial","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Commercial","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Commercial","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Registers of Scotland","Commercial","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Communications","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Communications","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Communications","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Registers of Scotland","Communications","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","Registers of Scotland","Digital, Data and Technology","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","Registers of Scotland","Digital, Data and Technology","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","Registers of Scotland","Digital, Data and Technology","EO","Female","10","10","[c]","[c]"
"In post","2023","Registers of Scotland","Digital, Data and Technology","EO","Male","20","20","[c]","[c]"
"In post","2023","Registers of Scotland","Digital, Data and Technology","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Digital, Data and Technology","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Registers of Scotland","Digital, Data and Technology","SEO/HEO","Female","30","30","[c]","[c]"
"In post","2023","Registers of Scotland","Digital, Data and Technology","SEO/HEO","Male","35","35","43810","42350"
"In post","2023","Registers of Scotland","Finance","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","Registers of Scotland","Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Finance","EO","Female","5","5","[c]","[c]"
"In post","2023","Registers of Scotland","Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Finance","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Registers of Scotland","Finance","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","Registers of Scotland","Human Resources","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Human Resources","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Human Resources","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Human Resources","EO","Male","5","5","[c]","[c]"
"In post","2023","Registers of Scotland","Human Resources","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Human Resources","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Human Resources","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2023","Registers of Scotland","Human Resources","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Registers of Scotland","Internal Audit","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Internal Audit","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Internal Audit","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Internal Audit","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Legal","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Legal","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Legal","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Legal","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Legal","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Legal","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Legal","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Legal","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Operational Delivery","AA/AO","Female","160","145","26110","26410"
"In post","2023","Registers of Scotland","Operational Delivery","AA/AO","Male","155","155","26170","26410"
"In post","2023","Registers of Scotland","Operational Delivery","EO","Female","155","145","32160","32510"
"In post","2023","Registers of Scotland","Operational Delivery","EO","Male","140","135","32130","32510"
"In post","2023","Registers of Scotland","Operational Delivery","G6/G7","Female","20","20","[c]","[c]"
"In post","2023","Registers of Scotland","Operational Delivery","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Registers of Scotland","Operational Delivery","SEO/HEO","Female","115","115","41920","39590"
"In post","2023","Registers of Scotland","Operational Delivery","SEO/HEO","Male","120","120","41480","39590"
"In post","2023","Registers of Scotland","Other","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Other","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Other","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Other","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Other","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Other","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Other","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Registers of Scotland","Other","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Policy","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Policy","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Policy","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Policy","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","Registers of Scotland","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Project Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Project Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Project Delivery","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Registers of Scotland","Project Delivery","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Registers of Scotland","Property","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Property","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Property","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Property","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Property","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Property","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Property","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Property","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Security","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Security","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Security","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Revenue Scotland","Unknown","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","Revenue Scotland","Unknown","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","Revenue Scotland","Unknown","EO","Female","15","15","[c]","[c]"
"In post","2023","Revenue Scotland","Unknown","EO","Male","5","5","[c]","[c]"
"In post","2023","Revenue Scotland","Unknown","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Revenue Scotland","Unknown","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Revenue Scotland","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Revenue Scotland","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Revenue Scotland","Unknown","SEO/HEO","Female","20","15","[c]","[c]"
"In post","2023","Revenue Scotland","Unknown","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2023","Royal Fleet Auxiliary","Other","Unknown","Female","170","170","38020","36860"
"In post","2023","Royal Fleet Auxiliary","Other","Unknown","Male","1530","1530","42380","40530"
"In post","2023","Rural Payments Agency","Operational Delivery","AA/AO","Female","810","700","22120","22150"
"In post","2023","Rural Payments Agency","Operational Delivery","AA/AO","Male","615","600","22140","22150"
"In post","2023","Rural Payments Agency","Operational Delivery","EO","Female","405","365","26090","25920"
"In post","2023","Rural Payments Agency","Operational Delivery","EO","Male","270","265","26110","25920"
