"Status","Year","Ethnicity","Function_of_post","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Security","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Attorney General's Departments","London","5","5","[c]","[c]"
"In post","2023","Asian","Unknown","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Cabinet Office","London","90","90","30580","30130"
"In post","2023","Asian","Unknown","Cabinet Office","Outside London","25","25","[c]","[c]"
"In post","2023","Asian","Unknown","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Department for Education","London","10","10","[c]","[c]"
"In post","2023","Asian","Unknown","Department for Education","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Unknown","Department for International Trade","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Department for Work and Pensions","London","90","85","41530","39150"
"In post","2023","Asian","Unknown","Department for Work and Pensions","Outside London","60","55","30230","28120"
"In post","2023","Asian","Unknown","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Department of Health and Social Care","London","30","30","46930","43840"
"In post","2023","Asian","Unknown","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Ministry of Defence","Outside London","50","45","41890","39890"
"In post","2023","Asian","Unknown","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Office of Gas and Electricity Markets","London","15","15","[c]","[c]"
"In post","2023","Asian","Unknown","Office of Gas and Electricity Markets","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Unknown","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Scottish Government","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Scottish Government","Outside London","245","235","38470","34730"
"In post","2023","Asian","Unknown","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Welsh Government","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Welsh Government","Outside London","70","70","42950","39690"
"In post","2023","Asian","Unknown","Welsh Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Cabinet Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Department for Business, Energy and Industrial Strategy","London","10","10","[c]","[c]"
"In post","2023","Black","Analysis","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Department for Education","London","10","10","[c]","[c]"
"In post","2023","Black","Analysis","Department for Education","Outside London","5","5","[c]","[c]"
"In post","2023","Black","Analysis","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Department for International Trade","London","5","5","[c]","[c]"
"In post","2023","Black","Analysis","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Department for Levelling Up, Housing and Communities","London","10","10","[c]","[c]"
"In post","2023","Black","Analysis","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Department for Transport","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Department for Work and Pensions","London","5","5","[c]","[c]"
"In post","2023","Black","Analysis","Department for Work and Pensions","Outside London","10","10","[c]","[c]"
"In post","2023","Black","Analysis","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Department of Health and Social Care","London","15","15","[c]","[c]"
"In post","2023","Black","Analysis","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Estyn","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","HM Revenue and Customs","London","25","20","[c]","[c]"
"In post","2023","Black","Analysis","HM Revenue and Customs","Outside London","10","10","[c]","[c]"
"In post","2023","Black","Analysis","HM Treasury","London","5","5","[c]","[c]"
"In post","2023","Black","Analysis","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Home Office","London","15","15","[c]","[c]"
"In post","2023","Black","Analysis","Home Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Ministry of Defence","London","5","5","[c]","[c]"
"In post","2023","Black","Analysis","Ministry of Defence","Outside London","10","10","[c]","[c]"
"In post","2023","Black","Analysis","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Ministry of Justice","London","25","25","[c]","[c]"
"In post","2023","Black","Analysis","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Office of Gas and Electricity Markets","London","5","5","[c]","[c]"
"In post","2023","Black","Analysis","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","UK Statistics Authority","London","10","10","[c]","[c]"
"In post","2023","Black","Analysis","UK Statistics Authority","Outside London","30","30","34760","31560"
"In post","2023","Black","Analysis","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Cabinet Office","London","35","35","67280","65500"
"In post","2023","Black","Commercial","Cabinet Office","Outside London","15","15","[c]","[c]"
"In post","2023","Black","Commercial","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
