"Status","Year","Age","Organisation","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","G6/G7","25","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for International Trade","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for International Trade","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for International Trade","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for International Trade","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for International Trade","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for International Trade","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for International Trade","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for International Trade","International Trade","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for International Trade","International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for International Trade","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for International Trade","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for International Trade","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for International Trade","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for International Trade","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for International Trade","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for International Trade","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for International Trade","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for International Trade","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for International Trade","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","G6/G7","15","[c]","58850","61550"
"Leaver Dept.","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","SEO/HEO","25","[c]","37250","37540"
"Leaver Dept.","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Transport (excl. agencies)","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Transport (excl. agencies)","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Transport (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Transport (excl. agencies)","Unknown","G6/G7","15","[c]","58790","55490"
"Leaver Dept.","2023","40-49","Department for Transport (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Transport (excl. agencies)","Unknown","SEO/HEO","15","[c]","38860","39820"
"Leaver Dept.","2023","40-49","Department for Work and Pensions (excl. agencies)","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Work and Pensions (excl. agencies)","Counter Fraud","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Work and Pensions (excl. agencies)","Counter Fraud","EO","10","[c]","29310","28120"
"Leaver Dept.","2023","40-49","Department for Work and Pensions (excl. agencies)","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Work and Pensions (excl. agencies)","Counter Fraud","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","G6/G7","10","[c]","59610","56100"
"Leaver Dept.","2023","40-49","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","SEO/HEO","15","[c]","37590","38470"
"Leaver Dept.","2023","40-49","Department for Work and Pensions (excl. agencies)","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Work and Pensions (excl. agencies)","Finance","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Work and Pensions (excl. agencies)","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Work and Pensions (excl. agencies)","Finance","SEO/HEO","25","[c]","35530","35310"
"Leaver Dept.","2023","40-49","Department for Work and Pensions (excl. agencies)","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Work and Pensions (excl. agencies)","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Work and Pensions (excl. agencies)","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Work and Pensions (excl. agencies)","Operational Delivery","AA/AO","120","[c]","21670","21690"
"Leaver Dept.","2023","40-49","Department for Work and Pensions (excl. agencies)","Operational Delivery","EO","320","[c]","28420","28120"
"Leaver Dept.","2023","40-49","Department for Work and Pensions (excl. agencies)","Operational Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Work and Pensions (excl. agencies)","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Work and Pensions (excl. agencies)","Operational Delivery","SEO/HEO","55","[c]","35100","34170"
"Leaver Dept.","2023","40-49","Department for Work and Pensions (excl. agencies)","Other","AA/AO","15","[c]","21580","21690"
"Leaver Dept.","2023","40-49","Department for Work and Pensions (excl. agencies)","Other","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Work and Pensions (excl. agencies)","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Work and Pensions (excl. agencies)","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Work and Pensions (excl. agencies)","Policy","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Work and Pensions (excl. agencies)","Policy","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Work and Pensions (excl. agencies)","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Work and Pensions (excl. agencies)","Policy","SEO/HEO","10","[c]","38510","38470"
"Leaver Dept.","2023","40-49","Department for Work and Pensions (excl. agencies)","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Work and Pensions (excl. agencies)","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Work and Pensions (excl. agencies)","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Work and Pensions (excl. agencies)","Project Delivery","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Work and Pensions (excl. agencies)","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Work and Pensions (excl. agencies)","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department for Work and Pensions (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department of Health and Social Care (excl. agencies)","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department of Health and Social Care (excl. agencies)","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department of Health and Social Care (excl. agencies)","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department of Health and Social Care (excl. agencies)","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department of Health and Social Care (excl. agencies)","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department of Health and Social Care (excl. agencies)","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department of Health and Social Care (excl. agencies)","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department of Health and Social Care (excl. agencies)","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department of Health and Social Care (excl. agencies)","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department of Health and Social Care (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department of Health and Social Care (excl. agencies)","Unknown","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department of Health and Social Care (excl. agencies)","Unknown","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department of Health and Social Care (excl. agencies)","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Department of Health and Social Care (excl. agencies)","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Disclosure Scotland","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Disclosure Scotland","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Driver and Vehicle Licensing Agency","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Driver and Vehicle Licensing Agency","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Driver and Vehicle Licensing Agency","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Driver and Vehicle Licensing Agency","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Driver and Vehicle Licensing Agency","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Driver and Vehicle Licensing Agency","Human Resources","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Driver and Vehicle Licensing Agency","Operational Delivery","AA/AO","10","[c]","22080","22500"
"Leaver Dept.","2023","40-49","Driver and Vehicle Licensing Agency","Operational Delivery","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Driver and Vehicle Licensing Agency","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Driver and Vehicle Licensing Agency","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Driver and Vehicle Licensing Agency","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Driver and Vehicle Licensing Agency","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Driver and Vehicle Licensing Agency","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Driver and Vehicle Licensing Agency","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Driver and Vehicle Licensing Agency","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Driver and Vehicle Licensing Agency","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Driver and Vehicle Standards Agency","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Driver and Vehicle Standards Agency","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Driver and Vehicle Standards Agency","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Driver and Vehicle Standards Agency","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Driver and Vehicle Standards Agency","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Driver and Vehicle Standards Agency","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Driver and Vehicle Standards Agency","Operational Delivery","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Driver and Vehicle Standards Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Driver and Vehicle Standards Agency","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Driver and Vehicle Standards Agency","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Driver and Vehicle Standards Agency","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Driver and Vehicle Standards Agency","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Driver and Vehicle Standards Agency","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Driver and Vehicle Standards Agency","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Driver and Vehicle Standards Agency","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Education and Skills Funding Agency","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Education and Skills Funding Agency","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Education and Skills Funding Agency","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Education and Skills Funding Agency","Finance","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Education and Skills Funding Agency","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Education and Skills Funding Agency","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Education and Skills Funding Agency","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","FCDO Services","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Food Standards Agency","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Food Standards Agency","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Food Standards Agency","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Food Standards Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Food Standards Agency","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Food Standards Agency","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Food Standards Agency","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Food Standards Agency","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Food Standards Agency","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","G6/G7","35","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Forestry and Land Scotland","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Forestry and Land Scotland","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Forestry and Land Scotland","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Forestry and Land Scotland","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Government Actuary's Department","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Government Commercial Organisation","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Government Commercial Organisation","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Government Internal Audit Agency","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Government Internal Audit Agency","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Government Internal Audit Agency","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Government Legal Department","Legal","G6/G7","15","[c]","60030","63730"
"Leaver Dept.","2023","40-49","Government Legal Department","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Government Legal Department","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Government Legal Department","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Government Legal Department","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Government Legal Department","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Government Property Agency","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Government Property Agency","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Government Property Agency","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Government Property Agency","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Government Property Agency","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Government Property Agency","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Government Property Agency","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Government Property Agency","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Government Property Agency","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Courts and Tribunals Service","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Courts and Tribunals Service","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Courts and Tribunals Service","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Courts and Tribunals Service","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Courts and Tribunals Service","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Courts and Tribunals Service","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Courts and Tribunals Service","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Courts and Tribunals Service","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Courts and Tribunals Service","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Courts and Tribunals Service","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Courts and Tribunals Service","Legal","SEO/HEO","10","[c]","40590","42850"
"Leaver Dept.","2023","40-49","HM Courts and Tribunals Service","Operational Delivery","AA/AO","45","[c]","22080","21780"
"Leaver Dept.","2023","40-49","HM Courts and Tribunals Service","Operational Delivery","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Courts and Tribunals Service","Operational Delivery","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Courts and Tribunals Service","Operational Delivery","SEO/HEO","15","[c]","36310","36050"
"Leaver Dept.","2023","40-49","HM Courts and Tribunals Service","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Courts and Tribunals Service","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Courts and Tribunals Service","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Crown Prosecution Service Inspectorate","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Prison and Probation Service","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Prison and Probation Service","Operational Delivery","AA/AO","65","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Prison and Probation Service","Operational Delivery","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Prison and Probation Service","Operational Delivery","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Prison and Probation Service","Operational Delivery","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Prison and Probation Service","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Prison and Probation Service","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Prison and Probation Service","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Prison and Probation Service","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Prison and Probation Service","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Prison and Probation Service","Unknown","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Prison and Probation Service","Unknown","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Prison and Probation Service","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Prison and Probation Service","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Prison and Probation Service","Unknown","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Prison and Probation Service","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Revenue and Customs (excl. agencies)","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Revenue and Customs (excl. agencies)","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Revenue and Customs (excl. agencies)","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Revenue and Customs (excl. agencies)","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Revenue and Customs (excl. agencies)","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Revenue and Customs (excl. agencies)","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Revenue and Customs (excl. agencies)","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Revenue and Customs (excl. agencies)","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Revenue and Customs (excl. agencies)","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
