"Status","Year","Disability","Organisation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Economics","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Finance","35","[c]","35350","31620"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Human Resources","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Knowledge and Information Management","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","1105","[c]","24770","21690"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","295","[c]","22590","21690"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Policy","60","[c]","31980","32070"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Project Delivery","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Property","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Security","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Social Research","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Statistics","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","165","[c]","30720","28120"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Disclosure Scotland","Scottish Government","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","Department for Transport","Digital, Data and Technology","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","Department for Transport","Finance","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","Department for Transport","Operational Delivery","405","[c]","21840","22500"
"New entrant CS","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","Department for Transport","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","Department for Transport","Property","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","Department for Transport","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Driver and Vehicle Standards Agency","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Driver and Vehicle Standards Agency","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Driver and Vehicle Standards Agency","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Driver and Vehicle Standards Agency","Department for Transport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Driver and Vehicle Standards Agency","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Driver and Vehicle Standards Agency","Department for Transport","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Driver and Vehicle Standards Agency","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Driver and Vehicle Standards Agency","Department for Transport","Operational Delivery","180","[c]","26780","26960"
"New entrant CS","2023","Declared non-disabled","Driver and Vehicle Standards Agency","Department for Transport","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Driver and Vehicle Standards Agency","Department for Transport","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Driver and Vehicle Standards Agency","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Driver and Vehicle Standards Agency","Department for Transport","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Education Scotland","Scottish Government","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Education and Skills Funding Agency","Department for Education","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Education and Skills Funding Agency","Department for Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Education and Skills Funding Agency","Department for Education","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Education and Skills Funding Agency","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Education and Skills Funding Agency","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Estyn","Estyn","Communications","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Estyn","Estyn","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Estyn","Estyn","Inspector of Education and Training","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Estyn","Estyn","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Estyn","Estyn","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Estyn","Estyn","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","Food Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","Food Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","Food Standards Agency","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","Food Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","Food Standards Agency","Operational Delivery","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","Food Standards Agency","Policy","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","Food Standards Agency","Science and Engineering","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","Food Standards Agency","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","Food Standards Agency","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Scotland","Scottish Government","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Government Actuary's Department","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Government Actuary's Department","Chancellor's other departments","Other","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Government Actuary's Department","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Government Commercial Organisation","Cabinet Office","Commercial","65","[c]","79660","70930"
"New entrant CS","2023","Declared non-disabled","Government Commercial Organisation","Cabinet Office","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Government Internal Audit Agency","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Government Internal Audit Agency","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Government Internal Audit Agency","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Government Internal Audit Agency","HM Treasury","Internal Audit","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Government Internal Audit Agency","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Government Internal Audit Agency","HM Treasury","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Government Legal Department","Attorney General's Departments","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Government Legal Department","Attorney General's Departments","Finance","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Government Legal Department","Attorney General's Departments","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Government Legal Department","Attorney General's Departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Government Legal Department","Attorney General's Departments","Legal","170","[c]","46040","50460"
"New entrant CS","2023","Declared non-disabled","Government Legal Department","Attorney General's Departments","Operational Delivery","75","[c]","28160","27760"
"New entrant CS","2023","Declared non-disabled","Government Legal Department","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Government Legal Department","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Government Legal Department","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Government Legal Department","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Government Property Agency","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Government Property Agency","Cabinet Office","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Government Property Agency","Cabinet Office","Finance","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Government Property Agency","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Government Property Agency","Cabinet Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Government Property Agency","Cabinet Office","Property","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Courts and Tribunals Service","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Courts and Tribunals Service","Ministry of Justice","Digital, Data and Technology","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Courts and Tribunals Service","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Courts and Tribunals Service","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Courts and Tribunals Service","Ministry of Justice","Legal","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Courts and Tribunals Service","Ministry of Justice","Operational Delivery","815","[c]","22830","21780"
"New entrant CS","2023","Declared non-disabled","HM Courts and Tribunals Service","Ministry of Justice","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Courts and Tribunals Service","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Courts and Tribunals Service","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Courts and Tribunals Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Land Registry","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Land Registry","HM Land Registry","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Land Registry","HM Land Registry","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Land Registry","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Land Registry","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Land Registry","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Land Registry","HM Land Registry","Operational Delivery","40","[c]","24510","23390"
"New entrant CS","2023","Declared non-disabled","HM Land Registry","HM Land Registry","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Land Registry","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Prison and Probation Service","Ministry of Justice","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Prison and Probation Service","Ministry of Justice","Communications","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Prison and Probation Service","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Prison and Probation Service","Ministry of Justice","Intelligence Analysis","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Prison and Probation Service","Ministry of Justice","Operational Delivery","6510","[c]","26330","24070"
"New entrant CS","2023","Declared non-disabled","HM Prison and Probation Service","Ministry of Justice","Policy","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Prison and Probation Service","Ministry of Justice","Psychology","95","[c]","29300","28480"
"New entrant CS","2023","Declared non-disabled","HM Prison and Probation Service","Ministry of Justice","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Prison and Probation Service","Ministry of Justice","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Communications","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Counter Fraud","70","[c]","28720","27650"
"New entrant CS","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Digital, Data and Technology","280","[c]","40440","39110"
"New entrant CS","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Economics","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Finance","70","[c]","29770","22520"
"New entrant CS","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Human Resources","45","[c]","36160","34400"
"New entrant CS","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Intelligence Analysis","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Internal Audit","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Legal","50","[c]","46540","52600"
"New entrant CS","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Delivery","1405","[c]","23590","22520"
"New entrant CS","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Research","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Other","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Policy","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Project Delivery","70","[c]","40990","34700"
"New entrant CS","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Property","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Social Research","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Statistics","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Tax","145","[c]","34950","34400"
"New entrant CS","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","290","[c]","29280","22520"
"New entrant CS","2023","Declared non-disabled","HM Treasury (excl. agencies)","HM Treasury","Communications","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Treasury (excl. agencies)","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Treasury (excl. agencies)","HM Treasury","Economics","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Treasury (excl. agencies)","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Treasury (excl. agencies)","HM Treasury","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Treasury (excl. agencies)","HM Treasury","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Treasury (excl. agencies)","HM Treasury","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Treasury (excl. agencies)","HM Treasury","Policy","90","[c]","32230","28500"
"New entrant CS","2023","Declared non-disabled","HM Treasury (excl. agencies)","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Treasury (excl. agencies)","HM Treasury","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Health and Safety Executive","Department for Work and Pensions","Communications","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Health and Safety Executive","Department for Work and Pensions","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Health and Safety Executive","Department for Work and Pensions","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Health and Safety Executive","Department for Work and Pensions","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Health and Safety Executive","Department for Work and Pensions","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Health and Safety Executive","Department for Work and Pensions","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Health and Safety Executive","Department for Work and Pensions","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Health and Safety Executive","Department for Work and Pensions","Operational Delivery","135","[c]","33190","27320"
"New entrant CS","2023","Declared non-disabled","Health and Safety Executive","Department for Work and Pensions","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Health and Safety Executive","Department for Work and Pensions","Project Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Health and Safety Executive","Department for Work and Pensions","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Health and Safety Executive","Department for Work and Pensions","Science and Engineering","55","[c]","30470","27320"
"New entrant CS","2023","Declared non-disabled","Home Office","Home Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Home Office","Home Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Home Office","Home Office","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Home Office","Home Office","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Home Office","Home Office","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Home Office","Home Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Home Office","Home Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Home Office","Home Office","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Home Office","Home Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Home Office","Home Office","Operational Delivery","100","[c]","25330","25750"
"New entrant CS","2023","Declared non-disabled","Home Office","Home Office","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Home Office","Home Office","Other","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Home Office","Home Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Home Office","Home Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Home Office","Home Office","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Home Office","Home Office","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Home Office","Home Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Home Office","Home Office","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Home Office","Home Office","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Home Office","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Institute for Apprenticeships and Technical Education","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Institute for Apprenticeships and Technical Education","Department for Education","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Institute for Apprenticeships and Technical Education","Department for Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Institute for Apprenticeships and Technical Education","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Institute for Apprenticeships and Technical Education","Department for Education","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Institute for Apprenticeships and Technical Education","Department for Education","Operational Delivery","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Institute for Apprenticeships and Technical Education","Department for Education","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Institute for Apprenticeships and Technical Education","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Institute for Apprenticeships and Technical Education","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","[c]","[c]","[c]","[c]"
