"Status","Year","Disability","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Declared non-disabled","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Southern Scotland","Female","150","[c]","24040","22520"
"New entrant CS","2023","Declared non-disabled","Southern Scotland","Male","110","[c]","26050","22520"
"New entrant CS","2023","Declared non-disabled","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Surrey, East and West Sussex","Female","295","[c]","30370","28120"
"New entrant CS","2023","Declared non-disabled","Surrey, East and West Sussex","Male","225","[c]","33960","29080"
"New entrant CS","2023","Declared non-disabled","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Tees Valley and Durham","Female","390","[c]","28630","26850"
"New entrant CS","2023","Declared non-disabled","Tees Valley and Durham","Male","300","[c]","30820","28880"
"New entrant CS","2023","Declared non-disabled","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Male","40","[c]","32370","28880"
"New entrant CS","2023","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","West Central Scotland","Female","580","[c]","29650","26000"
"New entrant CS","2023","Declared non-disabled","West Central Scotland","Male","485","[c]","31430","28120"
"New entrant CS","2023","Declared non-disabled","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","West Midlands","Female","700","[c]","28580","23640"
"New entrant CS","2023","Declared non-disabled","West Midlands","Male","500","[c]","29430","23640"
"New entrant CS","2023","Declared non-disabled","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","West Wales and The Valleys","Female","545","[c]","24660","22500"
"New entrant CS","2023","Declared non-disabled","West Wales and The Valleys","Male","335","[c]","26500","22500"
"New entrant CS","2023","Declared non-disabled","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","West Yorkshire","Female","640","[c]","29610","26900"
"New entrant CS","2023","Declared non-disabled","West Yorkshire","Male","480","[c]","31100","28120"
"New entrant CS","2023","Declared non-disabled","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Bedfordshire and Hertfordshire","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Bedfordshire and Hertfordshire","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Cheshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Cheshire","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Cumbria","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Cumbria","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Derbyshire and Nottinghamshire","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Derbyshire and Nottinghamshire","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Devon","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Devon","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Dorset and Somerset","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Dorset and Somerset","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","East Anglia","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","East Anglia","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","East Wales","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","East Wales","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","East Yorkshire and Northern Lincolnshire","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Eastern Scotland","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Eastern Scotland","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Essex","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Essex","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Female","30","[c]","27890","25350"
"New entrant CS","2023","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Male","35","[c]","36640","34810"
"New entrant CS","2023","Undeclared","Greater Manchester","Female","35","[c]","27280","24030"
"New entrant CS","2023","Undeclared","Greater Manchester","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Hampshire and Isle of Wight","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Hampshire and Isle of Wight","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Herefordshire, Worcestershire and Warwickshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Herefordshire, Worcestershire and Warwickshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Inner London - East","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Inner London - East","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Inner London - West","Female","90","[c]","34680","32970"
"New entrant CS","2023","Undeclared","Inner London - West","Male","85","[c]","37240","34070"
"New entrant CS","2023","Undeclared","Kent","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Kent","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Lancashire","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Lancashire","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Leicestershire, Rutland and Northamptonshire","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Leicestershire, Rutland and Northamptonshire","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Lincolnshire","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Merseyside","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Merseyside","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","North Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","North Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","North Yorkshire","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","North Yorkshire","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Northern Ireland","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Northumberland, and Tyne and Wear","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Northumberland, and Tyne and Wear","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Outer London - East and North East","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Outer London - East and North East","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Outer London - South","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Outer London - South","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Outer London - West and North West","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Outer London - West and North West","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Shropshire and Staffordshire","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Shropshire and Staffordshire","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","South Yorkshire","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","South Yorkshire","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Southern Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Southern Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Surrey, East and West Sussex","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Surrey, East and West Sussex","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Tees Valley and Durham","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Tees Valley and Durham","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","West Central Scotland","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","West Central Scotland","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","West Midlands","Female","40","[c]","26300","22500"
"New entrant CS","2023","Undeclared","West Midlands","Male","35","[c]","27670","23230"
"New entrant CS","2023","Undeclared","West Wales and The Valleys","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","West Wales and The Valleys","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","West Yorkshire","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","West Yorkshire","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Bedfordshire and Hertfordshire","Female","130","[c]","28820","25750"
"New entrant CS","2023","Unknown","Bedfordshire and Hertfordshire","Male","115","[c]","30360","27890"
"New entrant CS","2023","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Female","240","[c]","30250","26940"
"New entrant CS","2023","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Male","245","[c]","33010","29310"
"New entrant CS","2023","Unknown","Cheshire","Female","150","[c]","30980","28880"
"New entrant CS","2023","Unknown","Cheshire","Male","120","[c]","32180","30440"
"New entrant CS","2023","Unknown","Cornwall and Isles of Scilly","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Cornwall and Isles of Scilly","Male","40","[c]","33370","27080"
"New entrant CS","2023","Unknown","Cumbria","Female","45","[c]","26490","22150"
"New entrant CS","2023","Unknown","Cumbria","Male","55","[c]","29530","25350"
"New entrant CS","2023","Unknown","Derbyshire and Nottinghamshire","Female","385","[c]","27370","23230"
"New entrant CS","2023","Unknown","Derbyshire and Nottinghamshire","Male","280","[c]","28090","25350"
"New entrant CS","2023","Unknown","Devon","Female","185","[c]","28120","23850"
"New entrant CS","2023","Unknown","Devon","Male","210","[c]","28160","27080"
"New entrant CS","2023","Unknown","Dorset and Somerset","Female","120","[c]","27100","23640"
"New entrant CS","2023","Unknown","Dorset and Somerset","Male","145","[c]","27740","27140"
"New entrant CS","2023","Unknown","East Anglia","Female","320","[c]","26940","22400"
"New entrant CS","2023","Unknown","East Anglia","Male","295","[c]","28450","25750"
"New entrant CS","2023","Unknown","East Wales","Female","430","[c]","26890","23640"
"New entrant CS","2023","Unknown","East Wales","Male","380","[c]","30000","25750"
"New entrant CS","2023","Unknown","East Yorkshire and Northern Lincolnshire","Female","85","[c]","25400","24070"
"New entrant CS","2023","Unknown","East Yorkshire and Northern Lincolnshire","Male","85","[c]","27780","27140"
"New entrant CS","2023","Unknown","Eastern Scotland","Female","860","[c]","31290","29100"
"New entrant CS","2023","Unknown","Eastern Scotland","Male","680","[c]","32260","29100"
"New entrant CS","2023","Unknown","Essex","Female","130","[c]","27940","23640"
"New entrant CS","2023","Unknown","Essex","Male","135","[c]","26530","25750"
"New entrant CS","2023","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Female","955","[c]","30240","27080"
"New entrant CS","2023","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Male","1105","[c]","32680","28360"
"New entrant CS","2023","Unknown","Greater Manchester","Female","550","[c]","28060","25750"
"New entrant CS","2023","Unknown","Greater Manchester","Male","505","[c]","30640","26750"
"New entrant CS","2023","Unknown","Hampshire and Isle of Wight","Female","555","[c]","28920","24680"
"New entrant CS","2023","Unknown","Hampshire and Isle of Wight","Male","675","[c]","30190","27080"
"New entrant CS","2023","Unknown","Herefordshire, Worcestershire and Warwickshire","Female","90","[c]","26090","23640"
"New entrant CS","2023","Unknown","Herefordshire, Worcestershire and Warwickshire","Male","110","[c]","26540","25350"
"New entrant CS","2023","Unknown","Highlands and Islands","Female","50","[c]","27720","24570"
"New entrant CS","2023","Unknown","Highlands and Islands","Male","60","[c]","26240","24710"
"New entrant CS","2023","Unknown","Inner London - East","Female","460","[c]","35300","29750"
"New entrant CS","2023","Unknown","Inner London - East","Male","365","[c]","37300","33800"
"New entrant CS","2023","Unknown","Inner London - West","Female","1385","[c]","35910","32810"
"New entrant CS","2023","Unknown","Inner London - West","Male","1105","[c]","38010","34030"
"New entrant CS","2023","Unknown","Kent","Female","345","[c]","25740","25750"
"New entrant CS","2023","Unknown","Kent","Male","425","[c]","26140","25750"
"New entrant CS","2023","Unknown","Lancashire","Female","210","[c]","26110","23390"
"New entrant CS","2023","Unknown","Lancashire","Male","185","[c]","27450","24080"
"New entrant CS","2023","Unknown","Leicestershire, Rutland and Northamptonshire","Female","170","[c]","23950","21780"
"New entrant CS","2023","Unknown","Leicestershire, Rutland and Northamptonshire","Male","145","[c]","28120","25750"
"New entrant CS","2023","Unknown","Lincolnshire","Female","80","[c]","26920","23230"
"New entrant CS","2023","Unknown","Lincolnshire","Male","95","[c]","29080","27140"
"New entrant CS","2023","Unknown","Merseyside","Female","1255","[c]","24160","22400"
"New entrant CS","2023","Unknown","Merseyside","Male","905","[c]","24410","22400"
"New entrant CS","2023","Unknown","North Eastern Scotland","Female","45","[c]","30060","29100"
"New entrant CS","2023","Unknown","North Eastern Scotland","Male","55","[c]","30410","29100"
"New entrant CS","2023","Unknown","North Yorkshire","Female","105","[c]","28260","25350"
"New entrant CS","2023","Unknown","North Yorkshire","Male","105","[c]","32440","27500"
"New entrant CS","2023","Unknown","Northern Ireland","Female","190","[c]","24940","22520"
"New entrant CS","2023","Unknown","Northern Ireland","Male","185","[c]","27250","24350"
"New entrant CS","2023","Unknown","Northumberland, and Tyne and Wear","Female","320","[c]","26960","22520"
"New entrant CS","2023","Unknown","Northumberland, and Tyne and Wear","Male","285","[c]","29500","25750"
"New entrant CS","2023","Unknown","Outer London - East and North East","Female","85","[c]","29740","27690"
"New entrant CS","2023","Unknown","Outer London - East and North East","Male","85","[c]","32350","31490"
"New entrant CS","2023","Unknown","Outer London - South","Female","535","[c]","29780","26920"
"New entrant CS","2023","Unknown","Outer London - South","Male","405","[c]","32880","29750"
"New entrant CS","2023","Unknown","Outer London - West and North West","Female","450","[c]","31080","29750"
"New entrant CS","2023","Unknown","Outer London - West and North West","Male","435","[c]","31640","29750"
"New entrant CS","2023","Unknown","Overseas","Female","35","[c]","49950","45690"
"New entrant CS","2023","Unknown","Overseas","Male","30","[c]","47980","45610"
"New entrant CS","2023","Unknown","Shropshire and Staffordshire","Female","245","[c]","29050","25750"
"New entrant CS","2023","Unknown","Shropshire and Staffordshire","Male","255","[c]","32490","28880"
"New entrant CS","2023","Unknown","South Yorkshire","Female","565","[c]","25820","24070"
"New entrant CS","2023","Unknown","South Yorkshire","Male","505","[c]","27040","25750"
"New entrant CS","2023","Unknown","Southern Scotland","Female","165","[c]","26930","24710"
"New entrant CS","2023","Unknown","Southern Scotland","Male","145","[c]","25220","22520"
"New entrant CS","2023","Unknown","Surrey, East and West Sussex","Female","200","[c]","28840","26630"
"New entrant CS","2023","Unknown","Surrey, East and West Sussex","Male","180","[c]","31600","27500"
"New entrant CS","2023","Unknown","Tees Valley and Durham","Female","355","[c]","26050","23230"
"New entrant CS","2023","Unknown","Tees Valley and Durham","Male","320","[c]","27220","25750"
"New entrant CS","2023","Unknown","Unknown","Female","70","[c]","27520","23230"
"New entrant CS","2023","Unknown","Unknown","Male","200","[c]","24260","21690"
"New entrant CS","2023","Unknown","West Central Scotland","Female","975","[c]","27530","24430"
"New entrant CS","2023","Unknown","West Central Scotland","Male","860","[c]","28380","24710"
"New entrant CS","2023","Unknown","West Midlands","Female","635","[c]","26120","22520"
"New entrant CS","2023","Unknown","West Midlands","Male","460","[c]","28460","23640"
"New entrant CS","2023","Unknown","West Wales and The Valleys","Female","225","[c]","24300","22500"
"New entrant CS","2023","Unknown","West Wales and The Valleys","Male","170","[c]","25960","22500"
"New entrant CS","2023","Unknown","West Yorkshire","Female","470","[c]","28250","25750"
"New entrant CS","2023","Unknown","West Yorkshire","Male","470","[c]","28820","25750"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-07-26, with GIT d545f65.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Four organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Region_ITL2","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Following the UK's withdrawal from the EU, a new UK-managed international statistical geography - International Territorial Levels (ITL) - was introduced from 1st January 2021, replacing the former NUTS classification. They align with international standards, enabling comparability both over time and internationally. To ensure continued alignment, the ITLs mirror the NUTS system. They also follow a similar review timetable - every three years.","","","","","","",""
"","ITL 2 divides into Northern Ireland, counties in England (most grouped), groups of districts in Greater London, groups of unitary authorities in Wales, groups of council areas in Scotland.","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
