"Status","Year","Function_of_post","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Communications","Scottish Courts and Tribunals Service","Outside London","5","5","[c]","[c]"
"In post","2023","Communications","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Serious Fraud Office","London","10","10","41570","37510"
"In post","2023","Communications","Submarine Delivery Agency","Outside London","5","5","[c]","[c]"
"In post","2023","Communications","The Insolvency Service","London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","The Insolvency Service","Outside London","5","5","[c]","[c]"
"In post","2023","Communications","The National Archives","London","20","15","36400","33580"
"In post","2023","Communications","UK Export Finance","London","75","75","57460","52960"
"In post","2023","Communications","UK Export Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","UK Health Security Agency","London","60","60","52280","46400"
"In post","2023","Communications","UK Health Security Agency","Outside London","20","20","45820","43660"
"In post","2023","Communications","UK Hydrographic Office","Outside London","15","15","44300","43890"
"In post","2023","Communications","UK Space Agency","London","5","5","[c]","[c]"
"In post","2023","Communications","UK Space Agency","Outside London","5","5","[c]","[c]"
"In post","2023","Communications","UK Statistics Authority","London","10","10","[c]","[c]"
"In post","2023","Communications","UK Statistics Authority","Outside London","65","65","39660","37720"
"In post","2023","Communications","UK Supreme Court","London","10","10","[c]","[c]"
"In post","2023","Communications","Valuation Office Agency","London","15","15","47670","40190"
"In post","2023","Communications","Valuation Office Agency","Outside London","35","35","34030","32260"
"In post","2023","Communications","Vehicle Certification Agency","Outside London","5","5","[c]","[c]"
"In post","2023","Communications","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Water Services Regulation Authority","Outside London","10","10","[c]","[c]"
"In post","2023","Communications","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Building Digital UK","London","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Building Digital UK","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Cabinet Office (excl. agencies)","London","65","65","54530","56430"
"In post","2023","Counter Fraud","Cabinet Office (excl. agencies)","Outside London","65","60","44180","38460"
"In post","2023","Counter Fraud","Cabinet Office (excl. agencies)","Unknown","15","15","43730","38050"
"In post","2023","Counter Fraud","Companies House","Outside London","185","170","26170","25610"
"In post","2023","Counter Fraud","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","10","10","49300","46630"
"In post","2023","Counter Fraud","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","London","1055","970","31940","32520"
"In post","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Outside London","5485","4935","28820","28120"
"In post","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Driver and Vehicle Standards Agency","London","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Driver and Vehicle Standards Agency","Outside London","40","40","30620","27450"
"In post","2023","Counter Fraud","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Food Standards Agency","Outside London","40","40","38630","35280"
"In post","2023","Counter Fraud","HM Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","HM Land Registry","Outside London","5","5","[c]","[c]"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","London","2165","2080","40990","39450"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","Outside London","7480","7030","35440","34700"
"In post","2023","Counter Fraud","Home Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Home Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Defence (excl. agencies)","London","15","15","57340","60220"
"In post","2023","Counter Fraud","Ministry of Defence (excl. agencies)","Outside London","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Justice (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Serious Fraud Office","London","235","230","47760","41400"
"In post","2023","Counter Fraud","The Insolvency Service","London","55","55","43600","42460"
"In post","2023","Counter Fraud","The Insolvency Service","Outside London","185","175","39720","39670"
"In post","2023","Debt","Department for Work and Pensions (excl. agencies)","London","10","10","27680","25610"
"In post","2023","Debt","Department for Work and Pensions (excl. agencies)","Outside London","2605","2250","23310","21690"
"In post","2023","Debt","Department for Work and Pensions (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","London","620","560","29630","26920"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","Outside London","4500","4135","24810","22520"
"In post","2023","Debt","Health and Safety Executive","Outside London","10","10","[c]","[c]"
"In post","2023","Debt","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Active Travel England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","London","35","35","51300","49550"
"In post","2023","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Outside London","30","30","40540","41070"
"In post","2023","Digital, Data & Technology","Animal and Plant Health Agency","Outside London","30","30","33770","30320"
"In post","2023","Digital, Data & Technology","Building Digital UK","London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Building Digital UK","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Cabinet Office (excl. agencies)","London","790","775","55200","56430"
"In post","2023","Digital, Data & Technology","Cabinet Office (excl. agencies)","Outside London","335","330","47760","51290"
"In post","2023","Digital, Data & Technology","Cabinet Office (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Central Civil Service Fast Stream","London","90","90","31130","30130"
"In post","2023","Digital, Data & Technology","Central Civil Service Fast Stream","Outside London","65","65","30340","30130"
"In post","2023","Digital, Data & Technology","Central Civil Service Fast Stream","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","Outside London","55","50","34640","30350"
"In post","2023","Digital, Data & Technology","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Charity Commission","Outside London","55","55","37310","32990"
"In post","2023","Digital, Data & Technology","Companies House","London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Companies House","Outside London","255","250","40860","38000"
"In post","2023","Digital, Data & Technology","Competition and Markets Authority","London","60","60","57010","56590"
"In post","2023","Digital, Data & Technology","Competition and Markets Authority","Outside London","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Crown Commercial Service","London","25","25","56540","57000"
"In post","2023","Digital, Data & Technology","Crown Commercial Service","Outside London","100","100","43580","40450"
"In post","2023","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","Outside London","65","65","44710","39730"
"In post","2023","Digital, Data & Technology","Crown Prosecution Service","London","60","60","45040","40540"
"In post","2023","Digital, Data & Technology","Crown Prosecution Service","Outside London","160","155","39460","38940"
"In post","2023","Digital, Data & Technology","Defence Electronics and Components Agency","Outside London","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Defence Equipment and Support","Outside London","435","425","38740","34710"
"In post","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","115","115","48990","44900"
"In post","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","40","40","40820","33290"
