"Status","Year","Disability","Function_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Undeclared","Debt","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","Outside London","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","Outside London","SEO/HEO","35","[c]","38540","38170"
"New entrant CS","2023","Undeclared","Finance","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Outside London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Grants Management","Outside London","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Grants Management","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","Outside London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","London","AA/AO","35","[c]","27960","26840"
"New entrant CS","2023","Undeclared","No function","London","EO","30","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","London","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","London","SEO/HEO","45","[c]","36210","35400"
"New entrant CS","2023","Undeclared","No function","London","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Outside London","AA/AO","325","[c]","23680","22500"
"New entrant CS","2023","Undeclared","No function","Outside London","EO","70","[c]","27240","27280"
"New entrant CS","2023","Undeclared","No function","Outside London","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Outside London","SEO/HEO","75","[c]","35830","34510"
"New entrant CS","2023","Undeclared","No function","Outside London","Unknown","120","[c]","22710","23640"
"New entrant CS","2023","Undeclared","No function","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Outside London","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Outside London","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Outside London","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","London","AA/AO","40","[c]","23510","23500"
"New entrant CS","2023","Unknown","Analysis","London","EO","45","[c]","29440","29660"
"New entrant CS","2023","Unknown","Analysis","London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","London","SEO/HEO","165","[c]","35750","35410"
"New entrant CS","2023","Unknown","Analysis","Outside London","AA/AO","70","[c]","21210","21200"
"New entrant CS","2023","Unknown","Analysis","Outside London","EO","35","[c]","26140","25310"
"New entrant CS","2023","Unknown","Analysis","Outside London","G6/G7","30","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Outside London","SEO/HEO","225","[c]","32250","31350"
"New entrant CS","2023","Unknown","Analysis","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","London","SEO/HEO","40","[c]","33050","33500"
"New entrant CS","2023","Unknown","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Outside London","AA/AO","55","[c]","22930","22220"
"New entrant CS","2023","Unknown","Commercial","Outside London","EO","70","[c]","26660","27080"
"New entrant CS","2023","Unknown","Commercial","Outside London","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Outside London","SEO/HEO","130","[c]","35760","33990"
"New entrant CS","2023","Unknown","Commercial","Outside London","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","London","EO","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","London","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","London","SEO/HEO","100","[c]","39270","39000"
"New entrant CS","2023","Unknown","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Outside London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Outside London","EO","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Outside London","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Outside London","SEO/HEO","60","[c]","35300","33970"
"New entrant CS","2023","Unknown","Communications","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","London","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","London","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","Outside London","AA/AO","30","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","Outside London","EO","30","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","Outside London","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Debt","London","AA/AO","65","[c]","26850","26920"
"New entrant CS","2023","Unknown","Debt","Outside London","AA/AO","535","[c]","22380","22520"
"New entrant CS","2023","Unknown","Debt","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Debt","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Debt","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data & Technology","London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data & Technology","London","EO","70","[c]","29010","29750"
"New entrant CS","2023","Unknown","Digital, Data & Technology","London","G6/G7","70","[c]","59340","59000"
"New entrant CS","2023","Unknown","Digital, Data & Technology","London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data & Technology","London","SEO/HEO","170","[c]","38440","37850"
"New entrant CS","2023","Unknown","Digital, Data & Technology","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data & Technology","Outside London","AA/AO","75","[c]","22690","22220"
"New entrant CS","2023","Unknown","Digital, Data & Technology","Outside London","EO","255","[c]","27510","27080"
"New entrant CS","2023","Unknown","Digital, Data & Technology","Outside London","G6/G7","145","[c]","57130","55000"
"New entrant CS","2023","Unknown","Digital, Data & Technology","Outside London","SCS level","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data & Technology","Outside London","SEO/HEO","455","[c]","36640","35570"
"New entrant CS","2023","Unknown","Digital, Data & Technology","Outside London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data & Technology","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data & Technology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","London","EO","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","London","SEO/HEO","50","[c]","37710","38410"
"New entrant CS","2023","Unknown","Finance","Outside London","AA/AO","110","[c]","22300","22520"
"New entrant CS","2023","Unknown","Finance","Outside London","EO","65","[c]","26890","27080"
"New entrant CS","2023","Unknown","Finance","Outside London","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","Outside London","SEO/HEO","80","[c]","36340","35000"
"New entrant CS","2023","Unknown","Finance","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Grants Management","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Grants Management","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Grants Management","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Grants Management","Outside London","AA/AO","65","[c]","21970","22150"
"New entrant CS","2023","Unknown","Grants Management","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Grants Management","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","London","AA/AO","5","[c]","[c]","[c]"
