"Status","Year","Age","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","20-29","Commercial","Ministry of Justice","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Commercial","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Commercial","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Commercial","Scottish Government","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Commercial","UK Export Finance","20","[c]","37430","33150"
"New entrant CS","2023","20-29","Communications","Attorney General's Departments","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Communications","Cabinet Office","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Communications","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Communications","Competition and Markets Authority","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Communications","Department for Business, Energy and Industrial Strategy","15","[c]","34990","36930"
"New entrant CS","2023","20-29","Communications","Department for Digital, Culture, Media and Sport","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Communications","Department for Education","30","[c]","31370","30110"
"New entrant CS","2023","20-29","Communications","Department for Environment, Food and Rural Affairs","20","[c]","32070","33830"
"New entrant CS","2023","20-29","Communications","Department for International Trade","15","[c]","34950","35010"
"New entrant CS","2023","20-29","Communications","Department for Levelling Up, Housing and Communities","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Communications","Department for Transport","20","[c]","32440","33530"
"New entrant CS","2023","20-29","Communications","Department for Work and Pensions","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Communications","Department of Health and Social Care","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Communications","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Communications","HM Treasury","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Communications","Home Office","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Communications","Ministry of Defence","20","[c]","34570","34020"
"New entrant CS","2023","20-29","Communications","Ministry of Justice","20","[c]","33630","35410"
"New entrant CS","2023","20-29","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Communications","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Communications","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Communications","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Communications","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Communications","UK Export Finance","10","[c]","36720","34000"
"New entrant CS","2023","20-29","Communications","UK Statistics Authority","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Counter Fraud","Attorney General's Departments","15","[c]","27180","26620"
"New entrant CS","2023","20-29","Counter Fraud","Cabinet Office","10","[c]","31950","32830"
"New entrant CS","2023","20-29","Counter Fraud","Department for Business, Energy and Industrial Strategy","15","[c]","22520","21380"
"New entrant CS","2023","20-29","Counter Fraud","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Counter Fraud","Department for Work and Pensions","85","[c]","27190","25610"
"New entrant CS","2023","20-29","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Counter Fraud","HM Revenue and Customs","95","[c]","28560","27890"
"New entrant CS","2023","20-29","Debt","Department for Work and Pensions","170","[c]","21850","21690"
"New entrant CS","2023","20-29","Debt","HM Revenue and Customs","610","[c]","23210","22520"
"New entrant CS","2023","20-29","Digital, Data & Technology","Attorney General's Departments","10","[c]","30950","31920"
"New entrant CS","2023","20-29","Digital, Data & Technology","Cabinet Office","100","[c]","32210","28840"
"New entrant CS","2023","20-29","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Digital, Data & Technology","Competition and Markets Authority","10","[c]","41400","38520"
"New entrant CS","2023","20-29","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","125","[c]","26300","24150"
"New entrant CS","2023","20-29","Digital, Data & Technology","Department for Education","35","[c]","31910","30330"
"New entrant CS","2023","20-29","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","45","[c]","33080","30320"
"New entrant CS","2023","20-29","Digital, Data & Technology","Department for International Trade","20","[c]","32970","33000"
"New entrant CS","2023","20-29","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Digital, Data & Technology","Department for Transport","25","[c]","30130","26780"
"New entrant CS","2023","20-29","Digital, Data & Technology","Department for Work and Pensions","115","[c]","34110","34170"
"New entrant CS","2023","20-29","Digital, Data & Technology","Department of Health and Social Care","35","[c]","36130","34010"
"New entrant CS","2023","20-29","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Digital, Data & Technology","HM Land Registry","25","[c]","29780","28080"
"New entrant CS","2023","20-29","Digital, Data & Technology","HM Revenue and Customs","170","[c]","33860","34400"
"New entrant CS","2023","20-29","Digital, Data & Technology","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Digital, Data & Technology","Home Office","85","[c]","34690","33430"
"New entrant CS","2023","20-29","Digital, Data & Technology","Ministry of Defence","135","[c]","29620","27140"
"New entrant CS","2023","20-29","Digital, Data & Technology","Ministry of Justice","50","[c]","36520","36150"
"New entrant CS","2023","20-29","Digital, Data & Technology","National Crime Agency","10","[c]","32630","30740"
"New entrant CS","2023","20-29","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","10","[c]","29590","30210"
"New entrant CS","2023","20-29","Digital, Data & Technology","Office of Gas and Electricity Markets","15","[c]","33810","32000"
"New entrant CS","2023","20-29","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Digital, Data & Technology","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Digital, Data & Technology","Scottish Government","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Digital, Data & Technology","The National Archives","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Digital, Data & Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Digital, Data & Technology","UK Statistics Authority","70","[c]","32060","31060"
"New entrant CS","2023","20-29","Digital, Data & Technology","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Finance","Attorney General's Departments","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Finance","Cabinet Office","30","[c]","29080","28840"
"New entrant CS","2023","20-29","Finance","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Finance","Department for Business, Energy and Industrial Strategy","15","[c]","29840","21380"
"New entrant CS","2023","20-29","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Finance","Department for Education","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Finance","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Finance","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Finance","Department for Transport","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Finance","Department for Work and Pensions","45","[c]","28320","28120"
"New entrant CS","2023","20-29","Finance","Department of Health and Social Care","25","[c]","33280","28770"
"New entrant CS","2023","20-29","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Finance","HM Revenue and Customs","65","[c]","26640","22520"
"New entrant CS","2023","20-29","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Finance","Home Office","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Finance","Ministry of Defence","75","[c]","27130","27000"
"New entrant CS","2023","20-29","Finance","Ministry of Justice","20","[c]","31370","29660"
"New entrant CS","2023","20-29","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Finance","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Finance","Scottish Government","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Finance","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Grants Management","Department for Environment, Food and Rural Affairs","125","[c]","22620","22150"
"New entrant CS","2023","20-29","Grants Management","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Grants Management","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","Attorney General's Departments","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","Cabinet Office","15","[c]","29340","28000"
"New entrant CS","2023","20-29","Human Resources","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","Department for Digital, Culture, Media and Sport","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","Department for Education","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","Department for Environment, Food and Rural Affairs","10","[c]","36650","32070"
"New entrant CS","2023","20-29","Human Resources","Department for International Trade","15","[c]","29130","29280"
"New entrant CS","2023","20-29","Human Resources","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","Department for Transport","15","[c]","24560","22500"
"New entrant CS","2023","20-29","Human Resources","Department for Work and Pensions","25","[c]","28800","28000"
"New entrant CS","2023","20-29","Human Resources","Department of Health and Social Care","20","[c]","29840","27960"
"New entrant CS","2023","20-29","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","HM Revenue and Customs","40","[c]","28070","27650"
"New entrant CS","2023","20-29","Human Resources","HM Treasury","10","[c]","26910","27820"
"New entrant CS","2023","20-29","Human Resources","Home Office","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","Ministry of Defence","100","[c]","27000","24100"
"New entrant CS","2023","20-29","Human Resources","Ministry of Justice","40","[c]","27920","25830"
"New entrant CS","2023","20-29","Human Resources","National Crime Agency","10","[c]","28580","22950"
"New entrant CS","2023","20-29","Human Resources","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","Scottish Government","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","UK Statistics Authority","10","[c]","27930","26480"
"New entrant CS","2023","20-29","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Internal Audit","HM Treasury","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Internal Audit","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Legal","Attorney General's Departments","545","[c]","27040","25600"
"New entrant CS","2023","20-29","Legal","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Legal","Competition and Markets Authority","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Legal","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
