"Status","Year","Ethnicity","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Inspector of Education and Training","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","West Midlands","5","5","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Greater Manchester","15","15","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Inner London - East","15","15","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Inner London - West","30","30","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Outer London - South","30","30","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Outer London - West and North West","75","70","30690","30200"
"In post","2023","Asian","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","South Yorkshire","5","5","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","West Midlands","5","5","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","West Yorkshire","5","5","[c]","[c]"
"In post","2023","Asian","Internal Audit","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Greater Manchester","5","5","[c]","[c]"
"In post","2023","Asian","Internal Audit","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Inner London - West","55","55","47740","44960"
"In post","2023","Asian","Internal Audit","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","West Midlands","5","5","[c]","[c]"
"In post","2023","Asian","Internal Audit","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","West Yorkshire","10","10","[c]","[c]"
"In post","2023","Asian","International Trade","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","Greater Manchester","5","5","[c]","[c]"
"In post","2023","Asian","International Trade","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","Inner London - West","120","115","48090","41750"
"In post","2023","Asian","International Trade","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","Overseas","15","15","[c]","[c]"
"In post","2023","Asian","International Trade","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","West Midlands","10","10","[c]","[c]"
"In post","2023","Asian","International Trade","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","Inner London - East","15","15","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","Inner London - West","65","60","39090","35410"
"In post","2023","Asian","Knowledge and Information Management","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","Outer London - West and North West","10","10","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","South Yorkshire","[c]","[c]","[c]","[c]"
