"Status","Year","Age","Organisation","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","UK Statistics Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Valuation Office Agency","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Valuation Office Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Valuation Office Agency","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","Valuation Office Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Valuation Office Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Valuation Office Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Vehicle Certification Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Vehicle Certification Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Vehicle Certification Agency","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Welsh Government (excl. agencies)","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Welsh Government (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Welsh Government (excl. agencies)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Welsh Government (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Accountant in Bankruptcy","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Accountant in Bankruptcy","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Accountant in Bankruptcy","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Accountant in Bankruptcy","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Accountant in Bankruptcy","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Accountant in Bankruptcy","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Accountant in Bankruptcy","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Accountant in Bankruptcy","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Active Travel England","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Active Travel England","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Active Travel England","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Active Travel England","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Active Travel England","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Active Travel England","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","20-29","Active Travel England","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Active Travel England","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","EO","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Animal and Plant Health Agency","AA/AO","Heterosexual / straight","140","140","23280","22150"
"In post","2023","20-29","Animal and Plant Health Agency","AA/AO","LGBO","45","45","23280","22150"
"In post","2023","20-29","Animal and Plant Health Agency","AA/AO","Undeclared","20","15","[c]","[c]"
"In post","2023","20-29","Animal and Plant Health Agency","AA/AO","Unknown","40","40","22830","22150"
"In post","2023","20-29","Animal and Plant Health Agency","EO","Heterosexual / straight","155","155","27410","25920"
"In post","2023","20-29","Animal and Plant Health Agency","EO","LGBO","25","25","[c]","[c]"
"In post","2023","20-29","Animal and Plant Health Agency","EO","Undeclared","20","20","[c]","[c]"
"In post","2023","20-29","Animal and Plant Health Agency","EO","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Animal and Plant Health Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Animal and Plant Health Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Animal and Plant Health Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Animal and Plant Health Agency","SEO/HEO","Heterosexual / straight","75","75","33750","33830"
"In post","2023","20-29","Animal and Plant Health Agency","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Animal and Plant Health Agency","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Animal and Plant Health Agency","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Animal and Plant Health Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Animal and Plant Health Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Animal and Plant Health Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Office","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","20-29","Attorney General's Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Office","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Office","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Office","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Office","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Office","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Office","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Building Digital UK","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","20-29","Building Digital UK","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Building Digital UK","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Building Digital UK","EO","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Building Digital UK","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","20-29","Building Digital UK","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Building Digital UK","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Building Digital UK","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","20-29","Building Digital UK","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Building Digital UK","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","20-29","Building Digital UK","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","AA/AO","Heterosexual / straight","90","85","22770","21720"
"In post","2023","20-29","Cabinet Office (excl. agencies)","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","AA/AO","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","EO","Heterosexual / straight","150","150","27290","28370"
"In post","2023","20-29","Cabinet Office (excl. agencies)","EO","LGBO","30","30","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","EO","Undeclared","15","15","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","EO","Unknown","80","75","26690","27110"
"In post","2023","20-29","Cabinet Office (excl. agencies)","G6/G7","Heterosexual / straight","160","160","56740","56430"
"In post","2023","20-29","Cabinet Office (excl. agencies)","G6/G7","LGBO","40","40","55810","56430"
"In post","2023","20-29","Cabinet Office (excl. agencies)","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","G6/G7","Unknown","70","70","57480","56430"
"In post","2023","20-29","Cabinet Office (excl. agencies)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","SEO/HEO","Heterosexual / straight","340","340","36850","35650"
"In post","2023","20-29","Cabinet Office (excl. agencies)","SEO/HEO","LGBO","75","75","37180","35650"
"In post","2023","20-29","Cabinet Office (excl. agencies)","SEO/HEO","Undeclared","35","35","38370","40600"
"In post","2023","20-29","Cabinet Office (excl. agencies)","SEO/HEO","Unknown","105","105","37270","35650"
"In post","2023","20-29","Central Civil Service Fast Stream","SEO/HEO","Heterosexual / straight","325","325","32530","32960"
"In post","2023","20-29","Central Civil Service Fast Stream","SEO/HEO","LGBO","60","60","32010","32960"
"In post","2023","20-29","Central Civil Service Fast Stream","SEO/HEO","Undeclared","45","45","32600","32960"
"In post","2023","20-29","Central Civil Service Fast Stream","SEO/HEO","Unknown","1040","1040","29900","30130"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","EO","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","EO","Unknown","35","35","25950","25920"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","Charity Commission","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Charity Commission","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","20-29","Charity Commission","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","EO","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","Charity Commission","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","20-29","Charity Commission","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Charity Commission","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Companies House","AA/AO","Heterosexual / straight","45","45","22490","21380"
"In post","2023","20-29","Companies House","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Companies House","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","AA/AO","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","Companies House","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","20-29","Companies House","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","EO","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Companies House","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","SEO/HEO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","20-29","Companies House","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","AA/AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","G6/G7","Heterosexual / straight","30","30","56480","55130"
"In post","2023","20-29","Competition and Markets Authority","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","SEO/HEO","Heterosexual / straight","65","65","35590","34110"
"In post","2023","20-29","Competition and Markets Authority","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Criminal Injuries Compensation Authority","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","20-29","Criminal Injuries Compensation Authority","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Criminal Injuries Compensation Authority","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Criminal Injuries Compensation Authority","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","Criminal Injuries Compensation Authority","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","20-29","Criminal Injuries Compensation Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Criminal Injuries Compensation Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Criminal Injuries Compensation Authority","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Criminal Injuries Compensation Authority","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Criminal Injuries Compensation Authority","SEO/HEO","Unknown","5","5","[c]","[c]"
