"Status","Year","Disability","Function_of_post","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","Female","65","[c]","45920","35880"
"Leaver Dept.","2023","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","Male","60","[c]","46150","38530"
"Leaver Dept.","2023","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Department for Education","Female","65","[c]","47550","46500"
"Leaver Dept.","2023","Declared non-disabled","No function","Department for Education","Male","30","[c]","57570","51890"
"Leaver Dept.","2023","Declared non-disabled","No function","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs","Female","155","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs","Male","110","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Department for International Trade","Female","40","[c]","42060","36860"
"Leaver Dept.","2023","Declared non-disabled","No function","Department for International Trade","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Department for Levelling Up, Housing and Communities","Female","140","[c]","41170","36860"
"Leaver Dept.","2023","Declared non-disabled","No function","Department for Levelling Up, Housing and Communities","Male","105","[c]","44210","39600"
"Leaver Dept.","2023","Declared non-disabled","No function","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Department for Transport","Female","130","[c]","33390","30920"
"Leaver Dept.","2023","Declared non-disabled","No function","Department for Transport","Male","140","[c]","39070","34030"
"Leaver Dept.","2023","Declared non-disabled","No function","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Department for Work and Pensions","Female","920","[c]","27990","28120"
"Leaver Dept.","2023","Declared non-disabled","No function","Department for Work and Pensions","Male","550","[c]","28350","28120"
"Leaver Dept.","2023","Declared non-disabled","No function","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Department of Health and Social Care","Female","40","[c]","37160","31300"
"Leaver Dept.","2023","Declared non-disabled","No function","Department of Health and Social Care","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Food Standards Agency","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Food Standards Agency","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","HM Revenue and Customs","Female","235","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","HM Revenue and Customs","Male","195","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","HM Treasury","Female","75","[c]","45010","38660"
"Leaver Dept.","2023","Declared non-disabled","No function","HM Treasury","Male","60","[c]","48840","52500"
"Leaver Dept.","2023","Declared non-disabled","No function","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Home Office","Female","280","[c]","38130","32160"
"Leaver Dept.","2023","Declared non-disabled","No function","Home Office","Male","240","[c]","38390","32000"
"Leaver Dept.","2023","Declared non-disabled","No function","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Ministry of Defence","Female","65","[c]","34460","30080"
"Leaver Dept.","2023","Declared non-disabled","No function","Ministry of Defence","Male","55","[c]","41140","38410"
"Leaver Dept.","2023","Declared non-disabled","No function","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Ministry of Justice","Female","575","[c]","30710","25480"
"Leaver Dept.","2023","Declared non-disabled","No function","Ministry of Justice","Male","385","[c]","32640","25830"
"Leaver Dept.","2023","Declared non-disabled","No function","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","National Crime Agency","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Office for Standards in Education, Children's Services and Skills","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Office of Gas and Electricity Markets","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Scottish Government","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Scottish Government","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","UK Statistics Authority","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","UK Statistics Authority","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Welsh Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Welsh Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Cabinet Office","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Cabinet Office","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Competition and Markets Authority","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Competition and Markets Authority","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Department for Business, Energy and Industrial Strategy","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Department for Business, Energy and Industrial Strategy","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Department for Digital, Culture, Media and Sport","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Department for Digital, Culture, Media and Sport","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Department for Education","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Department for Education","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Department for Levelling Up, Housing and Communities","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Department for Transport","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Department for Transport","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Department for Work and Pensions","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Department for Work and Pensions","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Estyn","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Estyn","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Estyn","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
