"Status","Year","Ethnicity","Parent_department","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","White","Department for Education","Yorkshire and The Humber","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Education","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","East of England","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","East of England","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","London","Female","90","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","London","Male","60","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","North East (England)","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","North East (England)","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","North West (England)","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","North West (England)","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","South East (England)","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","South East (England)","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","South West (England)","Female","55","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","South West (England)","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","Wales","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","West Midlands (England)","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","West Midlands (England)","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","East of England","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","East of England","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","London","Female","45","[c]","45030","38350"
"Leaver Dept.","2023","White","Department for International Trade","London","Male","30","[c]","46630","39310"
"Leaver Dept.","2023","White","Department for International Trade","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","North East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","North East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","Overseas","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","South East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","South East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","East of England","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","East of England","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","London","Female","85","[c]","45870","42020"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","London","Male","85","[c]","46070","35730"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","North East (England)","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","North East (England)","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","North West (England)","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","North West (England)","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","Scotland","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","South West (England)","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","South West (England)","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","West Midlands (England)","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","West Midlands (England)","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","East Midlands (England)","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","East of England","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","East of England","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","London","Female","40","[c]","45780","42890"
"Leaver Dept.","2023","White","Department for Transport","London","Male","55","[c]","51970","46690"
"Leaver Dept.","2023","White","Department for Transport","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","North East (England)","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","North East (England)","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","South East (England)","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","South East (England)","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","South West (England)","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","South West (England)","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","Wales","Female","105","[c]","29470","27260"
"Leaver Dept.","2023","White","Department for Transport","Wales","Male","80","[c]","30640","27450"
"Leaver Dept.","2023","White","Department for Transport","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","West Midlands (England)","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","West Midlands (England)","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","Yorkshire and The Humber","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Transport","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions","East Midlands (England)","Female","35","[c]","29820","28120"
"Leaver Dept.","2023","White","Department for Work and Pensions","East Midlands (England)","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions","East of England","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions","East of England","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions","London","Female","90","[c]","39530","32520"
"Leaver Dept.","2023","White","Department for Work and Pensions","London","Male","60","[c]","44950","36650"
"Leaver Dept.","2023","White","Department for Work and Pensions","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions","North East (England)","Female","150","[c]","30930","28120"
"Leaver Dept.","2023","White","Department for Work and Pensions","North East (England)","Male","95","[c]","30020","28120"
"Leaver Dept.","2023","White","Department for Work and Pensions","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions","North West (England)","Female","180","[c]","29240","28120"
"Leaver Dept.","2023","White","Department for Work and Pensions","North West (England)","Male","145","[c]","30840","28120"
"Leaver Dept.","2023","White","Department for Work and Pensions","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions","Scotland","Female","245","[c]","25640","27570"
"Leaver Dept.","2023","White","Department for Work and Pensions","Scotland","Male","140","[c]","26670","27570"
"Leaver Dept.","2023","White","Department for Work and Pensions","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions","South East (England)","Female","50","[c]","28540","28120"
"Leaver Dept.","2023","White","Department for Work and Pensions","South East (England)","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions","South West (England)","Female","65","[c]","28720","28120"
"Leaver Dept.","2023","White","Department for Work and Pensions","South West (England)","Male","35","[c]","27570","27570"
"Leaver Dept.","2023","White","Department for Work and Pensions","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions","Unknown","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions","Wales","Female","60","[c]","28790","28120"
"Leaver Dept.","2023","White","Department for Work and Pensions","Wales","Male","35","[c]","28490","28120"
"Leaver Dept.","2023","White","Department for Work and Pensions","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions","West Midlands (England)","Female","105","[c]","26690","28120"
"Leaver Dept.","2023","White","Department for Work and Pensions","West Midlands (England)","Male","50","[c]","28300","27840"
"Leaver Dept.","2023","White","Department for Work and Pensions","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions","Yorkshire and The Humber","Female","115","[c]","33040","28120"
"Leaver Dept.","2023","White","Department for Work and Pensions","Yorkshire and The Humber","Male","65","[c]","35050","28120"
"Leaver Dept.","2023","White","Department for Work and Pensions","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","East of England","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","East of England","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","London","Female","100","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","London","Male","55","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","North East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","North East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","North West (England)","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","South East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","South East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","South West (England)","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","Yorkshire and The Humber","Female","45","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","Yorkshire and The Humber","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Estyn","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Estyn","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Estyn","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","East of England","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","East of England","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","South East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","South East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","Wales","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Foreign, Commonwealth and Development Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Foreign, Commonwealth and Development Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Foreign, Commonwealth and Development Office","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Foreign, Commonwealth and Development Office","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Foreign, Commonwealth and Development Office","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Foreign, Commonwealth and Development Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Foreign, Commonwealth and Development Office","Scotland","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Foreign, Commonwealth and Development Office","Scotland","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Foreign, Commonwealth and Development Office","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Foreign, Commonwealth and Development Office","South East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Foreign, Commonwealth and Development Office","South East (England)","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Foreign, Commonwealth and Development Office","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","East Midlands (England)","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","East Midlands (England)","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","East of England","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","East of England","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","London","Female","45","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","London","Male","50","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","North East (England)","Female","90","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","North East (England)","Male","55","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","North West (England)","Female","120","[c]","[c]","[c]"
