"Status","Year","Age","Disability","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","40-49","Unknown","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Unknown","Analysis","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Unknown","Commercial","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Unknown","Communications","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Unknown","Counter Fraud","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Unknown","Debt","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Unknown","Digital, Data & Technology","25","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Unknown","Finance","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Unknown","Human Resources","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Unknown","Legal","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Unknown","No function","215","[c]","45470","35450"
"Leaver Dept.","2023","40-49","Unknown","Unknown","Project Delivery","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Unknown","Property","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Unknown","Security","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Unknown","Unknown","75","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","White","Analysis","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","White","Commercial","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","White","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","White","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","White","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","White","Digital, Data & Technology","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","White","Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","White","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","White","Human Resources","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","White","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","White","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","White","No function","55","[c]","40850","37690"
"Leaver Dept.","2023","40-49","Unknown","White","Project Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","White","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","White","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","White","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Asian","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Asian","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Asian","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Asian","No function","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Black","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Black","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Black","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Black","No function","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Black","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Black","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Mixed","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Mixed","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Mixed","No function","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Undeclared","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Undeclared","No function","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Unknown","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Unknown","No function","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","White","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","White","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","White","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","White","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","White","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","White","Digital, Data & Technology","15","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","White","Finance","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","White","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","White","Human Resources","15","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","White","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","White","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","White","No function","150","[c]","32060","28120"
"Leaver Dept.","2023","50-59","Declared disabled","White","Project Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","White","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","White","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","White","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared non-disabled","Asian","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared non-disabled","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared non-disabled","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared non-disabled","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared non-disabled","Asian","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared non-disabled","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared non-disabled","Asian","Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared non-disabled","Asian","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared non-disabled","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared non-disabled","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared non-disabled","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared non-disabled","Asian","No function","40","[c]","38460","29290"
"Leaver Dept.","2023","50-59","Declared non-disabled","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared non-disabled","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared non-disabled","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared non-disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared non-disabled","Black","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared non-disabled","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared non-disabled","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared non-disabled","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared non-disabled","Black","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared non-disabled","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared non-disabled","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared non-disabled","Black","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared non-disabled","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared non-disabled","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared non-disabled","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared non-disabled","Black","No function","40","[c]","34980","30890"
"Leaver Dept.","2023","50-59","Declared non-disabled","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared non-disabled","Black","Property","[c]","[c]","[c]","[c]"
