"Status","Year","Age","Organisation","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Central Civil Service Fast Stream","Cabinet Office","South East (England)","25","25","30820","28840"
"In post","2023","20-29","Central Civil Service Fast Stream","Cabinet Office","South West (England)","30","30","30090","30130"
"In post","2023","20-29","Central Civil Service Fast Stream","Cabinet Office","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Central Civil Service Fast Stream","Cabinet Office","Wales","25","25","30860","30130"
"In post","2023","20-29","Central Civil Service Fast Stream","Cabinet Office","West Midlands (England)","40","40","30440","30130"
"In post","2023","20-29","Central Civil Service Fast Stream","Cabinet Office","Yorkshire and The Humber","65","65","30430","30130"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","East of England","80","80","27360","25970"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","South West (England)","25","25","27660","25970"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Charity Commission","London","10","10","32100","30170"
"In post","2023","20-29","Charity Commission","Charity Commission","North West (England)","60","60","27100","25300"
"In post","2023","20-29","Companies House","Department for Business, Energy and Industrial Strategy","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Department for Business, Energy and Industrial Strategy","East of England","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Department for Business, Energy and Industrial Strategy","Northern Ireland","5","5","[c]","[c]"
"In post","2023","20-29","Companies House","Department for Business, Energy and Industrial Strategy","Scotland","5","5","[c]","[c]"
"In post","2023","20-29","Companies House","Department for Business, Energy and Industrial Strategy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Department for Business, Energy and Industrial Strategy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Department for Business, Energy and Industrial Strategy","Wales","135","130","27350","25610"
"In post","2023","20-29","Companies House","Department for Business, Energy and Industrial Strategy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Competition and Markets Authority","London","155","150","38660","34110"
"In post","2023","20-29","Competition and Markets Authority","Competition and Markets Authority","North West (England)","5","5","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Competition and Markets Authority","Scotland","15","15","40060","34110"
"In post","2023","20-29","Competition and Markets Authority","Competition and Markets Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Criminal Injuries Compensation Authority","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Criminal Injuries Compensation Authority","Ministry of Justice","Scotland","50","45","24760","21780"
"In post","2023","20-29","Crown Commercial Service","Cabinet Office","East of England","25","25","33330","32210"
"In post","2023","20-29","Crown Commercial Service","Cabinet Office","London","10","10","44230","42040"
"In post","2023","20-29","Crown Commercial Service","Cabinet Office","North West (England)","55","55","30410","31640"
"In post","2023","20-29","Crown Commercial Service","Cabinet Office","Wales","15","15","31650","31640"
"In post","2023","20-29","Crown Commercial Service","Cabinet Office","West Midlands (England)","10","10","26580","26410"
"In post","2023","20-29","Crown Commercial Service","Cabinet Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Crown Office and Procurator Fiscal Service","Scottish Government","Scotland","565","555","31750","28700"
"In post","2023","20-29","Crown Prosecution Service","Attorney General's Departments","East Midlands (England)","100","100","26280","24430"
"In post","2023","20-29","Crown Prosecution Service","Attorney General's Departments","East of England","85","85","29510","25600"
"In post","2023","20-29","Crown Prosecution Service","Attorney General's Departments","London","320","320","29440","28200"
"In post","2023","20-29","Crown Prosecution Service","Attorney General's Departments","North East (England)","55","55","29660","26900"
"In post","2023","20-29","Crown Prosecution Service","Attorney General's Departments","North West (England)","170","170","28770","26900"
"In post","2023","20-29","Crown Prosecution Service","Attorney General's Departments","South East (England)","165","165","28500","28200"
"In post","2023","20-29","Crown Prosecution Service","Attorney General's Departments","South West (England)","65","65","26360","26900"
"In post","2023","20-29","Crown Prosecution Service","Attorney General's Departments","Wales","50","50","29420","24430"
"In post","2023","20-29","Crown Prosecution Service","Attorney General's Departments","West Midlands (England)","90","85","28870","26900"
"In post","2023","20-29","Crown Prosecution Service","Attorney General's Departments","Yorkshire and The Humber","145","145","27970","26900"
"In post","2023","20-29","Defence Electronics and Components Agency","Ministry of Defence","Wales","45","45","23030","22210"
"In post","2023","20-29","Defence Electronics and Components Agency","Ministry of Defence","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","20-29","Defence Equipment and Support","Ministry of Defence","East Midlands (England)","10","10","[c]","[c]"
"In post","2023","20-29","Defence Equipment and Support","Ministry of Defence","East of England","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Defence Equipment and Support","Ministry of Defence","London","10","10","[c]","[c]"
"In post","2023","20-29","Defence Equipment and Support","Ministry of Defence","North West (England)","5","5","[c]","[c]"
"In post","2023","20-29","Defence Equipment and Support","Ministry of Defence","Overseas","5","5","[c]","[c]"
"In post","2023","20-29","Defence Equipment and Support","Ministry of Defence","Scotland","55","55","26630","28600"
"In post","2023","20-29","Defence Equipment and Support","Ministry of Defence","South East (England)","45","45","26850","28600"
"In post","2023","20-29","Defence Equipment and Support","Ministry of Defence","South West (England)","1670","1660","29630","31920"
"In post","2023","20-29","Defence Equipment and Support","Ministry of Defence","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Defence Equipment and Support","Ministry of Defence","West Midlands (England)","10","10","[c]","[c]"
"In post","2023","20-29","Defence Equipment and Support","Ministry of Defence","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Defence Science and Technology Laboratory","Ministry of Defence","East of England","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Defence Science and Technology Laboratory","Ministry of Defence","South East (England)","430","430","32450","30650"
"In post","2023","20-29","Defence Science and Technology Laboratory","Ministry of Defence","South West (England)","735","730","30830","30650"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","East of England","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","London","1640","1635","44780","41360"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","North East (England)","10","10","32640","31260"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","North West (England)","170","170","35660","31350"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Scotland","40","40","37700","37470"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Wales","60","60","35560","32700"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","West Midlands (England)","120","120","34600","31350"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","London","520","515","41290","36260"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","North East (England)","10","10","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","North West (England)","40","40","34290","32560"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Northern Ireland","10","10","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Scotland","5","5","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","South West (England)","5","5","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
