"Status","Year","Disability","Ethnicity","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Undeclared","Other ethnicity","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other ethnicity","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other ethnicity","Social Security Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other ethnicity","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other ethnicity","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other ethnicity","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other ethnicity","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other ethnicity","The Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other ethnicity","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other ethnicity","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other ethnicity","UK Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other ethnicity","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other ethnicity","UK Health Security Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other ethnicity","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other ethnicity","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other ethnicity","UK Statistics Authority","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other ethnicity","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other ethnicity","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other ethnicity","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other ethnicity","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other ethnicity","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other ethnicity","Welsh Government (excl. agencies)","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other ethnicity","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other ethnicity","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Undeclared","Active Travel England","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Undeclared","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Undeclared","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Undeclared","Central Civil Service Fast Stream","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Undeclared","Companies House","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Undeclared","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Undeclared","Crown Prosecution Service","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Undeclared","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Undeclared","Department for Education (excl. agencies)","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Undeclared","Department for Transport (excl. agencies)","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Undeclared","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","30","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Undeclared","Driver and Vehicle Licensing Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Undeclared","Driver and Vehicle Standards Agency","Department for Transport","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Undeclared","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Undeclared","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Undeclared","Government Property Agency","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Undeclared","HM Courts and Tribunals Service","Ministry of Justice","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Undeclared","HM Prison and Probation Service","Ministry of Justice","45","[c]","27130","27640"
"New entrant CS","2023","Undeclared","Undeclared","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Undeclared","HM Treasury (excl. agencies)","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Undeclared","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Undeclared","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Undeclared","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Undeclared","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Undeclared","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Undeclared","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Undeclared","Planning Inspectorate","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Undeclared","Rural Payments Agency","Department for Environment, Food and Rural Affairs","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Undeclared","Social Security Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Undeclared","The Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Undeclared","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Undeclared","UK Health Security Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Undeclared","UK Statistics Authority","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Undeclared","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Undeclared","Vehicle Certification Agency","Department for Transport","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Undeclared","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Undeclared","Welsh Government (excl. agencies)","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Crown Prosecution Service","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Defence Science and Technology Laboratory","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Home Office","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Scottish Government (excl. agencies)","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Social Security Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","UK Health Security Agency","Department of Health and Social Care","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Active Travel England","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Building Digital UK","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Cabinet Office (excl. agencies)","Cabinet Office","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Central Civil Service Fast Stream","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Companies House","Department for Business, Energy and Industrial Strategy","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Crown Commercial Service","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Crown Prosecution Service","Attorney General's Departments","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Defence Equipment and Support","Ministry of Defence","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Defence Science and Technology Laboratory","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Department for Education (excl. agencies)","Department for Education","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Department for International Trade","Department for International Trade","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Department for Transport (excl. agencies)","Department for Transport","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","50","[c]","25300","21690"
"New entrant CS","2023","Undeclared","White","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Driver and Vehicle Licensing Agency","Department for Transport","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Driver and Vehicle Standards Agency","Department for Transport","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Estyn","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Government Commercial Organisation","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Government Legal Department","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Government Property Agency","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","HM Courts and Tribunals Service","Ministry of Justice","30","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","HM Land Registry","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","HM Prison and Probation Service","Ministry of Justice","185","[c]","24650","23640"
"New entrant CS","2023","Undeclared","White","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","70","[c]","26900","22520"
"New entrant CS","2023","Undeclared","White","HM Treasury (excl. agencies)","HM Treasury","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Health and Safety Executive","Department for Work and Pensions","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Home Office","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Ministry of Defence (excl. agencies)","Ministry of Defence","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Ministry of Justice (excl. agencies)","Ministry of Justice","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Office of Rail and Road","Office of Rail and Road","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Office of the Public Guardian","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Planning Inspectorate","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Rural Payments Agency","Department for Environment, Food and Rural Affairs","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Scottish Government (excl. agencies)","Scottish Government","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Social Security Scotland","Scottish Government","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","The Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","UK Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","UK Health Security Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","UK Statistics Authority","UK Statistics Authority","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Vehicle Certification Agency","Department for Transport","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Welsh Government (excl. agencies)","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Active Travel England","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Building Digital UK","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Central Civil Service Fast Stream","Cabinet Office","40","[c]","28840","28840"
"New entrant CS","2023","Unknown","Asian","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Crown Commercial Service","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Crown Prosecution Service","Attorney General's Departments","30","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Defence Equipment and Support","Ministry of Defence","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Defence Science and Technology Laboratory","Ministry of Defence","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for Education (excl. agencies)","Department for Education","35","[c]","33810","30330"
"New entrant CS","2023","Unknown","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for International Trade","Department for International Trade","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for Transport (excl. agencies)","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Driver and Vehicle Licensing Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Estyn","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Government Commercial Organisation","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Government Internal Audit Agency","HM Treasury","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Government Legal Department","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Government Property Agency","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","HM Courts and Tribunals Service","Ministry of Justice","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","HM Land Registry","HM Land Registry","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","HM Prison and Probation Service","Ministry of Justice","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","70","[c]","29180","26920"
"New entrant CS","2023","Unknown","Asian","HM Treasury (excl. agencies)","HM Treasury","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Home Office","Home Office","220","[c]","28190","26400"
