"Status","Year","Profession_of_post","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Communications","Cardiff and Vale of Glamorgan","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Cardiff and Vale of Glamorgan","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Central Hampshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Central Hampshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Central Valleys","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Central Valleys","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","City of Edinburgh","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","City of Edinburgh","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Coventry","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Coventry","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Croydon","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Croydon","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Darlington","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Darlington","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Derby","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Derby","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Devon CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Devon CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Dorset","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Dorset","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Durham","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Durham","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","East Merseyside","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","East Merseyside","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","East Surrey","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","East Surrey","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Glasgow City","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Glasgow City","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Gloucestershire CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Gloucestershire CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Greater Manchester South West","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Greater Manchester South West","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Hackney and Newham","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Hackney and Newham","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Harrow and Hillingdon","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Harrow and Hillingdon","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Hounslow and Richmond upon Thames","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Hounslow and Richmond upon Thames","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Inverness and Nairn, Moray, and Badenoch and Strathspey","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Inverness and Nairn, Moray, and Badenoch and Strathspey","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Isle of Anglesey","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Isle of Anglesey","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Lambeth","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Lambeth","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Leeds","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Leeds","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Lewisham and Southwark","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Lewisham and Southwark","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Lincolnshire CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Lincolnshire CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Lisburn and Castlereagh","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Lisburn and Castlereagh","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Liverpool","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Liverpool","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Manchester","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Manchester","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Merton, Kingston upon Thames and Sutton","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Merton, Kingston upon Thames and Sutton","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Mid Kent","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Mid Kent","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Monmouthshire and Newport","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Monmouthshire and Newport","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Nottingham","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Nottingham","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Oxfordshire CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Oxfordshire CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Plymouth","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Plymouth","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Portsmouth","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Portsmouth","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Sefton","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Sefton","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Sheffield","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Sheffield","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Somerset CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Somerset CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","South Hampshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","South Hampshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","South Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","South Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","South Teesside","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","South Teesside","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Southampton","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Southampton","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Staffordshire CC","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Staffordshire CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Suffolk CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Suffolk CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Sunderland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Sunderland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Swansea","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Swansea","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Swindon","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Swindon","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Tower Hamlets","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Tower Hamlets","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Tyneside","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Tyneside","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Wandsworth","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Wandsworth","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Warrington","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Warrington","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","West Northamptonshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","West Northamptonshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","West Surrey","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","West Surrey","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","West Sussex (North East)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","West Sussex (North East)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Westminster","Female","130","[c]","38330","37540"
"New entrant CS","2023","Communications","Westminster","Male","75","[c]","39260","36200"
"New entrant CS","2023","Communications","Wiltshire","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Wiltshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Wirral","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Wirral","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","York","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","York","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Corporate Finance","Belfast","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Corporate Finance","Belfast","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Corporate Finance","Camden and City of London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Corporate Finance","Camden and City of London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Corporate Finance","Glasgow City","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Corporate Finance","Glasgow City","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Corporate Finance","Manchester","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Corporate Finance","Manchester","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Corporate Finance","Tower Hamlets","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Corporate Finance","Tower Hamlets","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Corporate Finance","Westminster","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Corporate Finance","Westminster","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Aberdeen City and Aberdeenshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Aberdeen City and Aberdeenshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Barking & Dagenham and Havering","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Barking & Dagenham and Havering","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Barnsley, Doncaster and Rotherham","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Barnsley, Doncaster and Rotherham","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Bedford","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Bedford","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Belfast","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Belfast","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Berkshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Berkshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Birmingham","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Birmingham","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Blackburn with Darwen","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Blackburn with Darwen","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Brighton and Hove","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Brighton and Hove","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Bristol, City of","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Bristol, City of","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Bromley","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Bromley","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Buckinghamshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Buckinghamshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Calderdale and Kirklees","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Calderdale and Kirklees","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Cambridgeshire CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Cambridgeshire CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Cardiff and Vale of Glamorgan","Female","30","[c]","22780","21380"
"New entrant CS","2023","Counter Fraud","Cardiff and Vale of Glamorgan","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Central Valleys","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Central Valleys","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Conwy and Denbighshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Conwy and Denbighshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Croydon","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Croydon","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Darlington","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Darlington","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Derby","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Derby","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Dudley","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Dudley","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Durham","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Durham","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Ealing","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Ealing","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","East Ayrshire and North Ayrshire mainland","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","East Ayrshire and North Ayrshire mainland","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","East Kent","Female","50","[c]","26000","25610"
"New entrant CS","2023","Counter Fraud","East Kent","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","East Sussex CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","East Sussex CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Essex Haven Gateway","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Essex Haven Gateway","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Essex Thames Gateway","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Essex Thames Gateway","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Flintshire and Wrexham","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Flintshire and Wrexham","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Glasgow City","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Glasgow City","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Greater Manchester North East","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Greater Manchester North East","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Greater Manchester North West","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Greater Manchester North West","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Greater Manchester South East","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Greater Manchester South East","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Greater Manchester South West","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Greater Manchester South West","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Hackney and Newham","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Hackney and Newham","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Harrow and Hillingdon","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Harrow and Hillingdon","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Herefordshire, County of","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Herefordshire, County of","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Hertfordshire CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Hertfordshire CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Inverclyde, East Renfrewshire, and Renfrewshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Inverclyde, East Renfrewshire, and Renfrewshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Isle of Wight","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Isle of Wight","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Kingston upon Hull, City of","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Kingston upon Hull, City of","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Leeds","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Leeds","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Liverpool","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Liverpool","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Manchester","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Manchester","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Merton, Kingston upon Thames and Sutton","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Merton, Kingston upon Thames and Sutton","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Mid Lancashire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Mid Lancashire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Milton Keynes","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Milton Keynes","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","North Lanarkshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","North Lanarkshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","North Yorkshire CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","North Yorkshire CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","North and North East Lincolnshire","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","North and North East Lincolnshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Nottingham","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Nottingham","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Peterborough","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Peterborough","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Portsmouth","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Portsmouth","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Redbridge and Waltham Forest","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Redbridge and Waltham Forest","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Sheffield","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Sheffield","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Somerset CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Somerset CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","South Ayrshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","South Ayrshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","South Teesside","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","South Teesside","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","South and West Derbyshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","South and West Derbyshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Southampton","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Southampton","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Suffolk CC","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Suffolk CC","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Telford and Wrekin","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Telford and Wrekin","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Tower Hamlets","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Tower Hamlets","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Tyneside","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Tyneside","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Wakefield","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Wakefield","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Warwickshire CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Warwickshire CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","West Northamptonshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","West Northamptonshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","West Surrey","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","West Surrey","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Westminster","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Westminster","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Wirral","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Wirral","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","York","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","York","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Barnet","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Barnet","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Barnsley, Doncaster and Rotherham","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Barnsley, Doncaster and Rotherham","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","50","[c]","31940","31680"
"New entrant CS","2023","Digital, Data and Technology","Belfast","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Belfast","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Berkshire","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Berkshire","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Bexley and Greenwich","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Bexley and Greenwich","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Birmingham","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Birmingham","Male","40","[c]","42220","38340"
"New entrant CS","2023","Digital, Data and Technology","Blackburn with Darwen","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Blackburn with Darwen","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Blackpool","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Blackpool","Male","40","[c]","42710","37670"
"New entrant CS","2023","Digital, Data and Technology","Bradford","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Bradford","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Breckland and South Norfolk","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Breckland and South Norfolk","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Bridgend and Neath Port Talbot","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Bridgend and Neath Port Talbot","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Brighton and Hove","Female","[c]","[c]","[c]","[c]"
