"Status","Year","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Commercial","National Crime Agency","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","National Savings and Investments","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Scottish Prison Service","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Submarine Delivery Agency","25","[c]","34670","32500"
"New entrant CS","2023","Commercial","The National Archives","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","UK Export Finance","35","[c]","43170","39500"
"New entrant CS","2023","Commercial","UK Health Security Agency","25","[c]","38380","32980"
"New entrant CS","2023","Commercial","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Building Digital UK","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Cabinet Office (excl. agencies)","10","[c]","38720","35440"
"New entrant CS","2023","Communications","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Charity Commission","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Companies House","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Competition and Markets Authority","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Crown Commercial Service","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Crown Prosecution Service","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Defence Equipment and Support","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","20","[c]","38210","39460"
"New entrant CS","2023","Communications","Department for Digital, Culture, Media and Sport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Department for Education (excl. agencies)","40","[c]","32960","33950"
"New entrant CS","2023","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","35","[c]","35980","33830"
"New entrant CS","2023","Communications","Department for International Trade","20","[c]","39500","35010"
"New entrant CS","2023","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Department for Transport (excl. agencies)","15","[c]","35490","35400"
"New entrant CS","2023","Communications","Department for Work and Pensions (excl. agencies)","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Department of Health and Social Care (excl. agencies)","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Driver and Vehicle Licensing Agency","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Estyn","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Food Standards Agency","10","[c]","34340","34310"
"New entrant CS","2023","Communications","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","HM Prison and Probation Service","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","HM Revenue and Customs (excl. agencies)","15","[c]","45070","41780"
"New entrant CS","2023","Communications","HM Treasury (excl. agencies)","10","[c]","32020","31740"
"New entrant CS","2023","Communications","Health and Safety Executive","15","[c]","38080","33290"
"New entrant CS","2023","Communications","Home Office","20","[c]","39170","38090"
"New entrant CS","2023","Communications","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Maritime and Coastguard Agency","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Medicines and Healthcare Products Regulatory Agency","15","[c]","43630","41190"
"New entrant CS","2023","Communications","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Ministry of Defence (excl. agencies)","45","[c]","33930","33830"
"New entrant CS","2023","Communications","Ministry of Justice (excl. agencies)","30","[c]","36450","35410"
"New entrant CS","2023","Communications","National Crime Agency","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","National Savings and Investments","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Office for Standards in Education, Children's Services and Skills","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Office of Gas and Electricity Markets","25","[c]","43730","40000"
"New entrant CS","2023","Communications","Office of Qualifications and Examinations Regulation","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","UK Export Finance","20","[c]","55580","42000"
"New entrant CS","2023","Communications","UK Health Security Agency","15","[c]","44100","44760"
"New entrant CS","2023","Communications","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","UK Statistics Authority","15","[c]","38310","31060"
"New entrant CS","2023","Communications","UK Supreme Court","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Building Digital UK","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Cabinet Office (excl. agencies)","20","[c]","36100","32830"
"New entrant CS","2023","Counter Fraud","Companies House","50","[c]","23720","21500"
"New entrant CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","310","[c]","27140","25610"
"New entrant CS","2023","Counter Fraud","Driver and Vehicle Standards Agency","5","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","235","[c]","30840","27890"
"New entrant CS","2023","Counter Fraud","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Serious Fraud Office","25","[c]","32000","26620"
"New entrant CS","2023","Counter Fraud","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","Department for Work and Pensions (excl. agencies)","440","[c]","21740","21690"
"New entrant CS","2023","Debt","HM Revenue and Customs (excl. agencies)","1240","[c]","23150","22520"
"New entrant CS","2023","Digital, Data & Technology","Active Travel England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Building Digital UK","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Cabinet Office (excl. agencies)","135","[c]","46910","41410"
"New entrant CS","2023","Digital, Data & Technology","Central Civil Service Fast Stream","40","[c]","28840","28840"
"New entrant CS","2023","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Charity Commission","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Companies House","70","[c]","38700","37350"
"New entrant CS","2023","Digital, Data & Technology","Competition and Markets Authority","15","[c]","45430","42920"
"New entrant CS","2023","Digital, Data & Technology","Crown Commercial Service","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Crown Prosecution Service","30","[c]","41470","32660"
"New entrant CS","2023","Digital, Data & Technology","Defence Equipment and Support","65","[c]","30570","32000"
"New entrant CS","2023","Digital, Data & Technology","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","15","[c]","33970","31120"
"New entrant CS","2023","Digital, Data & Technology","Department for Digital, Culture, Media and Sport (excl. agencies)","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Education (excl. agencies)","80","[c]","36760","37590"
"New entrant CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","175","[c]","41680","37300"
"New entrant CS","2023","Digital, Data & Technology","Department for International Trade","55","[c]","43790","37180"
"New entrant CS","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","20","[c]","41710","40800"
"New entrant CS","2023","Digital, Data & Technology","Department for Transport (excl. agencies)","10","[c]","41050","35590"
"New entrant CS","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","400","[c]","41970","39000"
"New entrant CS","2023","Digital, Data & Technology","Driver and Vehicle Licensing Agency","40","[c]","35080","34850"
"New entrant CS","2023","Digital, Data & Technology","Driver and Vehicle Standards Agency","10","[c]","34590","31350"
"New entrant CS","2023","Digital, Data & Technology","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Government Legal Department","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","HM Courts and Tribunals Service","40","[c]","37350","37680"
"New entrant CS","2023","Digital, Data & Technology","HM Land Registry","60","[c]","30940","28080"
"New entrant CS","2023","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","585","[c]","40070","36990"
"New entrant CS","2023","Digital, Data & Technology","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Health and Safety Executive","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Home Office","215","[c]","39950","36180"
"New entrant CS","2023","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Intellectual Property Office","35","[c]","49030","46180"
"New entrant CS","2023","Digital, Data & Technology","Maritime and Coastguard Agency","10","[c]","36850","35550"
"New entrant CS","2023","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","15","[c]","50070","41190"
"New entrant CS","2023","Digital, Data & Technology","Met Office","150","[c]","27310","24150"
"New entrant CS","2023","Digital, Data & Technology","Ministry of Defence (excl. agencies)","210","[c]","34750","27980"
"New entrant CS","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","125","[c]","44910","43650"
"New entrant CS","2023","Digital, Data & Technology","National Crime Agency","30","[c]","36030","32200"
"New entrant CS","2023","Digital, Data & Technology","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","20","[c]","34080","32800"
"New entrant CS","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","60","[c]","46300","43650"
"New entrant CS","2023","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","10","[c]","32670","31980"
"New entrant CS","2023","Digital, Data & Technology","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Scottish Prison Service","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Serious Fraud Office","10","[c]","41800","36000"
"New entrant CS","2023","Digital, Data & Technology","Submarine Delivery Agency","10","[c]","30280","30080"
"New entrant CS","2023","Digital, Data & Technology","The Insolvency Service","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","The National Archives","25","[c]","39300","36130"
"New entrant CS","2023","Digital, Data & Technology","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Export Finance","15","[c]","57530","52230"
"New entrant CS","2023","Digital, Data & Technology","UK Health Security Agency","85","[c]","44620","40880"
"New entrant CS","2023","Digital, Data & Technology","UK Hydrographic Office","20","[c]","34160","33470"
"New entrant CS","2023","Digital, Data & Technology","UK Statistics Authority","195","[c]","35970","34060"
"New entrant CS","2023","Digital, Data & Technology","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Water Services Regulation Authority","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Building Digital UK","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Central Civil Service Fast Stream","25","[c]","28840","28840"
"New entrant CS","2023","Finance","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Companies House","25","[c]","30700","21570"
"New entrant CS","2023","Finance","Competition and Markets Authority","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Crown Prosecution Service","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Defence Equipment and Support","70","[c]","26190","25000"
"New entrant CS","2023","Finance","Defence Science and Technology Laboratory","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Education (excl. agencies)","15","[c]","41510","37590"
"New entrant CS","2023","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","30","[c]","44200","40630"
"New entrant CS","2023","Finance","Department for International Trade","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Work and Pensions (excl. agencies)","100","[c]","34440","34170"
"New entrant CS","2023","Finance","Department of Health and Social Care (excl. agencies)","25","[c]","33010","28770"
"New entrant CS","2023","Finance","Driver and Vehicle Licensing Agency","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Government Legal Department","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Courts and Tribunals Service","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Revenue and Customs (excl. agencies)","155","[c]","28480","22520"
"New entrant CS","2023","Finance","HM Treasury (excl. agencies)","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Home Office","15","[c]","32490","25880"
"New entrant CS","2023","Finance","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Met Office","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Ministry of Defence (excl. agencies)","110","[c]","32260","27140"
"New entrant CS","2023","Finance","Ministry of Justice (excl. agencies)","40","[c]","37180","35410"
"New entrant CS","2023","Finance","National Crime Agency","15","[c]","35040","27100"
"New entrant CS","2023","Finance","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of Gas and Electricity Markets","15","[c]","38900","36000"
"New entrant CS","2023","Finance","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Registers of Scotland","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Scottish Courts and Tribunals Service","10","[c]","35370","25860"
"New entrant CS","2023","Finance","Scottish Prison Service","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Export Finance","10","[c]","42800","35190"
"New entrant CS","2023","Finance","UK Health Security Agency","15","[c]","40180","38020"
"New entrant CS","2023","Finance","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Statistics Authority","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Rural Payments Agency","405","[c]","22830","22150"
"New entrant CS","2023","Grants Management","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Cabinet Office (excl. agencies)","30","[c]","38180","34130"
"New entrant CS","2023","Human Resources","Charity Commission","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Companies House","20","[c]","39190","40680"
"New entrant CS","2023","Human Resources","Competition and Markets Authority","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Crown Office and Procurator Fiscal Service","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Crown Prosecution Service","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Defence Equipment and Support","40","[c]","27530","23670"
"New entrant CS","2023","Human Resources","Defence Science and Technology Laboratory","25","[c]","29530","24630"
"New entrant CS","2023","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Digital, Culture, Media and Sport (excl. agencies)","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Education (excl. agencies)","15","[c]","29320","25900"
"New entrant CS","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","50","[c]","44210","40260"
"New entrant CS","2023","Human Resources","Department for International Trade","25","[c]","32710","30960"
"New entrant CS","2023","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Work and Pensions (excl. agencies)","45","[c]","36000","34170"
"New entrant CS","2023","Human Resources","Department of Health and Social Care (excl. agencies)","15","[c]","29040","28770"
"New entrant CS","2023","Human Resources","Driver and Vehicle Licensing Agency","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Driver and Vehicle Standards Agency","20","[c]","26870","26270"
"New entrant CS","2023","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Government Legal Department","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Courts and Tribunals Service","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Land Registry","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Revenue and Customs (excl. agencies)","95","[c]","33680","27890"
"New entrant CS","2023","Human Resources","HM Treasury (excl. agencies)","20","[c]","28590","25460"
"New entrant CS","2023","Human Resources","Health and Safety Executive","10","[c]","38220","41590"
"New entrant CS","2023","Human Resources","Home Office","30","[c]","41440","36000"
"New entrant CS","2023","Human Resources","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Intellectual Property Office","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Medicines and Healthcare Products Regulatory Agency","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Ministry of Defence (excl. agencies)","330","[c]","31520","27650"
"New entrant CS","2023","Human Resources","Ministry of Justice (excl. agencies)","90","[c]","30280","30810"
"New entrant CS","2023","Human Resources","National Crime Agency","35","[c]","36310","30740"
"New entrant CS","2023","Human Resources","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","20","[c]","30820","27140"
"New entrant CS","2023","Human Resources","Office of Gas and Electricity Markets","15","[c]","38540","42000"
"New entrant CS","2023","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Registers of Scotland","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Scottish Courts and Tribunals Service","15","[c]","39690","40650"
"New entrant CS","2023","Human Resources","Scottish Prison Service","10","[c]","29940","24710"
"New entrant CS","2023","Human Resources","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","UK Health Security Agency","30","[c]","33760","27690"
"New entrant CS","2023","Human Resources","UK Hydrographic Office","10","[c]","31350","27610"
"New entrant CS","2023","Human Resources","UK Statistics Authority","45","[c]","32520","31060"
"New entrant CS","2023","Human Resources","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Valuation Office Agency","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Water Services Regulation Authority","5","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Government Internal Audit Agency","35","[c]","48340","43160"
"New entrant CS","2023","Internal Audit","HM Revenue and Customs (excl. agencies)","5","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Ministry of Defence (excl. agencies)","10","[c]","30320","33310"
"New entrant CS","2023","Internal Audit","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Attorney General's Office","10","[c]","26310","24280"
"New entrant CS","2023","Legal","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Companies House","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Competition and Markets Authority","20","[c]","59700","57000"
"New entrant CS","2023","Legal","Crown Office and Procurator Fiscal Service","30","[c]","52480","52360"
"New entrant CS","2023","Legal","Crown Prosecution Service","820","[c]","29280","24480"
"New entrant CS","2023","Legal","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Government Legal Department","290","[c]","40170","45230"
"New entrant CS","2023","Legal","HM Courts and Tribunals Service","65","[c]","31090","25830"
"New entrant CS","2023","Legal","HM Land Registry","20","[c]","49590","56190"
"New entrant CS","2023","Legal","HM Revenue and Customs (excl. agencies)","115","[c]","39760","39110"
