"Status","Year","Organisation","Parent_department","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Office of the Public Guardian","Ministry of Justice","West Midlands (England)","EO","15","[c]","25830","25830"
"New entrant CS","2023","Office of the Public Guardian","Ministry of Justice","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Scottish Charity Regulator","Scottish Government","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Scottish Charity Regulator","Scottish Government","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Scottish Charity Regulator","Scottish Government","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Scotland","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Wales","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","East Midlands (England)","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","East of England","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","North East (England)","G6/G7","10","[c]","49040","43740"
"New entrant CS","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","North West (England)","G6/G7","10","[c]","48590","43740"
"New entrant CS","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","South East (England)","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","South West (England)","AA/AO","35","[c]","21160","21960"
"New entrant CS","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","South West (England)","EO","10","[c]","26590","26590"
"New entrant CS","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","South West (England)","G6/G7","15","[c]","54700","56080"
"New entrant CS","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","South West (England)","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Wales","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","West Midlands (England)","G6/G7","10","[c]","48800","43740"
"New entrant CS","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Registers of Scotland","Scottish Government","Scotland","AA/AO","35","[c]","24340","24010"
"New entrant CS","2023","Registers of Scotland","Scottish Government","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Registers of Scotland","Scottish Government","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Registers of Scotland","Scottish Government","Scotland","SEO/HEO","15","[c]","40050","38190"
"New entrant CS","2023","Revenue Scotland","Scottish Government","Scotland","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Revenue Scotland","Scottish Government","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Revenue Scotland","Scottish Government","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Revenue Scotland","Scottish Government","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Royal Fleet Auxiliary","Ministry of Defence","Unknown","Unknown","150","[c]","22470","17530"
"New entrant CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","East Midlands (England)","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","East of England","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","East of England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","North East (England)","AA/AO","55","[c]","22090","22150"
"New entrant CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","North East (England)","EO","15","[c]","25410","25920"
"New entrant CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","North East (England)","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","North West (England)","AA/AO","140","[c]","21930","22150"
"New entrant CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","North West (England)","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","South East (England)","AA/AO","20","[c]","22150","22150"
"New entrant CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","South East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","South East (England)","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","South West (England)","AA/AO","30","[c]","22070","22150"
"New entrant CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","South West (England)","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Wales","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","West Midlands (England)","AA/AO","30","[c]","22040","22150"
"New entrant CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","AA/AO","60","[c]","22000","22150"
"New entrant CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","EO","10","[c]","25560","25920"
"New entrant CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Courts and Tribunals Service","Scottish Government","Scotland","AA/AO","170","[c]","22930","23190"
"New entrant CS","2023","Scottish Courts and Tribunals Service","Scottish Government","Scotland","EO","25","[c]","26540","25930"
"New entrant CS","2023","Scottish Courts and Tribunals Service","Scottish Government","Scotland","G6/G7","10","[c]","59520","58770"
"New entrant CS","2023","Scottish Courts and Tribunals Service","Scottish Government","Scotland","SEO/HEO","25","[c]","40440","40570"
"New entrant CS","2023","Scottish Fiscal Commission","Scottish Government","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Fiscal Commission","Scottish Government","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Government (excl. agencies)","Scottish Government","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Government (excl. agencies)","Scottish Government","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Government (excl. agencies)","Scottish Government","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Government (excl. agencies)","Scottish Government","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Government (excl. agencies)","Scottish Government","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
